,ARS,BL_name,ADE2,ADE3,ADE4,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
38,033560000000,Niedersachsen,03,3,56,3.0,11,3.0,11,56.0,11,2458.82,11,6.0,11,11,65267,4649.0,5933.36,116487,8088.0,10589.73,56812,3957.0,5164.73,7,"['27729     ' '28879     ' '28865     ' '27711     ' '27721     '
 '28790     ' '27726     ']",1,[2336],1,[27092],1,[14090],1,[34]
39,033570000000,Niedersachsen,03,3,57,3.0,57,3.0,57,57.0,57,4933.21,57,29.0,57,57,207476,2553.0,3639.93,168454,1138.0,2955.33,84570,595.0,1483.68,13,"['27367     ' '27432     ' '27446     ' '27386     ' '27412*****'
 '27412     ' '27404     ' '27389     ' '27442     ' '27419     '
 '27356     ' '27383     ' '27374     ']",2,[2340 2352],3,[27102 26012 26142],3,[67270 67050 67210],2,[35 30]
40,033580000000,Niedersachsen,03,3,58,3.0,23,3.0,23,58.0,23,3706.91,23,33.7,23,23,188146,3408.0,8180.26,143220,2387.0,6226.96,71245,1287.0,3097.61,11,"['29693     ' '29646     ' '29690     ' '29683     ' '27336     '
 '29633     ' '29643     ' '29640     ' '29614     ' '29649     '
 '29664*****']",1,[2341],2,[27162 25092],2,[21170 21230],1,[35]
41,033590000000,Niedersachsen,03,3,59,3.0,40,3.0,40,59.0,40,4867.4,40,20.5,40,40,126740,2332.5,3168.5,211467,2002.0,5286.68,104978,1016.0,2624.45,27,"['21684     ' '21702     ' '21641     ' '21730     ' '21698     '
 '21643     ' '21640     ' '21709     ' '21614     ' '21717     '
 '21739     ' '21706     ' '21710     ' '21727     ' '21729     '
 '21712*****' '21720     ' '21714     ' '21726     ' '21723     '
 '21635     ' '21732     ' '27449     ' '21734     ' '21644     '
 '21682*****' '21737*****']",1,[2343],2,[26022 26122],2,[67010 67090],2,[30 29]
42,033600000000,Niedersachsen,03,3,60,3.0,27,3.0,27,60.0,27,5006.93,27,14.41,27,27,146260,3988.0,5417.04,95088,1234.0,3521.78,46519,599.0,1722.93,27,"['29575     ' '29549     ' '29576     ' '29553     ' '29389     '
 '29574     ' '29578     ' '29579     ' '29581     ' '29582     '
 '29584     ' '29585     ' '29394     ' '29587     ' '29588     '
 '29590     ' '29591     ' '29571     ' '29593     ' '29594     '
 '29597     ' '29556     ' '29562     ' '29525     ' '29599     '
 '29565     ' '29559     ']",1,[2347],1,[25102],1,[51170],1,[44]
43,033610000000,Niedersachsen,03,3,61,3.0,11,3.0,11,61.0,11,1968.0,11,6.64,11,11,78934,6806.0,7175.82,141349,10339.0,12849.91,69374,5170.0,6306.73,10,"['28832     ' '27337     ' '27313     ' '27321     ' '27308     '
 '27299     ' '28870     ' '28876     ' '27339     ' '27283     ']",1,[2348],2,[27012 27152],1,[77010],1,[34]
44,034010000000,Niedersachsen,03,4,01,3.0,1,4.0,1,1.0,1,0.0,1,0.0,1,1,6245,6245.0,6245.0,78979,78979.0,78979.0,38984,38984.0,38984.0,1,['27749*****'],1,[2357],1,[32042],1,[61130],1,[28]
45,034020000000,Niedersachsen,03,4,02,3.0,1,4.0,1,2.0,1,0.0,1,0.0,1,1,11234,11234.0,11234.0,50659,50659.0,50659.0,25242,25242.0,25242.0,1,['26721*****'],1,[2358],1,[31022],1,[24010],1,[24]
46,034030000000,Niedersachsen,03,4,03,3.0,1,4.0,1,3.0,1,0.0,1,0.0,1,1,10309,10309.0,10309.0,174629,174629.0,174629.0,83608,83608.0,83608.0,1,['26105*****'],1,[2364],1,[32102],1,[61010],1,[27]
47,034040000000,Niedersachsen,03,4,04,3.0,1,4.0,1,4.0,1,0.0,1,0.0,1,1,11980,11980.0,11980.0,166960,166960.0,166960.0,80585,80585.0,80585.0,1,['49074*****'],1,[2366],1,[33132],1,[64010],1,[39]
48,034050000000,Niedersachsen,03,4,05,3.0,1,4.0,1,5.0,1,0.0,1,0.0,1,1,10711,10711.0,10711.0,76247,76247.0,76247.0,37481,37481.0,37481.0,1,['26382*****'],1,[2370],1,[32152],1,[61270],1,[26]
49,034510000000,Niedersachsen,03,4,51,3.0,6,4.0,6,51.0,6,4.5,6,4.5,6,6,73066,11874.0,12177.67,129108,23154.0,21518.0,63128,11380.0,10521.33,6,"['26689     ' '26160     ' '26188     ' '26180     ' '26655     '
 '26215     ']",1,[2369],1,[32132],1,[61050],1,[27]
50,034520000000,Niedersachsen,03,4,52,3.0,25,4.0,25,52.0,25,2764.08,25,34.08,25,25,128736,2232.0,5149.44,192608,3777.0,7704.32,94776,1895.0,3791.04,15,"['26603*****' '26579     ' '26524     ' '26629     ' '26532     '
 '26759     ' '26632     ' '26571     ' '26736     ' '26529     '
 '26506     ' '26548     ' '26624*****' '26639     ' '26553*****']",3,[2354 2358    0],3,[31012 31052 31022],3,[24050 24130 24010],1,[24]
51,034530000000,Niedersachsen,03,4,53,3.0,13,4.0,13,53.0,13,7.0,13,7.0,13,13,142035,10021.0,10925.77,178564,12545.0,13735.69,90240,6456.0,6941.54,13,"['26676     ' '26219     ' '49692     ' '49661     ' '49685     '
 '49632     ' '26169     ' '49681     ' '49688     ' '49699     '
 '49624     ' '49696     ' '26683     ']",1,[2356],1,[32022],2,[74090 74050],1,[32]
52,034540000000,Niedersachsen,03,4,54,3.0,60,4.0,60,54.0,60,4509.15,60,30.5,60,60,288368,3068.5,4806.13,340280,1770.0,5671.33,172629,903.5,2877.15,29,"['49832     ' '49844     ' '26897     ' '26904     ' '26906     '
 '26892     ' '49770     ' '48488     ' '49762     ' '49744     '
 '49838     ' '49777     ' '49733     ' '49740     ' '49751     '
 '49774     ' '49757     ' '49808*****' '26901     ' '48480     '
 '49716     ' '26909     ' '49779     ' '26871     ' '26899     '
 '48499     ' '26903     ' '49767     ' '26907     ']",2,[2361 2353],3,[33082 33142 33102],4,[57050 57110 57130 57090],2,[31 25]
53,034550000000,Niedersachsen,03,4,55,3.0,8,4.0,8,55.0,8,19.38,8,19.38,8,8,60953,7303.0,7619.12,100630,10757.5,12578.75,48937,5287.0,6117.12,8,"['26441     ' '26452     ' '26419     ' '26434*****' '26486     '
 '26345     ' '26316     ' '26340     ']",1,[2370],2,[32072 32112],2,[61230 61250],1,[26]
54,034560000000,Niedersachsen,03,4,56,3.0,25,4.0,25,56.0,25,4756.04,25,13.4,25,25,98180,2607.0,3927.2,141946,1232.0,5677.84,70979,639.0,2839.16,10,"['48455     ' '49824     ' '48465     ' '49828     ' '49843     '
 '49846     ' '49847     ' '48529*****' '49835     ' '49849     ']",1,[2355],1,[33122],1,[57010],1,[31]
55,034570000000,Niedersachsen,03,4,57,3.0,20,4.0,20,57.0,20,2914.25,20,38.05,20,20,108571,4365.0,5428.55,173924,4208.5,8696.2,86015,2106.5,4300.75,15,"['26757     ' '26835     ' '26847     ' '26849     ' '26844     '
 '26789     ' '26802     ' '26845     ' '26842     ' '26817     '
 '26670     ' '26826     ' '26810     ' '26831     ' '          ']",2,[2358 2360],3,[31022 31042  3102],3,[24010 24270     0],1,[25]
56,034580000000,Niedersachsen,03,4,58,3.0,15,4.0,15,58.0,15,2884.6,15,8.0,15,15,106483,4207.0,7098.87,134621,4791.0,8974.73,66677,2299.0,4445.13,8,"['27243     ' '27801     ' '27777     ' '26197     ' '26209     '
 '27798     ' '26203     ' '27793     ']",3,[2357 2368 2364],3,[32142 32042 32102],3,[61210 61130 61010],1,[28]
57,034590000000,Niedersachsen,03,4,59,3.0,34,4.0,34,59.0,34,2709.44,34,17.5,34,34,212178,4988.0,6240.53,366229,9023.5,10771.44,181675,4440.5,5343.38,30,"['49594     ' '49577     ' '49152     ' '49186     ' '49196     '
 '49214     ' '49635     ' '49191     ' '49626     ' '49593     '
 '49143     ' '49163     ' '49565     ' '49201     ' '49584     '
 '49596     ' '49124     ' '49170     ' '49205     ' '49176     '
 '49324*****' '49637     ' '49586     ' '49638     ' '49179     '
 '49610     ' '49597     ' '49599     ' '49134     ' '49219     ']",2,[2367 2365],3,[33022 33132 33072],4,[64210 64130 64090 64010],2,[38 39]
58,034600000000,Niedersachsen,03,4,60,3.0,10,4.0,10,60.0,10,5.5,10,5.5,10,10,81422,8606.5,8142.2,147751,10373.5,14775.1,74314,5286.0,7431.4,10,"['49456     ' '49401     ' '49413     ' '49424     ' '49451     '
 '49393     ' '49434     ' '49439     ' '49377     ' '49429     ']",1,[2368],1,[32122],1,[74010],1,[32]
59,034610000000,Niedersachsen,03,4,61,3.0,9,4.0,9,61.0,9,5.0,9,5.0,9,9,82478,9405.0,9164.22,89761,7125.0,9973.44,44883,3632.0,4987.0,9,"['27804     ' '26919     ' '26969     ' '26931     ' '26349     '
 '27809     ' '26954     ' '26939     ' '26935*****']",2,[2363 2357],2,[32012 32092],2,[61090 61170],1,[28]
60,034620000000,Niedersachsen,03,4,62,3.0,19,4.0,19,62.0,19,4266.74,19,10.0,19,19,65684,1845.0,3457.05,58396,1086.0,3073.47,28583,535.0,1504.37,8,"['26487     ' '26427     ' '26556     ' '26446*****' '26465     '
 '26489     ' '26474     ' '26409     ']",1,[2354],1,[31072],1,[24210],1,[26]
61,040110000000,Bremen,04,0,11,4.0,1,0.0,1,11.0,1,0.0,1,0.0,1,1,31820,31820.0,31820.0,577026,577026.0,577026.0,285270,285270.0,285270.0,1,['28195*****'],1,[2471],1,[11012],1,[14010],1,[54055]
62,040120000000,Bremen,04,0,12,4.0,1,0.0,1,12.0,1,0.0,1,0.0,1,1,10141,10141.0,10141.0,114677,114677.0,114677.0,56716,56716.0,56716.0,1,['27576*****'],1,[2475],1,[11022],1,[14190],1,[55]
63,051110000000,Nordrhein-Westfalen,05,1,11,5.0,1,1.0,1,11.0,1,0.0,1,0.0,1,1,21741,21741.0,21741.0,631217,631217.0,631217.0,304616,304616.0,304616.0,1,['40213*****'],1,[5103],1,[11113],1,[37011],1,[5106]
64,051120000000,Nordrhein-Westfalen,05,1,12,5.0,1,1.0,1,12.0,1,0.0,1,0.0,1,1,23284,23284.0,23284.0,503707,503707.0,503707.0,249120,249120.0,249120.0,1,['47051*****'],1,[5107],1,[12123],1,[41011],1,[14115]
65,051130000000,Nordrhein-Westfalen,05,1,13,5.0,1,1.0,1,13.0,1,0.0,1,0.0,1,1,21034,21034.0,21034.0,586608,586608.0,586608.0,285411,285411.0,285411.0,1,['45121*****'],1,[5111],1,[45133],1,[43011],1,[17119]
66,051140000000,Nordrhein-Westfalen,05,1,14,5.0,1,1.0,1,14.0,1,0.0,1,0.0,1,1,13778,13778.0,13778.0,228550,228550.0,228550.0,111419,111419.0,111419.0,1,['47798*****'],1,[5117],1,[14123],1,[61011],1,[9113]
67,051160000000,Nordrhein-Westfalen,05,1,16,5.0,1,1.0,1,16.0,1,0.0,1,0.0,1,1,17047,17047.0,17047.0,268943,268943.0,268943.0,133625,133625.0,133625.0,1,['41061*****'],1,[5121],1,[15143],1,[65011],1,[8]
68,051170000000,Nordrhein-Westfalen,05,1,17,5.0,1,1.0,1,17.0,1,0.0,1,0.0,1,1,9128,9128.0,9128.0,173255,173255.0,173255.0,83637,83637.0,83637.0,1,['45468*****'],1,[5120],1,[12153],1,[71051],1,[17]
69,051190000000,Nordrhein-Westfalen,05,1,19,5.0,1,1.0,1,19.0,1,0.0,1,0.0,1,1,7709,7709.0,7709.0,211099,211099.0,211099.0,103059,103059.0,103059.0,1,['46045*****'],1,[5123],1,[12163],1,[71011],1,[16]
70,051200000000,Nordrhein-Westfalen,05,1,20,5.0,1,1.0,1,20.0,1,0.0,1,0.0,1,1,7452,7452.0,7452.0,112970,112970.0,112970.0,56058,56058.0,56058.0,1,['42853*****'],1,[5126],1,[16143],1,[91211],1,[2]
71,051220000000,Nordrhein-Westfalen,05,1,22,5.0,1,1.0,1,22.0,1,0.0,1,0.0,1,1,8954,8954.0,8954.0,161545,161545.0,161545.0,78754,78754.0,78754.0,1,['42651*****'],1,[5128],1,[16153],1,[91191],1,[2]
72,051240000000,Nordrhein-Westfalen,05,1,24,5.0,1,1.0,1,24.0,1,0.0,1,0.0,1,1,16839,16839.0,16839.0,358938,358938.0,358938.0,176056,176056.0,176056.0,1,['42275*****'],1,[5131],1,[16183],1,[91011],1,[1102]
73,051540000000,Nordrhein-Westfalen,05,1,54,5.0,16,1.0,16,54.0,16,34.0,16,34.0,16,16,123299,7819.0,7706.19,321491,13903.0,20093.19,160723,7045.5,10045.19,16,"['47551     ' '46446     ' '47608     ' '47574     ' '47661     '
 '47546     ' '47647     ' '47623*****' '47533     ' '47559     '
 '46459     ' '47509     ' '47638     ' '47589     ' '47669     '
 '47652     ']",2,[5116 5113],3,[13143 13113 13123],4,[87161 87091 87111 87121],1,[11]
74,051580000000,Nordrhein-Westfalen,05,1,58,5.0,10,1.0,10,58.0,10,20.6,10,20.6,10,10,40721,2989.5,4072.1,490251,43662.5,49025.1,237214,20984.0,23721.4,10,"['40699     ' '42781     ' '42579     ' '40721*****' '40764     '
 '40822     ' '40789     ' '40878*****' '42551*****' '42489     ']",3,[5147 5135 5139],4,[16133 16163 11193 11173],5,[64011 64031 64091 64051 64071],2,[3 4]
75,051620000000,Nordrhein-Westfalen,05,1,62,5.0,8,1.0,8,62.0,8,16.75,8,16.75,8,8,57661,6822.0,7207.62,458722,50824.0,57340.25,223038,24357.5,27879.75,8,"['41539*****' '41515*****' '41363     ' '41564     ' '41352     '
 '40670*****' '41460*****' '41569     ']",2,[5114 5122],2,[11133 15133],3,[65051 65091 65131],2,[7 9]
76,051660000000,Nordrhein-Westfalen,05,1,66,5.0,9,1.0,9,66.0,9,20.0,9,20.0,9,9,56327,6707.0,6258.56,302885,29331.0,33653.89,148259,14479.0,16473.22,9,"['41379     ' '47929     ' '47906     ' '41334     ' '41372     '
 '41366     ' '47918     ' '41747*****' '47877     ']",2,[5102 5115],4,[14153 14113 15163 14123],3,[61331 61171 61351],1,[10]
77,051700000000,Nordrhein-Westfalen,05,1,70,5.0,13,1.0,13,70.0,13,28.0,13,28.0,13,13,104276,6764.0,8021.23,467511,28110.0,35962.38,228047,13691.0,17542.08,13,"['46519     ' '46535*****' '46499     ' '46569     ' '47475     '
 '47441*****' '47506     ' '47495     ' '46514     ' '47665     '
 '46562     ' '46483*****' '46509     ']",3,[5119 5101 5130],4,[13163 12113 12183 13153],4,[87131 87051 87011 87171],3,[12 16 13]
78,053140000000,Nordrhein-Westfalen,05,3,14,5.0,1,3.0,1,14.0,1,0.0,1,0.0,1,1,14106,14106.0,14106.0,335789,335789.0,335789.0,160546,160546.0,160546.0,1,['53111*****'],1,[5205],1,[74113],1,[23010],1,[95]
79,053150000000,Nordrhein-Westfalen,05,3,15,5.0,1,3.0,1,15.0,1,0.0,1,0.0,1,1,40502,40502.0,40502.0,1087353,1087353.0,1087353.0,527728,527728.0,527728.0,1,['50667*****'],1,[5214],1,[77163],1,[57010],1,[92100]
80,053160000000,Nordrhein-Westfalen,05,3,16,5.0,1,3.0,1,16.0,1,0.0,1,0.0,1,1,7887,7887.0,7887.0,166414,166414.0,166414.0,81121,81121.0,81121.0,1,['51373*****'],1,[5230],1,[77223],1,[15111],1,[0]
81,053340000000,Nordrhein-Westfalen,05,3,34,5.0,10,3.0,10,34.0,10,18.2,10,18.2,10,10,70692,5739.0,7069.2,564444,42910.5,56444.4,285085,20876.5,28508.5,10,"['52058*****' '52477     ' '52499     ' '52249     ' '52134     '
 '52156     ' '52159     ' '52152     ' '52222*****' '52146     ']",2,[5201 5202],3,[71113 71143 71193],5,[11010 11050 11130 11250 11290],2,[86 87]
82,053580000000,Nordrhein-Westfalen,05,3,58,5.0,15,3.0,15,58.0,15,32.0,15,32.0,15,15,94158,6504.0,6277.2,272666,11387.0,18177.73,135340,5619.0,9022.67,15,"['52457     ' '52349*****' '52396     ' '52393     ' '52459     '
 '52428     ' '52372     ' '52379     ' '52441     ' '52399     '
 '52385     ' '52382     ' '52388     ' '52445     ' '52391     ']",2,[5213 5207],2,[71183 71133],2,[11330 11310],1,[89]
83,053620000000,Nordrhein-Westfalen,05,3,62,5.0,10,3.0,10,62.0,10,22.0,10,22.0,10,10,70472,6916.0,7047.2,480989,51573.0,48098.9,234562,25092.0,23456.2,10,"['50181     ' '50126*****' '50321     ' '50189     ' '50374     '
 '50226     ' '50354     ' '50171*****' '50259     ' '50389     ']",2,[5203 5224],3,[77123 77133 77153],3,[25050 25010 25130],2,[90 91]
84,053660000000,Nordrhein-Westfalen,05,3,66,5.0,11,3.0,11,66.0,11,24.0,11,24.0,11,11,124872,12167.0,11352.0,199828,13233.0,18166.18,99140,6654.0,9012.73,11,"['53902     ' '53945     ' '53949     ' '53879*****' '53940     '
 '53925     ' '53894     ' '53947     ' '53937     ' '53919     '
 '53909     ']",2,[5209 5211],2,[74133 71163],2,[25090 25170],1,[91]
85,053700000000,Nordrhein-Westfalen,05,3,70,5.0,10,3.0,10,70.0,10,22.0,10,22.0,10,10,62792,5499.5,6279.2,262656,25829.5,26265.6,129940,12723.0,12994.0,8,"['41812     ' '52538     ' '52511     ' '52525     ' '41836     '
 '52531     ' '41849     ' '41844     ']",2,[5208 5210],3,[15123 71153 71173],3,[11090 11210 11170],1,[88]
86,053740000000,Nordrhein-Westfalen,05,3,74,5.0,13,3.0,13,74.0,13,28.0,13,28.0,13,13,91884,6303.0,7068.0,275735,19637.0,21210.38,135675,9578.0,10436.54,13,"['51702     ' '51766     ' '51643*****' '42499     ' '51789     '
 '51709     ' '51597     ' '51588     ' '42477     ' '51580     '
 '51545     ' '51674     ' '51688     ']",2,[5212 5221],3,[77143 77193 74193],3,[15090 15210 15170],1,[98]
87,053780000000,Nordrhein-Westfalen,05,3,78,5.0,8,3.0,8,78.0,8,18.0,8,18.0,8,8,43732,5358.0,5466.5,286778,27845.5,35847.25,138748,13468.0,17343.5,8,"['51465*****' '51399     ' '51515     ' '42799     ' '51519     '
 '51491     ' '51503     ' '42929     ']",2,[5204 5230],3,[77203 77223 77233],2,[15010 15160],1,[99]
88,053820000000,Nordrhein-Westfalen,05,3,82,5.0,19,3.0,19,82.0,19,40.0,19,40.0,19,19,115320,6200.0,6069.47,610537,26025.0,32133.53,299122,12499.0,15743.26,19,"['53347     ' '53604     ' '53332     ' '53783     ' '53773     '
 '53639     ' '53797     ' '53340     ' '53804     ' '53819     '
 '53859     ' '53359     ' '53809     ' '53757     ' '53721     '
 '53913     ' '53840*****' '53343     ' '51570     ']",2,[5222 5220],5,[74113 74153 74183 74173 74193],4,[23010 23130 23090 23170],2,[97 96]
89,055120000000,Nordrhein-Westfalen,05,5,12,5.0,1,5.0,1,12.0,1,0.0,1,0.0,1,1,10061,10061.0,10061.0,118705,118705.0,118705.0,57841,57841.0,57841.0,1,['46236*****'],1,[5308],1,[45113],1,[45051],1,[24]
90,055130000000,Nordrhein-Westfalen,05,5,13,5.0,1,5.0,1,13.0,1,0.0,1,0.0,1,1,10494,10494.0,10494.0,265885,265885.0,265885.0,132249,132249.0,132249.0,1,['45879*****'],1,[5318],1,[45173],1,[45011],1,[22]
91,055150000000,Nordrhein-Westfalen,05,5,15,5.0,1,5.0,1,15.0,1,0.0,1,0.0,1,1,30328,30328.0,30328.0,322904,322904.0,322904.0,155052,155052.0,155052.0,1,['48143*****'],1,[5336],1,[47243],1,[67011],1,[28]
92,055540000000,Nordrhein-Westfalen,05,5,54,5.0,17,5.0,17,54.0,17,36.0,17,36.0,17,17,142096,7874.0,8358.59,381627,15488.0,22448.65,191175,7789.0,11245.59,17,"['48683     ' '46395*****' '46325     ' '48712     ' '48599     '
 '48619     ' '46359     ' '46419     ' '48739     ' '46348     '
 '48734     ' '46414     ' '48624     ' '48703     ' '46354     '
 '46342     ' '48691     ']",2,[5301 5307],4,[47113 47143 47153 47193],4,[27051 27091 27131 27211],2,[23 25]
93,055580000000,Nordrhein-Westfalen,05,5,58,5.0,11,5.0,11,58.0,11,24.0,11,24.0,11,11,111203,9449.0,10109.36,226160,16012.0,20560.0,111909,8023.0,10173.55,11,"['59387     ' '48727     ' '48653     ' '48249     ' '48329     '
 '59348     ' '59394     ' '48301     ' '59399     ' '48720     '
 '48308     ']",2,[5333 5312],3,[47233 47173 47183],3,[27251 27011 27171],1,[26]
94,055620000000,Nordrhein-Westfalen,05,5,62,5.0,10,5.0,10,62.0,10,19.4,10,19.4,10,10,76132,5889.0,7613.2,620646,68287.0,62064.6,302364,33380.0,30236.4,10,"['44575*****' '45711     ' '46284*****' '45964*****' '45721     '
 '45699*****' '45772*****' '45739     ' '45657*****' '45731     ']",2,[5340 5359],5,[44113 42143 45123 45193 45223],7,[75031 75051 75091 75191 75011 75131 75171],3,[20 21 24]
95,055660000000,Nordrhein-Westfalen,05,5,66,5.0,24,5.0,24,66.0,24,50.0,24,50.0,24,24,179576,6672.5,7482.33,459195,11437.0,19133.12,229105,5679.5,9546.04,24,"['48341     ' '48282     ' '48268     ' '48477     ' '48496     '
 '48612     ' '49477*****' '49549     ' '48366     ' '49525     '
 '49536     ' '49504     ' '48629     ' '49497     ' '48485     '
 '48356     ' '48607     ' '49509     ' '48431*****' '48369     '
 '48565     ' '49545     ' '49492     ' '48493     ']",2,[5311 5327],4,[47163 47263 47223 47273],6,[77051 77091 77111 77011 77131 77171],3,[26 27 23]
96,055700000000,Nordrhein-Westfalen,05,5,70,5.0,13,5.0,13,70.0,13,28.0,13,28.0,13,13,131942,10277.0,10149.38,283295,15865.0,21791.92,139992,7816.0,10768.62,13,"['59227*****' '59269     ' '48361     ' '48317     ' '59320     '
 '48351     ' '59302     ' '48346     ' '48336     ' '48324     '
 '48291     ' '59329     ' '48231     ']",2,[5304 5346],3,[47123 47133 47293],3,[67031 67051 67071],1,[29]
97,057110000000,Nordrhein-Westfalen,05,7,11,5.0,1,7.0,1,11.0,1,0.0,1,0.0,1,1,25883,25883.0,25883.0,338410,338410.0,338410.0,163288,163288.0,163288.0,1,['33602*****'],1,[5305],1,[41123],1,[17011],1,[31]
98,057540000000,Nordrhein-Westfalen,05,7,54,5.0,13,7.0,13,54.0,13,28.0,13,28.0,13,13,96921,7137.0,7455.46,372938,22242.0,28687.54,185910,11155.0,14300.77,13,"['33829     ' '33330*****' '33790     ' '33428     ' '33442     '
 '33449     ' '33378     ' '33397     ' '33758     ' '33803     '
 '33415     ' '33775     ' '33824     ']",3,[5351 5347 5349],4,[41153 41143 41243 41123],1,[17051],3,[30 35 31]
99,057580000000,Nordrhein-Westfalen,05,7,58,5.0,9,7.0,9,58.0,9,20.0,9,20.0,9,9,45040,4124.0,5004.44,253136,19896.0,28126.22,124699,9903.0,13855.44,9,"['32257     ' '32130     ' '32052*****' '32120     ' '32278     '
 '32584     ' '32289     ' '32139     ' '32602     ']",2,[5310 5324],3,[41133 41163 41113],3,[53091 53011 53051],1,[32]
100,057620000000,Nordrhein-Westfalen,05,7,62,5.0,10,7.0,10,62.0,10,22.0,10,22.0,10,10,120142,12185.5,12014.2,141883,12960.0,14188.3,70769,6385.0,7076.9,10,"['33014     ' '37688     ' '34434     ' '33034     ' '37671     '
 '37696     ' '33039     ' '32839     ' '34414     ' '34439     ']",2,[5326 5345],3,[48123 48173 48243],2,[73091 73131],1,[35]
101,057660000000,Nordrhein-Westfalen,05,7,66,5.0,16,7.0,16,66.0,16,34.0,16,34.0,16,16,124619,8234.0,7788.69,349781,14404.0,21861.31,171603,7185.0,10725.19,16,"['32832     ' '32105*****' '32683     ' '32825     ' '32756*****'
 '32694     ' '32699     ' '32805     ' '32689     ' '32791     '
 '32657     ' '33818     ' '32676     ' '33813     ' '32816     '
 '33189     ']",2,[5313 5329],3,[43143 43183 43133],4,[31011 31031 31051 31171],2,[35 34]
102,057700000000,Nordrhein-Westfalen,05,7,70,5.0,11,7.0,11,70.0,11,24.0,11,24.0,11,11,115242,10112.0,10476.55,316196,25226.0,28745.09,156384,12336.0,14216.73,11,"['32545*****' '32339     ' '32479     ' '32609     ' '32312     '
 '32423*****' '32469     ' '32457     ' '32361     ' '32369     '
 '32351     ']",2,[5335 5331],4,[41113 41213 41183 41173],3,[53051 53131 53171],2,[32 33]
103,057740000000,Nordrhein-Westfalen,05,7,74,5.0,10,7.0,10,74.0,10,22.0,10,22.0,10,10,124678,13354.0,12467.8,315400,16794.0,31540.0,158181,8316.5,15818.1,10,"['33184     ' '33175     ' '33178     ' '33142     ' '33129     '
 '33161     ' '33165     ' '33104*****' '33154     ' '33181     ']",1,[5339],2,[48193 48143],1,[73011],1,[36]
104,059110000000,Nordrhein-Westfalen,05,9,11,5.0,1,9.0,1,11.0,1,0.0,1,0.0,1,1,14566,14566.0,14566.0,366385,366385.0,366385.0,178896,178896.0,178896.0,1,['44787*****'],1,[5306],1,[42113],1,[21011],1,[39140]
105,059130000000,Nordrhein-Westfalen,05,9,13,5.0,1,9.0,1,13.0,1,0.0,1,0.0,1,1,28071,28071.0,28071.0,595471,595471.0,595471.0,292178,292178.0,292178.0,1,['44135*****'],1,[5314],1,[44123],1,[33011],1,[41142]
106,059140000000,Nordrhein-Westfalen,05,9,14,5.0,1,9.0,1,14.0,1,0.0,1,0.0,1,1,16045,16045.0,16045.0,190490,190490.0,190490.0,93469,93469.0,93469.0,1,['58095*****'],1,[5321],1,[46123],1,[47011],1,[37]
107,059150000000,Nordrhein-Westfalen,05,9,15,5.0,1,9.0,1,15.0,1,0.0,1,0.0,1,1,22643,22643.0,22643.0,180761,180761.0,180761.0,89286,89286.0,89286.0,1,['59065*****'],1,[5322],1,[44143],1,[51011],1,[44]
108,059160000000,Nordrhein-Westfalen,05,9,16,5.0,1,9.0,1,16.0,1,0.0,1,0.0,1,1,5142,5142.0,5142.0,157896,157896.0,157896.0,77401,77401.0,77401.0,1,['44623*****'],1,[5325],1,[42133],1,[21051],1,[40]
109,059540000000,Nordrhein-Westfalen,05,9,54,5.0,9,9.0,9,54.0,9,20.0,9,20.0,9,9,40965,4794.0,4551.67,324946,28711.0,36105.11,157868,13832.0,17540.89,9,"['58339     ' '58256     ' '58285     ' '45525*****' '58313     '
 '58332     ' '45549     ' '58300     ' '58452*****']",3,[5341 5323 5348],4,[46183 45213 46213 42173],2,[47131 47211],2,[37 38]
110,059580000000,Nordrhein-Westfalen,05,9,58,5.0,12,9.0,12,58.0,12,26.0,12,26.0,12,12,196016,16508.5,16334.67,261774,17092.5,21814.5,130847,8659.5,10903.92,12,"['59759*****' '59909     ' '59929     ' '59889     ' '59969     '
 '34431     ' '59964     ' '59872     ' '59939     ' '57392     '
 '59846     ' '59955     ']",3,[5303 5334 5309],6,[40113 40193 40143 40173 40163 40253],6,[83331 83271 83291 83311 83351 83371],1,[46]
