,ARS,BL_name,ADE2,ADE3,ADE4,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
170,073320000000,Rheinland-Pfalz,07,3,32,7.0,48,3.0,48,32.0,48,4693.29,48,25.4,48,48,59461,660.5,1238.77,134711,1509.5,2806.48,65982,742.0,1374.62,35,"['67317*****' '67098*****' '67271*****' '67281*****' '67273*****'
 '67278*****' '67316*****' '67146*****' '67246*****' '67280*****'
 '67158*****' '67471*****' '67167*****' '67472*****' '67147*****'
 '67468*****' '67251*****' '67159*****' '67229*****' '67161*****'
 '67269     ' '67454     ' '67310*****' '67169*****' '67466     '
 '67473*****' '67149*****' '67150*****' '67283*****' '67152*****'
 '67311*****' '67157*****' '67319*****' '67475*****' '67256*****']",2,[2727 2731],3,[31035 31015 31055],2,[43272 43252],1,[7]
171,073330000000,Rheinland-Pfalz,07,3,33,7.0,81,3.0,81,33.0,81,5005.42,81,65.01,81,81,64542,611.0,796.81,76088,497.0,939.36,37700,246.0,465.43,29,"['67308*****' '67821*****' '67808*****' '67294*****' '67806     '
 '67725*****' '67295*****' '67814*****' '67811*****' '67816*****'
 '67304*****' '67822*****' '67724*****' '67813*****' '67307     '
 '67817*****' '67304     ' '67292*****' '67819*****' '67727*****'
 '67297*****' '67728*****' '67823*****' '67305*****' '67729*****'
 '67681*****' '67744*****' '67759*****' '67722     ']",2,[2744 2719],1,[32055],2,[15052 15212],1,[8]
172,073340000000,Rheinland-Pfalz,07,3,34,7.0,31,3.0,31,34.0,31,4697.23,31,33.71,31,31,46332,885.0,1494.58,131492,2175.0,4241.68,65426,1095.0,2110.52,25,"['76756*****' '76768*****' '76872*****' '67361*****' '76726     '
 '76767     ' '76770*****' '76771*****' '76751     ' '76870     '
 '76879*****' '76773*****' '76774*****' '67360     ' '67363*****'
 '76776*****' '76777*****' '76764*****' '76761     ' '76779*****'
 '67365*****' '76744*****' '67366*****' '67368*****' '67378*****']",2,[2741 2724],2,[33025 33035],2,[43172 43212],1,[10]
173,073350000000,Rheinland-Pfalz,07,3,35,7.0,50,3.0,50,35.0,50,5007.7,50,52.5,50,50,63997,933.0,1279.94,108540,1222.0,2170.8,53383,607.0,1067.66,30,"['66851*****' '66892     ' '67677     ' '67685     ' '67693*****'
 '67737*****' '67468*****' '66894*****' '67699*****' '67732*****'
 '67691*****' '66882*****' '67734*****' '66862*****' '66879*****'
 '67706*****' '66849     ' '67686*****' '67735*****' '67678*****'
 '67680*****' '67700*****' '67731*****' '67697     ' '66877*****'
 '67688*****' '67701*****' '67705*****' '67707*****' '67681*****']",2,[2723 2719],2,[34015 32015],2,[15132 15012],2,[9 8]
174,073360000000,Rheinland-Pfalz,07,3,36,7.0,98,3.0,98,36.0,98,5008.93,98,58.59,98,98,57359,500.5,585.3,71140,462.5,725.92,35582,235.0,363.08,24,"['67742     ' '66871*****' '66885*****' '66903*****' '67753*****'
 '66869     ' '66904*****' '66887*****' '66916*****' '67744*****'
 '67754*****' '66907*****' '67745*****' '66909*****' '67756*****'
 '67757*****' '67746*****' '67749*****' '66879*****' '67759*****'
 '67752*****' '67748*****' '66901     ' '66914*****']",1,[2723],2,[32035 34015],1,[15092],1,[8]
175,073370000000,Rheinland-Pfalz,07,3,37,7.0,75,3.0,75,37.0,75,5003.13,75,49.68,75,75,63995,637.0,853.27,112894,877.0,1505.25,55603,424.0,741.37,19,"['76857*****' '67482*****' '76887     ' '76889*****' '76831*****'
 '76833*****' '76879*****' '76835*****' '67480     ' '67483*****'
 '67377*****' '76872*****' '76863     ' '76865*****' '67489*****'
 '76829     ' '67487     ' '76877     ' '76855*****']",1,[2724],1,[33045],1,[43012],1,[10]
176,073380000000,Rheinland-Pfalz,07,3,38,7.0,25,3.0,25,38.0,25,4007.24,25,13.08,25,25,30501,971.0,1220.04,156346,5943.0,6253.84,76962,2991.0,3078.48,22,"['67122*****' '67259*****' '67134*****' '67240     ' '67459     '
 '67125     ' '67373     ' '67136*****' '67374*****' '67376*****'
 '67258*****' '67126*****' '67245*****' '67117     ' '67133     '
 '67112     ' '67141*****' '67166*****' '67127*****' '67354*****'
 '67105     ' '67165     ']",2,[2741 2727],3,[31045 31025 31065],3,[23012 23052 23132],2,[6 7]
177,073390000000,Rheinland-Pfalz,07,3,39,7.0,64,3.0,64,39.0,64,4771.19,64,39.33,64,64,60534,679.0,945.84,215286,1504.0,3363.84,106201,758.0,1659.39,26,"['55437*****' '55459*****' '55422*****' '55576     ' '55411     '
 '55294     ' '55270*****' '55257     ' '55278*****' '55276     '
 '55435     ' '55296*****' '55457*****' '67583*****' '67586*****'
 '55218*****' '55413*****' '55424*****' '55299*****' '55268     '
 '55283*****' '55578*****' '55271*****' '55425*****' '67587*****'
 '67585*****']",3,[2708 2706 2744],2,[23025 23045],2,[27092 27012],2,[4 5]
178,073400000000,Rheinland-Pfalz,07,3,40,7.0,84,3.0,84,40.0,84,5005.35,84,101.75,84,84,95361,750.0,1135.25,94912,762.0,1129.9,46791,376.5,557.04,30,"['76891*****' '66978*****' '66994     ' '76848*****' '66957*****'
 '66996*****' '67715*****' '76846     ' '67716*****' '66919*****'
 '66999*****' '66989*****' '66851*****' '66969*****' '66981*****'
 '66976     ' '67718*****' '66987     ' '67714     ' '66484*****'
 '66894*****' '66917*****' '66504*****' '66497*****' '66503*****'
 '66501*****' '66500*****' '66506*****' '66507*****' '66509*****']",1,[2735],2,[34025 34035],3,[15232 15272 15292],1,[9]
179,081110000000,Baden-Württemberg,08,1,11,8.0,1,1.0,1,11.0,1,0.0,1,0.0,1,1,20733,20733.0,20733.0,633484,633484.0,633484.0,316030,316030.0,316030.0,1,['70173*****'],1,[2893],1,[26106],1,[77012],1,[58259]
180,081150000000,Baden-Württemberg,08,1,15,8.0,26,1.0,26,15.0,26,3094.0,26,30.19,26,26,61778,1959.5,2376.08,401318,9414.0,15435.31,199347,4684.5,7667.19,26,"['71134     ' '71155     ' '71032*****' '71149     ' '75392     '
 '71139     ' '71116     ' '71126     ' '71083     ' '71157     '
 '71088     ' '71229     ' '71106*****' '71159     ' '71154     '
 '71272     ' '71277     ' '71101     ' '71063*****' '71144     '
 '71111     ' '71263     ' '71093*****' '71287     ' '71131     '
 '71120     ']",3,[2856 2870 2897],2,[26026 26056],3,[77052 77132 77172],3,[60 62 65]
181,081160000000,Baden-Württemberg,08,1,16,8.0,44,1.0,44,16.0,44,3993.59,44,42.02,44,44,64127,1084.5,1457.43,542582,6404.0,12331.41,270978,3183.0,6158.59,44,"['73776     ' '72655     ' '72657     ' '73666     ' '72658     '
 '72660     ' '73266     ' '73779     ' '73770     ' '73265     '
 '73268     ' '73728*****' '72636     ' '72663     ' '73269     '
 '73271     ' '73230     ' '73257     ' '72664     ' '73669     '
 '72666     ' '72654     ' '73272     ' '72639     ' '73765     '
 '73274     ' '72622     ' '72644     ' '73275     ' '73277     '
 '73207     ' '73262     ' '72667     ' '72669     ' '73235     '
 '73240     ' '73249     ' '72649     ' '73773     ' '70794*****'
 '70771*****' '73252*****' '73760     ' '72631     ']",4,[2859 2874 2869 2897],3,[26036 26076 26046],4,[21052 21172 21132 21152],2,[61 62]
182,081170000000,Baden-Württemberg,08,1,17,8.0,38,1.0,38,17.0,38,4874.84,38,27.76,38,38,64232,1096.0,1690.32,263706,3901.5,6939.63,131147,1926.5,3451.24,38,"['73099     ' '73101     ' '73095     ' '73342*****' '73337     '
 '73102*****' '89558*****' '73104     ' '73087     ' '73326*****'
 '73072     ' '73345*****' '73105     ' '73061     ' '73054     '
 '73107*****' '73108     ' '73312     ' '73333     ' '73033*****'
 '73344*****' '73110     ' '73092*****' '73345     ' '73329     '
 '73347*****' '73113*****' '73098     ' '73084*****' '73114     '
 '73278     ' '73079*****' '73066     ' '73116*****' '73117     '
 '73349     ' '73119*****' '73111     ']",2,[2863 2862],2,[28036 28026],2,[21012 21092],1,[63]
183,081180000000,Baden-Württemberg,08,1,18,8.0,39,1.0,39,18.0,39,3478.31,39,44.15,39,39,68677,1234.0,1760.95,553689,8447.0,14197.15,274297,4154.0,7033.26,38,"['71563*****' '71679     ' '71726     ' '74354     ' '74357     '
 '71254     ' '71735     ' '71729     ' '74391     ' '74392     '
 '74376     ' '70839     ' '71723     ' '71282     ' '74394     '
 '74366     ' '70806     ' '74369     ' '71638*****' '71672*****'
 '71706     ' '71696     ' '74395     ' '71711     ' '71739     '
 '71720     ' '74385     ' '71701*****' '74372     ' '71732     '
 '71665     ' '74399     ' '74343     ' '74379     ' '71691     '
 '74321     ' '70825     ' '71686*****']",3,[2871 2855 2870],4,[23056 26066 23016 23096],2,[41012 41092],2,[66 65]
184,081190000000,Baden-Württemberg,08,1,19,8.0,31,1.0,31,19.0,31,3408.65,31,54.1,31,31,85809,2612.0,2768.03,434369,9274.0,14011.9,214846,4656.0,6930.52,31,"['73553*****' '71573     ' '71566     ' '71549     ' '71522*****'
 '71576     ' '70734*****' '71577*****' '73667*****' '71737     '
 '71404     ' '71397     ' '71540     ' '71570*****' '73655*****'
 '73635     ' '73614     ' '71409     ' '71579     ' '71560     '
 '73660*****' '71332*****' '71554     ' '73642*****' '71364     '
 '73650     ' '71546*****' '73663     ' '73630     ' '71384     '
 '71394     ']",3,[2882 2851 2890],3,[26086 26016 26116],3,[71092 71052 71012],2,[64 69]
185,081210000000,Baden-Württemberg,08,1,21,8.0,1,1.0,1,21.0,1,0.0,1,0.0,1,1,9989,9989.0,9989.0,130093,130093.0,130093.0,65794,65794.0,65794.0,1,['74072*****'],1,[2865],1,[23036],1,[27012],1,[67]
186,081250000000,Baden-Württemberg,08,1,25,8.0,46,1.0,46,25.0,46,4469.46,46,59.11,46,46,109994,2184.0,2391.17,355359,5868.0,7725.2,178340,2981.0,3876.96,46,"['74232     ' '74177     ' '74906     ' '74206     ' '71717*****'
 '74336*****' '74389     ' '74246     ' '74248     ' '75031     '
 '74235     ' '74223     ' '75050     ' '74363     ' '74831     '
 '74360     ' '74930     ' '74249     ' '74912     ' '74348     '
 '74251     ' '74211     ' '74245     ' '74252     ' '74219     '
 '74172     ' '74382*****' '74861     ' '74196     ' '74226     '
 '74229*****' '74254     ' '74397     ' '74255     ' '74193     '
 '74936     ' '74388     ' '74257     ' '74199     ' '74189     '
 '74259     ' '71543*****' '74374     ' '74182     ' '74239*****'
 '74243     ']",1,[2865],2,[23036 23026],1,[27012],2,[66 67]
187,081260000000,Baden-Württemberg,08,1,26,8.0,16,1.0,16,26.0,16,4382.81,16,55.12,16,16,77675,4717.0,4854.69,115796,5395.5,7237.25,58433,2731.0,3652.06,15,"['74626     ' '74677     ' '74670*****' '74653     ' '74238     '
 '74635     ' '74673     ' '74632     ' '74676     ' '74613*****'
 '74629     ' '74214     ' '74638*****' '74679     ' '74639     ']",1,[2876],2,[23076 23046],1,[74172],1,[68]
188,081270000000,Baden-Württemberg,08,1,27,8.0,30,1.0,30,27.0,30,4509.3,30,60.43,30,30,148407,4245.0,4946.9,204721,4543.5,6824.03,102944,2307.5,3431.47,30,"['74572     ' '74542*****' '74424     ' '74426     ' '74564*****'
 '74427*****' '74405     ' '74582*****' '74532     ' '74592     '
 '74595     ' '74535*****' '74544*****' '74545     ' '74420     '
 '74423     ' '74585     ' '74589*****' '74575     ' '74523     '
 '74429     ' '74547     ' '74541     ' '74599     ' '74549*****'
 '74538     ' '74594     ' '74579     ' '74586     ' '74597*****']",2,[2857 2884],3,[21066 23086 21036],2,[74092 74012],1,[68]
189,081280000000,Baden-Württemberg,08,1,28,8.0,18,1.0,18,28.0,18,3090.56,18,75.39,18,18,130412,6525.0,7245.11,135371,4743.5,7520.61,67702,2441.5,3761.22,18,"['97959     ' '97980     ' '97944     ' '97993*****' '97896     '
 '97950     ' '97947     ' '97999*****' '97953     ' '97900     '
 '97996*****' '97941     ' '97990     ' '97956     ' '97877     '
 '97957     ' '74744     ' '97922     ']",2,[2880 2852],3,[21026 17066 17076],3,[74272 74192 74252],1,[76]
190,081350000000,Baden-Württemberg,08,1,35,8.0,11,1.0,11,35.0,11,2737.64,11,22.0,11,11,62712,4544.0,5701.09,135470,7051.0,12315.45,67654,3499.0,6150.36,11,"['89561*****' '89547     ' '89537*****' '89522*****' '89542*****'
 '89568*****' '89551     ' '89564     ' '89168     ' '89567     '
 '89555*****']",1,[2864],1,[21056],1,[11132],1,[70]
191,081360000000,Baden-Württemberg,08,1,36,8.0,42,1.0,42,36.0,42,4413.05,42,44.64,42,42,151139,2197.5,3598.55,320436,3321.5,7629.43,159632,1668.5,3800.76,42,"['73453     ' '73486*****' '73566     ' '73560     ' '73441     '
 '73568*****' '73488     ' '73479     ' '73569     ' '73457*****'
 '73571*****' '74417     ' '73540     ' '73572     ' '73460*****'
 '73574     ' '73489*****' '73467*****' '73466     ' '73575     '
 '73547     ' '73563     ' '73557     ' '73450*****' '73491*****'
 '73569*****' '73447     ' '73494     ' '73577     ' '73579     '
 '73525*****' '73565*****' '73495     ' '73527     ' '73497*****'
 '73485     ' '73550*****' '73463     ' '73499     ' '73469     '
 '73430*****' '73492     ']",2,[2850 2883],4,[21016 21046 21086 21076],4,[11012 11172 11052 11092],2,[69 70]
192,082110000000,Baden-Württemberg,08,2,11,8.0,1,2.0,1,11.0,1,0.0,1,0.0,1,1,14019,14019.0,14019.0,57420,57420.0,57420.0,27501,27501.0,27501.0,1,['76530*****'],1,[2833],1,[11026],1,[31192],1,[73]
193,082120000000,Baden-Württemberg,08,2,12,8.0,1,2.0,1,12.0,1,0.0,1,0.0,1,1,17342,17342.0,17342.0,309964,309964.0,309964.0,158520,158520.0,158520.0,1,['76133*****'],1,[2835],1,[14046],1,[31012],1,[71]
194,082150000000,Baden-Württemberg,08,2,15,8.0,32,2.0,32,15.0,32,2544.78,32,73.81,32,32,108497,3097.0,3390.53,456392,12993.5,14262.25,227301,6481.0,7103.16,32,"['75015     ' '76646     ' '76275*****' '76694     ' '75053     '
 '76707     ' '76709     ' '75057     ' '76316     ' '76359     '
 '75038     ' '76684     ' '76661     ' '75056*****' '76698     '
 '75045     ' '76356     ' '75059     ' '76307*****' '76703     '
 '76676     ' '76669     ' '76327     ' '76344     ' '76689     '
 '76351     ' '68753     ' '68794     ' '76287     ' '76297     '
 '76337     ' '76706     ']",3,[2830 2831 2834],6,[14016 14026 14036 14076 14056 14046],5,[31052 31092 31132 31172 31012],2,[72 78]
195,082160000000,Baden-Württemberg,08,2,16,8.0,23,2.0,23,16.0,23,4352.91,23,26.04,23,23,73844,1808.0,3210.61,235542,6212.0,10240.96,117254,3059.0,5098.0,23,"['76474     ' '76467     ' '76476     ' '77815     ' '77830     '
 '76448     ' '76477     ' '76596     ' '76571     ' '76593     '
 '76549     ' '76473     ' '76456     ' '77839     ' '76597*****'
 '76461     ' '76470     ' '77833     ' '76437     ' '76547     '
 '76479     ' '76599     ' '77836     ']",2,[2839 2836],3,[11056 11036 11046],3,[31252 31232 31212],1,[73]
196,082210000000,Baden-Württemberg,08,2,21,8.0,1,2.0,1,21.0,1,0.0,1,0.0,1,1,10883,10883.0,10883.0,162960,162960.0,162960.0,77929,77929.0,77929.0,1,['69117*****'],1,[2832],1,[13026],1,[24012],1,[74]
197,082220000000,Baden-Württemberg,08,2,22,8.0,1,2.0,1,22.0,1,0.0,1,0.0,1,1,14497,14497.0,14497.0,316877,316877.0,316877.0,158281,158281.0,158281.0,1,['68159*****'],1,[2837],1,[16016],1,[44012],1,[75]
198,082250000000,Baden-Württemberg,08,2,25,8.0,27,2.0,27,25.0,27,4636.93,27,62.93,27,27,112595,3696.0,4170.19,146070,4602.0,5410.0,73401,2293.0,2718.56,27,"['74740     ' '74858     ' '74842     ' '74862     ' '74722     '
 '74864     ' '74736     ' '74855     ' '74746     ' '74928     '
 '74838*****' '74821     ' '69427     ' '69437     ' '74865     '
 '74867     ' '74847     ' '74706     ' '74749     ' '74743     '
 '74731*****' '69439     ' '74747     ' '74850     ' '74869     '
 '74834     ' '69429     ']",2,[2840 2846],3,[17016 17056 17036],2,[74292 74232],1,[76]
199,082260000000,Baden-Württemberg,08,2,26,8.0,54,2.0,54,26.0,54,3265.74,54,58.44,54,54,106154,1463.0,1965.81,556645,8779.5,10308.24,273291,4359.5,5060.94,52,"['68804     ' '69245     ' '68782     ' '69234     ' '69221     '
 '69412*****' '74925     ' '69214     ' '74927     ' '69251     '
 '69434     ' '68542     ' '69253     ' '69502     ' '68766     '
 '68549     ' '68775     ' '68526     ' '69514     ' '69181     '
 '69254     ' '69256     ' '74909     ' '69242     ' '74924     '
 '69151     ' '74933     ' '68809     ' '69226     ' '68723     '
 '69231     ' '74934     ' '68799     ' '69207     ' '69250     '
 '69436     ' '69198     ' '74889     ' '74937     ' '74915     '
 '69190     ' '69469     ' '69257     ' '69168     ' '69259     '
 '74939     ' '74918     ' '68789     ' '74931     ' '68535     '
 '74921     ' '69493     ']",6,[2843 2832 2844 2840 2847 2837],5,[16026 13026 13056 13046 16036],6,[24192 24012 24172 24052 24132 24212],3,[78 77 74]
200,082310000000,Baden-Württemberg,08,2,31,8.0,1,2.0,1,31.0,1,0.0,1,0.0,1,1,9799,9799.0,9799.0,128992,128992.0,128992.0,63717,63717.0,63717.0,1,['75175*****'],1,[2841],1,[14066],1,[47192],1,[79]
201,082350000000,Baden-Württemberg,08,2,35,8.0,25,2.0,25,35.0,25,4609.96,25,45.96,25,25,79732,2517.0,3189.28,163838,3766.0,6553.52,82079,1864.0,3283.16,25,"['72213     ' '75382     ' '75378     ' '75335     ' '72224     '
 '72227     ' '75337     ' '75391     ' '72221     ' '76332     '
 '75339     ' '72202     ' '75387*****' '75389*****' '75394     '
 '75395     ' '72229     ' '75328     ' '72226     ' '75397     '
 '75399     ' '75323     ' '72218     ' '75385     ' '75365     ']",2,[2845 2849],2,[27036 27016],3,[47012 47052 47172],1,[80]
202,082360000000,Baden-Württemberg,08,2,36,8.0,28,2.0,28,36.0,28,3586.5,28,47.43,28,28,57361,1818.0,2048.61,203409,6282.5,7264.61,100923,3097.5,3604.39,28,"['75217     ' '75239     ' '75331     ' '71292     ' '71296     '
 '75428     ' '75228     ' '75249     ' '75438     ' '75433     '
 '71297     ' '75417     ' '75305     ' '75242     ' '75223     '
 '75443     ' '75447     ' '75233     ' '75446     ' '71299     '
 '75449     ' '75210     ' '75196     ' '75334     ' '75245*****'
 '75236     ' '75248     ' '75203     ']",3,[2849 2841 2848],2,[14066 14096],2,[47192 47072],1,[79]
203,082370000000,Baden-Württemberg,08,2,37,8.0,16,2.0,16,37.0,16,4067.81,16,41.25,16,16,87041,3875.5,5440.06,121584,6138.5,7599.0,60843,3136.0,3802.69,16,"['72275     ' '72270     ' '72280     ' '72186     ' '72184*****'
 '72250     ' '72293     ' '72294*****' '72160     ' '72290     '
 '72285     ' '72296     ' '72299     ' '72297     ' '72178     '
 '77776     ']",1,[2842],2,[25016 25026],2,[47092 47132],1,[80]
204,083110000000,Baden-Württemberg,08,3,11,8.0,1,3.0,1,11.0,1,0.0,1,0.0,1,1,15304,15304.0,15304.0,237244,237244.0,237244.0,112660,112660.0,112660.0,1,['79098*****'],1,[2806],1,[12046],1,[17012],1,[81]
205,083150000000,Baden-Württemberg,08,3,15,8.0,50,3.0,50,15.0,50,4713.8,50,62.92,50,50,137833,2287.0,2756.66,272194,3519.5,5443.88,134317,1758.0,2686.34,49,"['79280     ' '79424     ' '79189     ' '79410     ' '79282     '
 '79268     ' '79283     ' '79206     ' '79874     ' '79256     '
 '79426     ' '79285     ' '79356     ' '79871     ' '79427     '
 '79868     ' '79877     ' '79286     ' '79288     ' '79194     '
 '79258     ' '79423     ' '79856     ' '79289     ' '79241     '
 '79199     ' '79853     ' '79843     ' '79291     ' '79249     '
 '79379     ' '79395     ' '79254     ' '79292     ' '79274     '
 '79271     ' '79227     ' '79859     ' '79294     ' '79219     '
 '79252     ' '79295     ' '79822     ' '79224     ' '79299     '
 '79244     ' '79238     ' '79232     ' '79235     ']",3,[2807 2812 2813],5,[12046 12076 12096 12016 12086],3,[17012 17072 17092],3,[81 82 88]
206,083160000000,Baden-Württemberg,08,3,16,8.0,24,3.0,24,16.0,24,5003.67,24,30.54,24,24,67981,2197.5,2832.54,172392,4209.5,7183.0,85393,2119.0,3558.04,23,"['79353     ' '79215     ' '79211     ' '79312     ' '79346     '
 '79362     ' '79261     ' '79336     ' '79341     ' '79364     '
 '79276     ' '79359     ' '79361     ' '79350     ' '79263     '
 '79331*****' '79279     ' '79367     ' '79369     ' '79365     '
 '79348     ' '79297     ' '79183     ']",1,[2805],3,[12056 12106 12026],1,[17052],1,[83]
207,083170000000,Baden-Württemberg,08,3,17,8.0,52,3.0,52,17.0,52,4439.73,52,97.88,52,52,186030,3148.0,3577.5,444390,5035.0,8545.96,222006,2516.5,4269.35,49,"['77855     ' '77767     ' '77740*****' '77791     ' '77781     '
 '77770     ' '77955     ' '77716     ' '77948     ' '77723     '
 '77793     ' '77756     ' '77749     ' '78132     ' '77876     '
 '77694     ' '77971     ' '77933     ' '77794     ' '77886     '
 '77972     ' '77974     ' '77796     ' '77787     ' '77784     '
 '77704     ' '77709     ' '77652*****' '77797     ' '77728     '
 '77799     ' '77883     ' '77871     ' '77975     ' '77977     '
 '77880     ' '77887     ' '77978     ' '77746     ' '77889     '
 '77960     ' '77790     ' '77731     ' '77736     ' '77963     '
 '77743     ' '77966     ' '77866     ' '          ']",6,[2801 2808 2814 2823 2810    0],9,[11016 18056 18046 18016 12036 18066 18036 18026     0],7,[51032 51012 51172 51052 51132 51092     2],3,[84 83 86]
208,083250000000,Baden-Württemberg,08,3,25,8.0,21,3.0,21,25.0,21,4766.14,21,42.57,21,21,76943,3215.0,3663.95,142963,4281.0,6807.76,71683,2123.0,3413.48,21,"['78733     ' '78662     ' '78661     ' '72175     ' '78655*****'
 '78736     ' '78739     ' '78730     ' '78727     ' '78628*****'
 '77773*****' '77761*****' '78713*****' '72172*****' '78667     '
 '72189     ' '78669     ' '78658*****' '78737     ' '78664     '
 '78652     ']",2,[2815 2819],2,[25036 25046],1,[87112],1,[85]
209,083260000000,Baden-Württemberg,08,3,26,8.0,20,3.0,20,26.0,20,3760.15,20,38.65,20,20,102534,3845.5,5126.7,218780,5645.5,10939.0,108393,2764.0,5419.65,20,"['78073     ' '78176     ' '78199     ' '78083     ' '78166     '
 '78120     ' '78148     ' '78183     ' '78126     ' '78087*****'
 '78078*****' '78112     ' '78141     ' '78136     ' '78098     '
 '78609     ' '78089     ' '78147     ' '78050*****' '78086     ']",2,[2822 2804],2,[15116 15016],2,[87012 87052],1,[86]
210,083270000000,Baden-Württemberg,08,3,27,8.0,35,3.0,35,27.0,35,5003.4,35,27.57,35,35,73437,1459.0,2098.2,146124,1922.0,4174.97,73697,993.0,2105.63,34,"['78554     ' '78580     ' '78582     ' '78583     ' '78585     '
 '88637*****' '78586     ' '78588*****' '78589     ' '78591     '
 '78592*****' '78567     ' '78665*****' '78187     ' '78559     '
 '78594     ' '78595     ' '78194     ' '78597     ' '78598     '
 '78600     ' '78601     ' '78570     ' '78579     ' '78564     '
 '78603     ' '78549     ' '78607     ' '78647     ' '78532     '
 '78573     ' '78606     ' '78604     ' '78576     ']",2,[2821 2804],2,[25056 25066],1,[87072],1,[85]
211,083350000000,Baden-Württemberg,08,3,35,8.0,25,3.0,25,35.0,25,4410.56,25,56.08,25,25,81797,2653.0,3271.88,294176,4868.0,11767.04,143061,2336.0,5722.44,25,"['78267     ' '78476     ' '78266     ' '78253     ' '78234     '
 '78343     ' '78262     ' '78244     ' '78247     ' '78462*****'
 '78345     ' '78357     ' '78337     ' '78315     ' '78479     '
 '78224     ' '78256     ' '78333     ' '78250     ' '78269     '
 '78355     ' '78259     ' '78351     ' '78359     ' '78239     ']",2,[2818 2809],4,[15076 15036 15086 15066],2,[34092 34012],1,[87]
212,083360000000,Baden-Württemberg,08,3,36,8.0,35,3.0,35,36.0,35,4161.77,35,64.23,35,35,80667,1472.0,2304.77,234909,2491.0,6711.69,115560,1221.0,3301.71,29,"['79677     ' '79415     ' '79589     ' '79588     ' '79591     '
 '79592     ' '79686     ' '79688     ' '79594     ' '79400     '
 '79539*****' '79689     ' '79618     ' '79595     ' '79597     '
 '79418     ' '79650     ' '79739     ' '79585     ' '79674     '
 '79694     ' '79576     ' '79695     ' '79599     ' '79669     '
 '79429     ' '79639     ' '79685     ' '79692     ']",2,[2811 2812],3,[19046 12066 19056],1,[37012],1,[82]
213,083370000000,Baden-Württemberg,08,3,37,8.0,32,3.0,32,37.0,32,4078.69,32,73.22,32,32,113117,3003.5,3534.91,174391,4074.5,5449.72,86340,2038.5,2698.12,31,"['79774     ' '79872     ' '79848     ' '79875*****' '79802     '
 '79804     ' '79733     ' '79865     ' '79837     ' '79737     '
 '79862     ' '79801     ' '79798     ' '79771     ' '79787     '
 '79725     ' '79807     ' '79730     ' '79736     ' '79713     '
 '79837*****' '79780     ' '79682     ' '79664     ' '79809     '
 '79793     ' '79805     ' '79790     ' '79761     ' '79879     '
 '79777     ']",2,[2816 2820],3,[19066 19036 19026],1,[37132],1,[88]
214,084150000000,Baden-Württemberg,08,4,15,8.0,27,4.0,27,15.0,27,3541.33,27,94.74,27,27,109247,3455.0,4046.19,293624,5261.0,10874.96,145856,2650.0,5402.07,26,"['72581     ' '72800*****' '72532     ' '72582     ' '72661     '
 '72534     ' '72584     ' '72537     ' '72555     ' '72525     '
 '72539     ' '72793     ' '72124     ' '72764*****' '72585     '
 '72818     ' '72574     ' '72827     ' '88529     ' '72141     '
 '72587     ' '72829     ' '72531     ' '72820     ' '72805     '
 '72813     ']",3,[2889 2878    0],4,[27086 27056 27026     0],4,[64212 64012 64092     2],1,[89]
215,084160000000,Baden-Württemberg,08,4,16,8.0,15,4.0,15,16.0,15,3344.27,15,27.33,15,15,51913,1587.0,3460.87,234649,5948.0,15643.27,113822,2972.0,7588.13,15,"['72411     ' '72135     ' '72144     ' '72810     ' '72145     '
 '72138     ' '72127*****' '72116     ' '72147     ' '72131     '
 '72108     ' '72070*****' '72119*****' '72149     ' '72181     ']",1,[2886],2,[27076 27066],1,[64172],1,[90]
216,084170000000,Baden-Württemberg,08,4,17,8.0,25,4.0,25,17.0,25,4407.72,25,38.4,25,25,91756,2166.0,3670.24,193712,3767.0,7748.48,96210,1838.0,3848.4,25,"['72336     ' '72406*****' '72475     ' '72393     ' '72356     '
 '72358     ' '72359     ' '72351     ' '72415     ' '72401     '
 '72361     ' '72379     ' '72417     ' '72469     ' '72362     '
 '72364     ' '72414     ' '72365     ' '72348     ' '72355     '
 '72479*****' '72367     ' '72474     ' '72369     ' '72458*****']",1,[2853],3,[22016 22046 22026],3,[14012 14092 14052],2,[95 90]
217,084210000000,Baden-Württemberg,08,4,21,8.0,1,4.0,1,21.0,1,0.0,1,0.0,1,1,11868,11868.0,11868.0,129942,129942.0,129942.0,64384,64384.0,64384.0,1,['89073*****'],1,[2888],1,[28056],1,[84012],1,[91]
