,ARS_BL,BL_name,ARS_KREIS,ARS_GEM_VERBAND,Personen [Anzahl],Fläche [qkm],Bevölkerungsdichte [Ew/qkm]
0,1,Schleswig-Holstein,1,0,95015,56.73,1674.86
1,1,Schleswig-Holstein,2,0,249132,118.65,2099.72
2,1,Schleswig-Holstein,3,0,215958,214.19,1008.25
3,1,Schleswig-Holstein,4,0,79625,71.66,1111.15
4,1,Schleswig-Holstein,51,11,12573,65.21,192.81
5,1,Schleswig-Holstein,51,44,21487,31.97,672.1
6,1,Schleswig-Holstein,51,5163,15712,153.26,102.52
7,1,Schleswig-Holstein,51,5166,12848,175.65,73.15
8,1,Schleswig-Holstein,51,5169,18901,361.36,52.31
9,1,Schleswig-Holstein,51,5172,15511,157.02,98.78
10,1,Schleswig-Holstein,51,5175,23119,339.72,68.05
11,1,Schleswig-Holstein,51,5178,12659,143.99,87.92
12,1,Schleswig-Holstein,53,32,32343,33.25,972.72
13,1,Schleswig-Holstein,53,83,11395,9.56,1191.95
14,1,Schleswig-Holstein,53,90,19392,25.05,774.13
15,1,Schleswig-Holstein,53,100,14873,30.29,491.02
16,1,Schleswig-Holstein,53,116,16889,11.55,1462.25
17,1,Schleswig-Holstein,53,129,13524,6.87,1968.56
18,1,Schleswig-Holstein,53,5308,8411,76.83,109.48
19,1,Schleswig-Holstein,53,5313,6943,93.73,74.07
20,1,Schleswig-Holstein,53,5318,14866,193.04,77.01
21,1,Schleswig-Holstein,53,5323,20738,67.9,305.42
22,1,Schleswig-Holstein,53,5343,3923,80.74,48.59
23,1,Schleswig-Holstein,53,5358,14165,237.83,59.56
24,1,Schleswig-Holstein,53,5373,10174,131.82,77.18
25,1,Schleswig-Holstein,53,5391,15745,206.11,76.39
26,1,Schleswig-Holstein,54,33,2614,4.02,650.25
27,1,Schleswig-Holstein,54,56,23628,25.8,915.81
28,1,Schleswig-Holstein,54,108,311,45.91,6.77
29,1,Schleswig-Holstein,54,138,4789,44.43,107.79
30,1,Schleswig-Holstein,54,168,14579,57.31,254.39
31,1,Schleswig-Holstein,54,5417,11272,249.17000000000002,45.24
32,1,Schleswig-Holstein,54,5439,4232,38.650000000000006,109.5
33,1,Schleswig-Holstein,54,5453,9385,177.76,52.8
34,1,Schleswig-Holstein,54,5459,1476,57.32000000000001,25.75
35,1,Schleswig-Holstein,54,5488,10553,103.37,102.09
36,1,Schleswig-Holstein,54,5489,40407,594.4499999999999,67.97
37,1,Schleswig-Holstein,54,5492,23750,412.14,57.63
38,1,Schleswig-Holstein,54,5494,21493,273.2,78.67
39,1,Schleswig-Holstein,55,1,8106,95.37,85.0
40,1,Schleswig-Holstein,55,4,20108,18.39,1093.42
41,1,Schleswig-Holstein,55,7,3363,64.25,52.34
42,1,Schleswig-Holstein,55,10,1244,9.11,136.55
43,1,Schleswig-Holstein,55,12,17057,41.39,412.1
44,1,Schleswig-Holstein,55,16,6895,51.09,134.96
45,1,Schleswig-Holstein,55,18,1028,20.21,50.87
46,1,Schleswig-Holstein,55,21,9503,18.32,518.72
47,1,Schleswig-Holstein,55,25,1143,8.17,139.9
48,1,Schleswig-Holstein,55,28,10763,69.07,155.83
49,1,Schleswig-Holstein,55,32,15269,19.73,773.9
50,1,Schleswig-Holstein,55,33,9718,39.69,244.85
51,1,Schleswig-Holstein,55,35,15303,59.62,256.68
52,1,Schleswig-Holstein,55,40,16386,56.7,288.99
53,1,Schleswig-Holstein,55,41,5005,75.29,66.48
54,1,Schleswig-Holstein,55,42,8390,20.13,416.79
55,1,Schleswig-Holstein,55,44,11634,52.54,221.43
56,1,Schleswig-Holstein,55,46,13291,185.5,71.65
57,1,Schleswig-Holstein,55,5543,9460,213.26,44.36
58,1,Schleswig-Holstein,55,5546,8680,104.53,83.04
59,1,Schleswig-Holstein,55,5591,8590,170.64,50.34
60,1,Schleswig-Holstein,56,2,10282,17.17,598.84
61,1,Schleswig-Holstein,56,5,4525,12.05,375.52
62,1,Schleswig-Holstein,56,15,51248,21.36,2399.25
63,1,Schleswig-Holstein,56,18,18012,12.58,1431.8
64,1,Schleswig-Holstein,56,21,3755,11.07,339.21
65,1,Schleswig-Holstein,56,25,1405,4.21,333.73
66,1,Schleswig-Holstein,56,39,43925,21.54,2039.23
67,1,Schleswig-Holstein,56,41,22372,43.16,518.35
68,1,Schleswig-Holstein,56,43,14560,13.18,1104.7
69,1,Schleswig-Holstein,56,44,19465,9.99,1948.45
70,1,Schleswig-Holstein,56,48,14067,20.61,682.53
71,1,Schleswig-Holstein,56,49,18344,11.43,1604.9
72,1,Schleswig-Holstein,56,50,34420,33.81,1018.04
73,1,Schleswig-Holstein,56,5616,13308,89.28999999999999,149.04
74,1,Schleswig-Holstein,56,5636,3971,44.91,88.42
75,1,Schleswig-Holstein,56,5660,9082,111.97,81.11
76,1,Schleswig-Holstein,56,5687,13630,48.24,282.55
77,1,Schleswig-Holstein,56,5690,23904,137.7,173.59
78,1,Schleswig-Holstein,57,1,3097,20.94,147.9
79,1,Schleswig-Holstein,57,8,2065,20.4,101.23
80,1,Schleswig-Holstein,57,9,1247,21.09,59.13
81,1,Schleswig-Holstein,57,57,8889,36.76,241.81
82,1,Schleswig-Holstein,57,62,16245,14.4,1128.12
83,1,Schleswig-Holstein,57,91,13905,17.81,780.74
84,1,Schleswig-Holstein,57,5727,15170,225.15,67.38
85,1,Schleswig-Holstein,57,5739,4659,122.77,37.95
86,1,Schleswig-Holstein,57,5747,9163,191.05,47.96
87,1,Schleswig-Holstein,57,5755,22224,132.86,167.27
88,1,Schleswig-Holstein,57,5775,5921,117.56,50.37
89,1,Schleswig-Holstein,57,5782,19118,33.46,571.37
90,1,Schleswig-Holstein,57,5785,7931,129.32,61.33
91,1,Schleswig-Holstein,58,5,9895,19.04,519.7
92,1,Schleswig-Holstein,58,34,10452,6.48,1612.96
93,1,Schleswig-Holstein,58,43,21410,21.58,992.12
94,1,Schleswig-Holstein,58,92,12212,5.34,2286.89
95,1,Schleswig-Holstein,58,135,29462,23.75,1240.51
96,1,Schleswig-Holstein,58,169,2464,23.49,104.9
97,1,Schleswig-Holstein,58,5803,11784,118.42,99.51
98,1,Schleswig-Holstein,58,5822,8885,71.88,123.61
99,1,Schleswig-Holstein,58,5824,17426,124.97,139.44
100,1,Schleswig-Holstein,58,5830,8195,30.75,266.5
101,1,Schleswig-Holstein,58,5833,11080,66.61,166.34
102,1,Schleswig-Holstein,58,5847,8664,167.89000000000001,51.61
103,1,Schleswig-Holstein,58,5853,11368,134.85999999999999,84.29
104,1,Schleswig-Holstein,58,5859,8677,47.629999999999995,182.18
105,1,Schleswig-Holstein,58,5864,18653,245.2,76.07
106,1,Schleswig-Holstein,58,5888,12716,87.74,144.93
107,1,Schleswig-Holstein,58,5889,14680,99.66,147.3
108,1,Schleswig-Holstein,58,5890,14585,208.39,69.99
109,1,Schleswig-Holstein,58,5893,19043,305.18,62.4
110,1,Schleswig-Holstein,58,5895,24093,380.9,63.25
111,1,Schleswig-Holstein,59,45,8542,43.33,197.14
112,1,Schleswig-Holstein,59,75,24946,24.3,1026.58
113,1,Schleswig-Holstein,59,113,6184,39.68,155.85
114,1,Schleswig-Holstein,59,120,11798,18.92,623.57
115,1,Schleswig-Holstein,59,183,11330,77.72,145.78
116,1,Schleswig-Holstein,59,5912,9307,131.8,70.61
117,1,Schleswig-Holstein,59,5915,8882,79.78,111.33
118,1,Schleswig-Holstein,59,5919,8465,96.88,87.38
119,1,Schleswig-Holstein,59,5920,1430,28.400000000000002,50.35
120,1,Schleswig-Holstein,59,5937,8493,86.03,98.72
121,1,Schleswig-Holstein,59,5940,11044,83.64,132.04
122,1,Schleswig-Holstein,59,5949,9985,100.01,99.84
123,1,Schleswig-Holstein,59,5952,13209,236.81,55.78
124,1,Schleswig-Holstein,59,5974,11560,146.78,78.76
125,1,Schleswig-Holstein,59,5987,13460,189.51999999999998,71.02
126,1,Schleswig-Holstein,59,5990,12964,201.25,64.42
127,1,Schleswig-Holstein,59,5993,14378,191.39,75.12
128,1,Schleswig-Holstein,59,5996,17192,295.09000000000003,58.26
129,1,Schleswig-Holstein,60,4,15161,24.14,628.04
130,1,Schleswig-Holstein,60,5,17671,18.87,936.46
131,1,Schleswig-Holstein,60,19,6196,7.09,873.91
132,1,Schleswig-Holstein,60,39,27966,39.46,708.72
133,1,Schleswig-Holstein,60,44,23114,23.11,1000.17
134,1,Schleswig-Holstein,60,63,80316,58.1,1382.38
135,1,Schleswig-Holstein,60,92,9782,15.75,621.08
136,1,Schleswig-Holstein,60,5005,11170,186.32999999999998,59.95
137,1,Schleswig-Holstein,60,5024,10882,77.9,139.69
138,1,Schleswig-Holstein,60,5034,12586,68.44,183.9
139,1,Schleswig-Holstein,60,5043,10894,115.73,94.13
140,1,Schleswig-Holstein,60,5048,10588,88.57000000000001,119.54
141,1,Schleswig-Holstein,60,5053,8997,114.88,78.32
142,1,Schleswig-Holstein,60,5063,12115,147.17000000000002,82.32
143,1,Schleswig-Holstein,60,5086,19885,318.01,62.53
144,1,Schleswig-Holstein,61,29,11187,22.75,491.74
145,1,Schleswig-Holstein,61,46,32256,28.54,1130.2
146,1,Schleswig-Holstein,61,113,4280,2.71,1579.34
147,1,Schleswig-Holstein,61,5104,8553,69.78999999999999,122.55
148,1,Schleswig-Holstein,61,5134,15602,174.51999999999998,89.4
149,1,Schleswig-Holstein,61,5138,10156,138.0,73.59
150,1,Schleswig-Holstein,61,5153,9287,81.2,114.37
151,1,Schleswig-Holstein,61,5168,10650,164.38,64.79
152,1,Schleswig-Holstein,61,5179,6431,178.06,36.12
153,1,Schleswig-Holstein,61,5189,22600,195.75,115.45
154,1,Schleswig-Holstein,62,1,34197,35.29,969.03
155,1,Schleswig-Holstein,62,4,24780,52.59,471.19
156,1,Schleswig-Holstein,62,6,16121,15.82,1019.03
157,1,Schleswig-Holstein,62,9,13152,24.68,532.9
158,1,Schleswig-Holstein,62,18,18295,11.21,1632.02
159,1,Schleswig-Holstein,62,23,9500,11.2,848.21
160,1,Schleswig-Holstein,62,53,8724,11.36,767.96
161,1,Schleswig-Holstein,62,60,27990,31.26,895.39
162,1,Schleswig-Holstein,62,61,8978,17.37,516.87
163,1,Schleswig-Holstein,62,76,6456,39.86,161.97
164,1,Schleswig-Holstein,62,90,9981,17.71,563.58
165,1,Schleswig-Holstein,62,5207,11545,121.75999999999999,94.82
166,1,Schleswig-Holstein,62,5218,14734,98.9,148.98
167,1,Schleswig-Holstein,62,5244,11158,123.35,90.46
168,1,Schleswig-Holstein,62,5262,10328,60.559999999999995,170.54
169,1,Schleswig-Holstein,62,5270,19110,93.32,204.78
170,2,Hamburg,0,0,1808846,755.09,2395.54
171,3,Niedersachsen,1,0,333661,255.14999999999998,1307.71
172,3,Niedersachsen,2,0,153135,336.83000000000004,454.64
173,3,Niedersachsen,3,0,299904,307.71000000000004,974.63
174,3,Niedersachsen,4,0,164898,119.8,1376.44
175,3,Niedersachsen,5,0,75366,107.11,703.63
176,3,Niedersachsen,41,1,513291,204.3,2512.44
177,3,Niedersachsen,41,2,33727,102.81,328.05
178,3,Niedersachsen,41,3,31045,112.56,275.81
179,3,Niedersachsen,41,4,20172,152.85,131.97
180,3,Niedersachsen,41,5,59534,79.5,748.86
181,3,Niedersachsen,41,6,15345,43.27,354.63
182,3,Niedersachsen,41,7,18896,31.73,595.52
183,3,Niedersachsen,41,8,24293,59.85,405.9
184,3,Niedersachsen,41,9,41966,34.16,1228.51
185,3,Niedersachsen,41,10,53711,71.97,746.3
186,3,Niedersachsen,41,11,43501,127.67,340.73
187,3,Niedersachsen,41,12,44274,358.96,123.34
188,3,Niedersachsen,41,13,14773,67.13,220.07
189,3,Niedersachsen,41,14,23817,37.82,629.75
190,3,Niedersachsen,41,15,34324,54.08,634.69
191,3,Niedersachsen,41,16,23313,103.58,225.07
192,3,Niedersachsen,41,17,28513,160.13,178.06
193,3,Niedersachsen,41,18,20121,140.85,142.85
194,3,Niedersachsen,41,19,29409,174.27,168.76
195,3,Niedersachsen,41,20,14149,53.92,262.41
196,3,Niedersachsen,41,21,40984,125.74,325.94
197,3,Niedersachsen,51,1,11608,77.02,150.71
198,3,Niedersachsen,51,2,29440,130.09,226.3
199,3,Niedersachsen,51,4,35398,278.27,127.21
200,3,Niedersachsen,51,5,22555,123.61,182.47
201,3,Niedersachsen,51,6,66610,176.02,378.42
202,3,Niedersachsen,51,7,39895,348.40999999999997,114.51
203,3,Niedersachsen,51,8,16229,106.5,152.38
204,3,Niedersachsen,51,9,42006,105.4,398.54
205,3,Niedersachsen,51,10,6163,102.31,60.24
206,3,Niedersachsen,51,12,27984,161.51,173.26
207,3,Niedersachsen,51,23,7331,63.26,115.89
208,3,Niedersachsen,51,24,12600,155.85,80.85
209,3,Niedersachsen,51,25,17425,285.31,61.07
210,3,Niedersachsen,51,26,11056,196.5,56.26
211,3,Niedersachsen,51,37,33324,81.84,407.18
212,3,Niedersachsen,51,40,24214,336.66,71.92
213,3,Niedersachsen,51,41,24789,128.11,193.5
214,3,Niedersachsen,51,42,12710,114.38,111.12
215,3,Niedersachsen,51,44,7073,117.57,60.16
216,3,Niedersachsen,51,47,30500,60.36,505.3
217,3,Niedersachsen,51,5401,18972,179.22,105.86
218,3,Niedersachsen,51,5402,39918,523.94,76.19
219,3,Niedersachsen,51,5403,38513,683.99,56.31
220,3,Niedersachsen,51,5404,38047,326.51,116.53
221,3,Niedersachsen,51,5405,26016,301.89,86.18
222,3,Niedersachsen,51,5406,30800,261.17,117.93
223,3,Niedersachsen,51,5407,19264,312.51,61.64
224,3,Niedersachsen,51,9501,747,91.48,8.17
225,3,Niedersachsen,52,1,52133,302.55,172.31
226,3,Niedersachsen,52,2,17992,114.47,157.18
227,3,Niedersachsen,52,3,19848,61.99,320.18
228,3,Niedersachsen,52,4,6964,90.07,77.32
229,3,Niedersachsen,52,5,9767,114.94,84.97
230,3,Niedersachsen,52,6,72137,229.73000000000002,314.01
231,3,Niedersachsen,52,7,26883,189.64,141.76
232,3,Niedersachsen,52,8,9219,94.45,97.61
233,3,Niedersachsen,52,11,56941,209.96999999999997,271.19
234,3,Niedersachsen,52,12,12337,123.1,100.22
235,3,Niedersachsen,52,13,1186,16.41,72.27
236,3,Niedersachsen,52,14,11480,159.21,72.11
237,3,Niedersachsen,52,19,24865,106.33,233.85
238,3,Niedersachsen,52,20,5367,26.31,203.99
239,3,Niedersachsen,52,23,18206,96.82,188.04
240,3,Niedersachsen,52,25,13833,82.94,166.78
241,3,Niedersachsen,52,27,4349,76.77,56.65
242,3,Niedersachsen,52,32,15909,141.74,112.24
243,3,Niedersachsen,52,50,14288,113.57,125.81
244,3,Niedersachsen,52,59,13376,198.05,67.54
245,3,Niedersachsen,52,60,10690,197.42,54.15
246,3,Niedersachsen,52,61,16605,181.73,91.37
247,3,Niedersachsen,52,62,30932,356.56,86.75
248,3,Niedersachsen,52,5401,12868,77.3,166.47
249,3,Niedersachsen,52,5403,11168,68.63,162.73
250,3,Niedersachsen,52,5404,6059,177.6,34.12
251,3,Niedersachsen,52,5407,13861,123.79,111.97
252,3,Niedersachsen,52,5411,26523,406.57,65.24
253,3,Niedersachsen,53,1,13516,84.35,160.24
254,3,Niedersachsen,53,2,28342,165.73,171.01
255,3,Niedersachsen,53,3,8546,76.52,111.68
256,3,Niedersachsen,53,4,35988,70.86,507.87
257,3,Niedersachsen,53,5,53194,183.16000000000003,290.42
258,3,Niedersachsen,53,6,9274,98.11,94.53
259,3,Niedersachsen,53,7,22200,247.5,89.7
260,3,Niedersachsen,53,8,22674,191.9,118.16
261,3,Niedersachsen,53,9,7541,85.53,88.17
262,3,Niedersachsen,53,10,5041,65.8,76.61
263,3,Niedersachsen,53,11,14282,143.52,99.51
264,3,Niedersachsen,53,12,27880,204.88,136.08
265,3,Niedersachsen,53,13,14291,123.6,115.62
266,3,Niedersachsen,53,16,5116,31.65,161.64
267,3,Niedersachsen,53,17,47433,163.88,289.44
268,3,Niedersachsen,53,18,13766,43.69,315.08
269,3,Niedersachsen,53,19,14779,108.76,135.89
270,3,Niedersachsen,53,26,22553,56.34,400.3
271,3,Niedersachsen,53,29,13955,63.79,218.76
272,3,Niedersachsen,53,31,43261,105.33,410.72
273,3,Niedersachsen,53,32,11675,38.76,301.21
274,3,Niedersachsen,53,40,36173,109.77,329.53
275,3,Niedersachsen,53,5401,12840,81.31,157.91
276,3,Niedersachsen,53,5402,15547,198.65,78.26
277,3,Niedersachsen,53,5403,12093,110.72999999999999,109.21
278,3,Niedersachsen,53,5404,10965,37.91,289.24
279,3,Niedersachsen,53,5405,14554,148.96,97.7
280,3,Niedersachsen,53,5406,26464,222.14,119.13
281,3,Niedersachsen,54,2,18080,72.88,248.08
282,3,Niedersachsen,54,3,7611,35.71,213.13
283,3,Niedersachsen,54,5,13141,67.2,195.55
284,3,Niedersachsen,54,8,9600,109.96,87.3
285,3,Niedersachsen,54,10,10704,139.57,76.69
286,3,Niedersachsen,54,11,6072,30.22,200.93
287,3,Niedersachsen,54,13,15458,131.13,117.88
288,3,Niedersachsen,54,14,32445,252.88,128.3
289,3,Niedersachsen,54,17,9425,34.0,277.21
290,3,Niedersachsen,54,18,24152,208.79,115.68
291,3,Niedersachsen,54,19,24401,194.9,125.2
292,3,Niedersachsen,54,20,11099,50.0,221.98
293,3,Niedersachsen,54,21,97716,92.29,1058.79
294,3,Niedersachsen,54,22,6674,61.25,108.96
295,3,Niedersachsen,54,26,11928,60.22,198.07
296,3,Niedersachsen,54,28,44000,109.74,400.95
297,3,Niedersachsen,54,29,7493,80.41,93.18
298,3,Niedersachsen,54,32,62660,233.64,268.19
299,3,Niedersachsen,54,35,36429,188.4,193.36
300,3,Niedersachsen,54,41,36770,118.44,310.45
301,3,Niedersachsen,54,42,4512,53.49,84.35
302,3,Niedersachsen,54,44,9704,145.48000000000002,66.7
303,3,Niedersachsen,54,45,13284,125.34,105.98
304,3,Niedersachsen,54,54,9689,105.67,91.69
305,3,Niedersachsen,54,5401,21584,254.49,84.81
306,3,Niedersachsen,54,5402,13815,214.07,64.53
307,3,Niedersachsen,54,5403,19481,353.39,55.13
308,3,Niedersachsen,54,5404,24826,286.49,86.66
309,3,Niedersachsen,54,5405,9277,142.85,64.94
310,3,Niedersachsen,54,5406,49617,737.41,67.29
311,3,Niedersachsen,54,5407,39946,850.16,46.99
312,3,Niedersachsen,54,5408,14165,91.15,155.4
313,3,Niedersachsen,54,5409,17398,200.28,86.87
314,3,Niedersachsen,55,1,19708,106.92999999999999,184.31
315,3,Niedersachsen,55,2,2949,19.77,149.17
316,3,Niedersachsen,55,3,9268,113.24,81.84
317,3,Niedersachsen,55,5,7383,84.03,87.86
318,3,Niedersachsen,55,6,5847,84.21,69.43
319,3,Niedersachsen,55,7,21339,113.74000000000001,187.61
320,3,Niedersachsen,55,8,7424,36.21,205.03
321,3,Niedersachsen,55,9,15896,223.04000000000002,71.27
322,3,Niedersachsen,55,10,7623,54.13,140.83
323,3,Niedersachsen,55,11,27369,145.85,187.65
324,3,Niedersachsen,55,12,13562,113.59,119.39
325,3,Niedersachsen,55,13,29713,231.92,128.12
326,3,Niedersachsen,55,14,8588,44.92,191.18
327,3,Niedersachsen,55,15,20718,68.79,301.18
328,3,Niedersachsen,55,20,9084,176.19,51.56
329,3,Niedersachsen,55,21,1069,4.97,215.09
330,3,Niedersachsen,55,22,72870,70.5,1033.62
331,3,Niedersachsen,55,23,18798,88.24,213.03
332,3,Niedersachsen,55,25,9007,77.27,116.57
333,3,Niedersachsen,55,26,24560,113.75,215.91
334,3,Niedersachsen,55,27,12046,81.41,147.97
335,3,Niedersachsen,55,49,4371,237.96,18.37
336,3,Niedersachsen,55,5401,13634,262.05,52.03
337,3,Niedersachsen,55,5402,17393,100.33,173.36
338,3,Niedersachsen,55,5403,11909,194.31,61.29
339,3,Niedersachsen,55,5404,12862,73.83,174.21
340,3,Niedersachsen,55,5405,10471,70.19,149.18
341,3,Niedersachsen,55,5406,10209,130.25,78.38
342,3,Niedersachsen,55,5407,15077,136.01999999999998,110.84
343,3,Niedersachsen,55,5408,13428,215.38,62.35
344,3,Niedersachsen,55,5409,14495,132.64000000000001,109.28
345,3,Niedersachsen,56,1,16482,99.99,164.84
346,3,Niedersachsen,56,2,7664,55.77,137.42
347,3,Niedersachsen,56,5,19893,72.53,274.27
348,3,Niedersachsen,56,7,29762,147.17,202.23
349,3,Niedersachsen,56,8,14712,32.95,446.49
350,3,Niedersachsen,56,9,19958,132.57,150.55
351,3,Niedersachsen,56,11,9277,76.38,121.46
352,3,Niedersachsen,56,15,55724,149.87,371.82
353,3,Niedersachsen,56,22,32021,64.53,496.22
354,3,Niedersachsen,56,25,22631,219.06,103.31
355,3,Niedersachsen,56,30,5161,102.0,50.6
356,3,Niedersachsen,56,5401,26188,320.1,81.81
357,3,Niedersachsen,56,5402,20994,175.98,119.3
358,3,Niedersachsen,56,5403,16490,133.3,123.71
359,3,Niedersachsen,56,5404,11543,193.25,59.73
360,3,Niedersachsen,56,5407,7346,185.71,39.56
361,3,Niedersachsen,56,5408,13593,284.28999999999996,47.81
362,3,Niedersachsen,56,5409,16917,215.55,78.48
363,3,Niedersachsen,56,5410,15417,196.56,78.43
364,3,Niedersachsen,56,5411,14013,177.70999999999998,78.85
365,3,Niedersachsen,57,1,12464,104.12,119.71
366,3,Niedersachsen,57,2,13776,100.57000000000001,136.98
367,3,Niedersachsen,57,3,6134,62.15,98.7
368,3,Niedersachsen,57,5,14118,34.34,411.12
369,3,Niedersachsen,57,6,50276,119.84,419.53
370,3,Niedersachsen,57,7,18141,76.24,237.95
371,3,Niedersachsen,57,8,28431,210.57,135.02
372,3,Niedersachsen,57,9,40829,141.12,289.32
373,3,Niedersachsen,57,12,3539,78.54,45.06
374,3,Niedersachsen,57,13,34181,70.11,487.53
375,3,Niedersachsen,57,14,23372,122.14,191.35
376,3,Niedersachsen,57,16,9200,123.23,74.66
377,3,Niedersachsen,57,17,11454,51.01,224.54
378,3,Niedersachsen,57,18,18032,102.93,175.19
379,3,Niedersachsen,57,20,11907,148.81,80.01
380,3,Niedersachsen,57,21,15435,81.23,190.02
381,3,Niedersachsen,57,22,21002,112.1,187.35
382,3,Niedersachsen,57,24,7527,120.95,62.23
383,3,Niedersachsen,57,28,8953,32.45,275.9
384,3,Niedersachsen,57,31,25626,109.02,235.06
385,3,Niedersachsen,57,35,22190,60.27,368.18
386,3,Niedersachsen,57,39,22698,99.06,229.13
387,3,Niedersachsen,57,41,12734,150.01,84.89
388,3,Niedersachsen,57,51,9451,159.2,59.37
389,3,Niedersachsen,57,5401,15054,162.85,92.44
390,3,Niedersachsen,57,5402,26236,241.04,108.85
391,3,Niedersachsen,57,5403,30815,274.55,112.24
392,3,Niedersachsen,57,5404,16920,291.44,58.06
393,3,Niedersachsen,57,5405,21404,169.1,126.58
394,3,Niedersachsen,57,5406,29995,259.84,115.44
395,3,Niedersachsen,57,5407,20137,249.20000000000002,80.81
396,3,Niedersachsen,57,5408,22708,254.31,89.29
397,3,Niedersachsen,58,2,6524,128.48,50.78
398,3,Niedersachsen,58,3,6139,102.02,60.17
399,3,Niedersachsen,58,5,30897,138.44,223.18
400,3,Niedersachsen,58,6,12816,59.49,215.43
401,3,Niedersachsen,58,7,15626,176.44,88.56
402,3,Niedersachsen,58,8,12901,63.7,202.53
403,3,Niedersachsen,58,9,14056,103.78,135.44
404,3,Niedersachsen,58,10,15827,124.79,126.83
405,3,Niedersachsen,58,13,16209,118.8,136.44
406,3,Niedersachsen,58,14,20702,89.7,230.79
407,3,Niedersachsen,58,16,15019,194.52,77.21
408,3,Niedersachsen,58,17,5529,97.1,56.94
409,3,Niedersachsen,58,19,18824,234.92,80.13
410,3,Niedersachsen,58,21,22122,203.77,108.56
411,3,Niedersachsen,58,23,4144,107.58,38.52
412,3,Niedersachsen,58,24,31007,336.46,92.16
413,3,Niedersachsen,58,37,51750,78.73,657.31
414,3,Niedersachsen,58,39,8728,73.91,118.09
415,3,Niedersachsen,58,5401,17937,295.88,60.62
416,3,Niedersachsen,58,5402,14445,223.3,64.69
417,3,Niedersachsen,58,5403,19704,230.84,85.36
418,3,Niedersachsen,58,5406,10273,81.98,125.31
419,3,Niedersachsen,58,5407,17581,214.06,82.13
420,3,Niedersachsen,58,9501,2042,179.0,11.41
421,3,Niedersachsen,59,1,6186,76.09,81.3
422,3,Niedersachsen,59,2,7910,41.31,191.48
423,3,Niedersachsen,59,3,26594,144.89,183.55
424,3,Niedersachsen,59,4,17840,69.67,256.06
425,3,Niedersachsen,59,5,8945,46.81,191.09
426,3,Niedersachsen,59,6,8574,18.22,470.58
427,3,Niedersachsen,59,7,13981,63.7,219.48
428,3,Niedersachsen,59,8,13729,46.64,294.36
429,3,Niedersachsen,59,10,60383,172.32999999999998,350.39
430,3,Niedersachsen,59,12,14347,96.41,148.81
431,3,Niedersachsen,59,13,31548,313.39,100.67
432,3,Niedersachsen,59,14,30625,183.39,166.99
433,3,Niedersachsen,59,15,19058,161.15,118.26
434,3,Niedersachsen,59,16,124548,117.02,1064.33
435,3,Niedersachsen,59,17,23519,121.17,194.1
436,3,Niedersachsen,59,19,44550,127.37,349.77
437,3,Niedersachsen,59,20,13185,34.49,382.28
438,3,Niedersachsen,59,21,10998,21.72,506.35
439,3,Niedersachsen,59,22,10135,52.59,192.72
440,3,Niedersachsen,59,24,46187,253.95,181.87
441,3,Niedersachsen,59,26,21693,102.54,211.56
442,3,Niedersachsen,59,28,11674,62.24,187.56
443,3,Niedersachsen,59,29,21844,166.6,131.12
444,3,Niedersachsen,59,33,22790,47.17,483.15
445,3,Niedersachsen,59,34,14113,137.45,102.68
446,3,Niedersachsen,59,36,4186,21.05,198.86
447,3,Niedersachsen,59,38,47852,110.07,434.74
448,3,Niedersachsen,59,5401,42108,386.55,108.93
449,3,Niedersachsen,59,5402,55747,504.15,110.58
450,3,Niedersachsen,59,5403,45522,447.66,101.69
451,3,Niedersachsen,59,5404,17374,221.41,78.47
452,3,Niedersachsen,59,5405,13517,60.019999999999996,225.21
453,3,Niedersachsen,59,5406,9828,57.93,169.65
454,3,Niedersachsen,59,5407,7064,193.19,36.57
455,3,Niedersachsen,59,5409,18326,196.39,93.31
456,3,Niedersachsen,60,1,6686,78.88,84.76
457,3,Niedersachsen,60,2,17352,104.39,166.22
458,3,Niedersachsen,60,3,13406,72.81,184.12
459,3,Niedersachsen,60,4,16944,188.45,89.91
460,3,Niedersachsen,60,5,7521,55.0,136.75
461,3,Niedersachsen,60,6,27985,91.11,307.16
462,3,Niedersachsen,60,7,8845,90.94,97.26
463,3,Niedersachsen,60,8,10064,60.05,167.59
464,3,Niedersachsen,60,9,33126,87.89,376.9
465,3,Niedersachsen,60,10,9762,84.24,115.88
466,3,Niedersachsen,60,25,32680,136.84,238.82
467,3,Niedersachsen,60,5404,6498,211.25,30.76
468,3,Niedersachsen,60,5405,6570,251.03,26.17
469,3,Niedersachsen,60,5407,25994,482.23,53.9
470,3,Niedersachsen,60,5408,12219,281.71000000000004,43.37
471,3,Niedersachsen,61,1,39060,153.16,255.03
472,3,Niedersachsen,61,2,15076,38.3,393.63
473,3,Niedersachsen,61,3,14716,213.07,69.07
474,3,Niedersachsen,61,4,9012,115.19,78.24
475,3,Niedersachsen,61,5,15945,268.73,59.33
476,3,Niedersachsen,61,6,21257,112.63999999999999,188.72
477,3,Niedersachsen,61,7,25862,87.78,294.62
478,3,Niedersachsen,61,8,18500,223.38,82.82
479,3,Niedersachsen,61,9,23717,177.57,133.56
480,3,Niedersachsen,61,12,26950,71.69,375.92
481,3,Niedersachsen,61,5401,15198,152.61,99.59
482,3,Niedersachsen,62,5,10282,163.75,62.79
