,ARS_BL,BL_name,ARS_KREIS,ARS_GEM_VERBAND,Personen [Anzahl],Fläche [qkm],Bevölkerungsdichte [Ew/qkm]
2914,14,Sachsen,27,5225,7385,45.28,163.1
2915,14,Sachsen,27,5234,4166,56.730000000000004,73.44
2916,14,Sachsen,27,5238,4303,102.81,41.85
2917,14,Sachsen,28,50,11170,25.75,433.79
2918,14,Sachsen,28,60,13927,103.99,133.93
2919,14,Sachsen,28,100,4317,43.5,99.24
2920,14,Sachsen,28,110,39355,40.46,972.69
2921,14,Sachsen,28,130,6564,95.64,68.63
2922,14,Sachsen,28,160,16753,11.07,1513.37
2923,14,Sachsen,28,190,3205,64.64,49.58
2924,14,Sachsen,28,220,4569,28.92,157.99
2925,14,Sachsen,28,260,11848,83.12,142.54
2926,14,Sachsen,28,300,4295,30.73,139.77
2927,14,Sachsen,28,360,9412,88.23,106.68
2928,14,Sachsen,28,380,5472,60.89,89.87
2929,14,Sachsen,28,410,14519,81.6,177.93
2930,14,Sachsen,28,5201,8327,165.96,50.17
2931,14,Sachsen,28,5202,8791,162.54,54.09
2932,14,Sachsen,28,5204,5625,82.91,67.84
2933,14,Sachsen,28,5209,7853,49.6,158.33
2934,14,Sachsen,28,5219,8215,132.72,61.9
2935,14,Sachsen,28,5221,4624,36.75,125.82
2936,14,Sachsen,28,5229,41421,72.59,570.62
2937,14,Sachsen,28,5230,7695,115.12,66.84
2938,14,Sachsen,28,5240,6245,77.48,80.6
2939,14,Sachsen,29,30,5150,46.81,110.02
2940,14,Sachsen,29,40,6731,25.27,266.36
2941,14,Sachsen,29,50,18998,62.45,304.21
2942,14,Sachsen,29,60,8243,15.64,527.05
2943,14,Sachsen,29,70,9785,34.89,280.45
2944,14,Sachsen,29,80,8278,84.09,98.44
2945,14,Sachsen,29,140,12371,145.29,85.15
2946,14,Sachsen,29,150,6938,54.71,126.81
2947,14,Sachsen,29,160,27639,218.23,126.65
2948,14,Sachsen,29,170,7495,70.17,106.81
2949,14,Sachsen,29,190,5551,41.56,133.57
2950,14,Sachsen,29,220,4927,29.04,169.66
2951,14,Sachsen,29,245,6103,111.17,54.9
2952,14,Sachsen,29,250,6638,38.93,170.51
2953,14,Sachsen,29,260,25581,31.48,812.61
2954,14,Sachsen,29,270,16182,58.46,276.8
2955,14,Sachsen,29,320,6995,57.09,122.53
2956,14,Sachsen,29,360,3825,26.37,145.05
2957,14,Sachsen,29,370,6551,45.41,144.26
2958,14,Sachsen,29,380,3536,53.09,66.6
2959,14,Sachsen,29,400,3753,35.06,107.05
2960,14,Sachsen,29,410,15902,69.0,230.46
2961,14,Sachsen,29,430,9072,46.29,195.98
2962,14,Sachsen,29,5301,9396,92.78,101.27
2963,14,Sachsen,29,5307,15756,97.56,161.5
2964,14,Sachsen,29,5308,7794,60.43000000000001,128.98
2965,14,Sachsen,30,20,7840,45.8,171.18
2966,14,Sachsen,30,45,7558,158.99,47.54
2967,14,Sachsen,30,50,2173,69.16,31.42
2968,14,Sachsen,30,60,4162,71.87,57.91
2969,14,Sachsen,30,70,25816,85.92,300.47
2970,14,Sachsen,30,80,4015,77.79,51.61
2971,14,Sachsen,30,110,16155,46.84,344.9
2972,14,Sachsen,30,160,3586,103.42,34.67
2973,14,Sachsen,30,170,2917,68.67,42.48
2974,14,Sachsen,30,180,2110,37.39,56.43
2975,14,Sachsen,30,190,4963,115.81,42.85
2976,14,Sachsen,30,200,5638,55.08,102.36
2977,14,Sachsen,30,210,2190,36.93,59.3
2978,14,Sachsen,30,230,14050,55.44,253.43
2979,14,Sachsen,30,250,5427,35.85,151.38
2980,14,Sachsen,30,270,19003,81.47,233.25
2981,14,Sachsen,30,300,15978,33.22,480.98
2982,14,Sachsen,30,330,5169,104.62,49.41
2983,14,Sachsen,30,340,5502,95.55,57.58
2984,14,Sachsen,30,5302,6096,151.85,40.14
2985,14,Sachsen,30,5303,4969,147.03,33.8
2986,14,Sachsen,30,5306,6729,92.62,72.65
2987,14,Sachsen,30,5311,22188,136.44,162.62
2988,14,Sachsen,30,5601,5856,120.8,48.48
2989,15,Sachsen-Anhalt,1,0,75938,245.0,309.95
2990,15,Sachsen-Anhalt,2,0,226586,135.01,1678.29
2991,15,Sachsen-Anhalt,3,0,241517,201.03,1201.4
2992,15,Sachsen-Anhalt,81,30,6486,269.71,24.05
2993,15,Sachsen-Anhalt,81,135,22076,633.23,34.86
2994,15,Sachsen-Anhalt,81,240,7209,272.84,26.42
2995,15,Sachsen-Anhalt,81,280,9790,278.73,35.12
2996,15,Sachsen-Anhalt,81,455,22915,304.57,75.24
2997,15,Sachsen-Anhalt,81,5051,12683,535.5,23.68
2998,15,Sachsen-Anhalt,82,5,7339,59.81,122.71
2999,15,Sachsen-Anhalt,82,15,36552,86.99,420.19
3000,15,Sachsen-Anhalt,82,180,24166,77.46,311.98
3001,15,Sachsen-Anhalt,82,241,11625,137.62,84.47
3002,15,Sachsen-Anhalt,82,256,8121,138.76,58.53
3003,15,Sachsen-Anhalt,82,301,8818,97.29,90.64
3004,15,Sachsen-Anhalt,82,340,14129,81.89,172.54
3005,15,Sachsen-Anhalt,82,377,13067,192.63,67.83
3006,15,Sachsen-Anhalt,82,430,21173,468.94,45.15
3007,15,Sachsen-Anhalt,82,440,9069,113.69,79.77
3008,15,Sachsen-Anhalt,83,40,9124,29.75,306.69
3009,15,Sachsen-Anhalt,83,270,19169,156.21,122.71
3010,15,Sachsen-Anhalt,83,298,18798,171.75,109.45
3011,15,Sachsen-Anhalt,83,390,6910,77.88,88.73
3012,15,Sachsen-Anhalt,83,411,13070,249.36,52.41
3013,15,Sachsen-Anhalt,83,415,18307,188.92,96.9
3014,15,Sachsen-Anhalt,83,490,8658,103.72,83.47
3015,15,Sachsen-Anhalt,83,531,13978,188.15,74.29
3016,15,Sachsen-Anhalt,83,565,12088,54.27,222.74
3017,15,Sachsen-Anhalt,83,5051,13404,369.44,36.28
3018,15,Sachsen-Anhalt,83,5052,12659,385.75,32.82
3019,15,Sachsen-Anhalt,83,5053,13837,210.21,65.82
3020,15,Sachsen-Anhalt,83,5054,8409,181.83999999999997,46.24
3021,15,Sachsen-Anhalt,84,130,7917,79.95,99.02
3022,15,Sachsen-Anhalt,84,235,9320,75.31,123.76
3023,15,Sachsen-Anhalt,84,315,8246,96.49,85.46
3024,15,Sachsen-Anhalt,84,355,31864,129.9,245.3
3025,15,Sachsen-Anhalt,84,490,7889,81.36,96.96
3026,15,Sachsen-Anhalt,84,550,38228,113.57,336.6
3027,15,Sachsen-Anhalt,84,590,27633,87.18,316.96
3028,15,Sachsen-Anhalt,84,5051,11425,257.3,44.4
3029,15,Sachsen-Anhalt,84,5052,8607,144.19,59.69
3030,15,Sachsen-Anhalt,84,5053,14821,199.94,74.13
3031,15,Sachsen-Anhalt,84,5054,8796,148.88,59.08
3032,15,Sachsen-Anhalt,85,40,8611,86.75,99.26
3033,15,Sachsen-Anhalt,85,55,19565,148.98,131.33
3034,15,Sachsen-Anhalt,85,110,5061,102.97,49.15
3035,15,Sachsen-Anhalt,85,135,36676,142.97,256.53
3036,15,Sachsen-Anhalt,85,145,7475,164.68,45.39
3037,15,Sachsen-Anhalt,85,185,6759,167.33,40.39
3038,15,Sachsen-Anhalt,85,190,9558,62.97,151.79
3039,15,Sachsen-Anhalt,85,227,7743,110.66,69.97
3040,15,Sachsen-Anhalt,85,228,10031,271.52,36.94
3041,15,Sachsen-Anhalt,85,230,11294,212.91,53.05
3042,15,Sachsen-Anhalt,85,235,23309,120.52,193.4
3043,15,Sachsen-Anhalt,85,330,17165,137.67,124.68
3044,15,Sachsen-Anhalt,85,370,32477,170.2,190.82
3045,15,Sachsen-Anhalt,85,5051,11893,204.8,58.07
3046,15,Sachsen-Anhalt,86,5,8488,39.36,215.65
3047,15,Sachsen-Anhalt,86,15,22109,164.15,134.69
3048,15,Sachsen-Anhalt,86,35,6420,108.91,58.95
3049,15,Sachsen-Anhalt,86,40,13624,230.76,59.04
3050,15,Sachsen-Anhalt,86,55,10228,160.11,63.88
3051,15,Sachsen-Anhalt,86,80,6677,270.07,24.72
3052,15,Sachsen-Anhalt,86,140,12743,524.35,24.3
3053,15,Sachsen-Anhalt,86,145,8421,80.49,104.62
3054,15,Sachsen-Anhalt,87,15,7643,149.85,51.0
3055,15,Sachsen-Anhalt,87,31,6294,121.7,51.72
3056,15,Sachsen-Anhalt,87,130,22630,143.94,157.22
3057,15,Sachsen-Anhalt,87,165,6829,102.31,66.75
3058,15,Sachsen-Anhalt,87,220,13111,36.93,355.02
3059,15,Sachsen-Anhalt,87,275,8369,143.76,58.22
3060,15,Sachsen-Anhalt,87,370,25819,207.71,124.3
3061,15,Sachsen-Anhalt,87,386,8568,107.93,79.38
3062,15,Sachsen-Anhalt,87,412,9037,236.38,38.23
3063,15,Sachsen-Anhalt,87,5051,9285,127.31,72.93
3064,15,Sachsen-Anhalt,87,5052,13929,71.23,195.55
3065,15,Sachsen-Anhalt,88,20,11305,36.15,312.72
3066,15,Sachsen-Anhalt,88,25,8772,85.37,102.75
3067,15,Sachsen-Anhalt,88,65,10390,74.31,139.82
3068,15,Sachsen-Anhalt,88,150,8815,51.0,172.84
3069,15,Sachsen-Anhalt,88,195,14724,125.44,117.38
3070,15,Sachsen-Anhalt,88,205,13898,87.85,158.2
3071,15,Sachsen-Anhalt,88,216,9726,127.13,76.5
3072,15,Sachsen-Anhalt,88,220,33302,53.75,619.57
3073,15,Sachsen-Anhalt,88,235,8294,98.57,84.14
3074,15,Sachsen-Anhalt,88,295,9417,102.68,91.71
3075,15,Sachsen-Anhalt,88,305,10118,155.62,65.02
3076,15,Sachsen-Anhalt,88,319,11472,109.39,104.87
3077,15,Sachsen-Anhalt,88,330,10943,99.73,109.73
3078,15,Sachsen-Anhalt,88,365,13109,90.67,144.58
3079,15,Sachsen-Anhalt,88,5051,7503,136.55,54.95
3080,15,Sachsen-Anhalt,89,15,26021,156.36,166.42
3081,15,Sachsen-Anhalt,89,26,8022,153.2,52.36
3082,15,Sachsen-Anhalt,89,30,31553,113.53,277.93
3083,15,Sachsen-Anhalt,89,42,7544,92.39,81.65
3084,15,Sachsen-Anhalt,89,55,8372,56.69,147.68
3085,15,Sachsen-Anhalt,89,175,6691,95.34,70.18
3086,15,Sachsen-Anhalt,89,195,7990,125.35,63.74
3087,15,Sachsen-Anhalt,89,235,5842,79.32,73.65
3088,15,Sachsen-Anhalt,89,305,30429,86.08,353.5
3089,15,Sachsen-Anhalt,89,307,7734,78.93,97.99
3090,15,Sachsen-Anhalt,89,310,23818,146.67,162.39
3091,15,Sachsen-Anhalt,89,5051,10415,125.4,83.05
3092,15,Sachsen-Anhalt,89,5052,9768,118.87,82.17
3093,15,Sachsen-Anhalt,90,70,7854,289.49,27.13
3094,15,Sachsen-Anhalt,90,225,6182,149.22,41.43
3095,15,Sachsen-Anhalt,90,415,9435,229.81,41.06
3096,15,Sachsen-Anhalt,90,535,37406,268.26,139.44
3097,15,Sachsen-Anhalt,90,546,10336,294.99,35.04
3098,15,Sachsen-Anhalt,90,550,10255,89.98,113.97
3099,15,Sachsen-Anhalt,90,5051,8419,304.28000000000003,27.67
3100,15,Sachsen-Anhalt,90,5052,7903,360.40999999999997,21.93
3101,15,Sachsen-Anhalt,90,5053,9460,437.78999999999996,21.61
3102,15,Sachsen-Anhalt,91,10,6521,225.59,28.91
3103,15,Sachsen-Anhalt,91,20,8058,160.3,50.27
3104,15,Sachsen-Anhalt,91,60,11319,295.61,38.29
3105,15,Sachsen-Anhalt,91,110,11359,159.54,71.2
3106,15,Sachsen-Anhalt,91,145,13910,352.25,39.49
3107,15,Sachsen-Anhalt,91,160,9514,235.25,40.44
3108,15,Sachsen-Anhalt,91,241,8063,115.53,69.79
3109,15,Sachsen-Anhalt,91,375,45010,240.63,187.05
3110,15,Sachsen-Anhalt,91,391,9195,148.63,61.87
3111,16,Thüringen,51,0,218200,269.91,808.42
3112,16,Thüringen,52,0,93120,152.18,611.91
3113,16,Thüringen,53,0,110369,114.77,961.65
3114,16,Thüringen,54,0,35410,141.62,250.04
3115,16,Thüringen,55,0,65494,84.48,775.26
3116,16,Thüringen,61,45,16586,70.87,234.03
3117,16,Thüringen,61,74,5417,55.73,97.2
3118,16,Thüringen,61,115,20066,115.79,173.3
3119,16,Thüringen,61,116,3562,31.57,112.83
3120,16,Thüringen,61,117,4343,94.69,45.87
3121,16,Thüringen,61,118,6853,59.39,115.39
3122,16,Thüringen,61,5001,6595,68.94,95.66
3123,16,Thüringen,61,5006,7099,60.86,116.64
3124,16,Thüringen,61,5008,5514,76.18,72.38
3125,16,Thüringen,61,5009,6646,88.87,74.78
3126,16,Thüringen,61,5012,6492,73.49,88.34
3127,16,Thüringen,61,5013,4714,62.8,75.06
3128,16,Thüringen,61,5014,4974,83.88,59.3
3129,16,Thüringen,62,5,5233,69.41,75.39
3130,16,Thüringen,62,41,40732,108.25,376.28
3131,16,Thüringen,62,49,2898,26.23,110.48
3132,16,Thüringen,62,62,2026,61.09,33.16
3133,16,Thüringen,62,63,3002,61.8,48.58
3134,16,Thüringen,62,65,7449,109.4,68.09
3135,16,Thüringen,62,5053,6580,101.34,64.93
3136,16,Thüringen,62,5054,13495,176.41,76.5
3137,16,Thüringen,63,4,4350,23.98,181.4
3138,16,Thüringen,63,76,5935,72.46,81.91
3139,16,Thüringen,63,78,3322,30.03,110.62
3140,16,Thüringen,63,82,5045,44.41,113.6
3141,16,Thüringen,63,92,6341,36.61,173.2
3142,16,Thüringen,63,97,9125,149.98,60.84
3143,16,Thüringen,63,98,6077,142.09,42.77
3144,16,Thüringen,63,99,7768,48.81,159.15
3145,16,Thüringen,63,101,4890,31.63,154.6
3146,16,Thüringen,63,103,6171,77.67,79.45
3147,16,Thüringen,63,105,39931,104.17,383.33
3148,16,Thüringen,63,5006,9318,143.57,64.9
3149,16,Thüringen,63,5051,24598,160.65,153.12
3150,16,Thüringen,63,5056,6997,125.58,55.72
3151,16,Thüringen,63,5057,7044,42.169999999999995,167.04
3152,16,Thüringen,63,5059,9762,137.34,71.08
3153,16,Thüringen,64,3,16717,129.37,129.22
3154,16,Thüringen,64,14,2257,28.89,78.12
3155,16,Thüringen,64,46,35337,130.71,270.35
3156,16,Thüringen,64,71,2978,44.58,66.8
3157,16,Thüringen,64,72,1904,27.35,69.62
3158,16,Thüringen,64,73,3147,52.73,59.68
3159,16,Thüringen,64,5001,6480,133.62,48.5
3160,16,Thüringen,64,5051,3547,40.41,87.78
3161,16,Thüringen,64,5052,8406,86.7,96.96
3162,16,Thüringen,64,5053,5350,75.11,71.23
3163,16,Thüringen,64,5054,6431,117.09,54.92
3164,16,Thüringen,64,5055,7515,113.13,66.43
3165,16,Thüringen,65,3,9781,91.06,107.41
3166,16,Thüringen,65,32,2148,96.37,22.29
3167,16,Thüringen,65,67,20971,201.21,104.22
3168,16,Thüringen,65,85,3930,129.01,30.46
3169,16,Thüringen,65,87,7125,73.08,97.5
3170,16,Thüringen,65,89,5741,86.82,66.13
3171,16,Thüringen,65,5002,3031,63.03,48.09
3172,16,Thüringen,65,5052,3928,87.17999999999999,45.06
3173,16,Thüringen,65,5055,8994,96.24,93.45
3174,16,Thüringen,65,5056,6907,113.89,60.65
3175,16,Thüringen,66,23,5726,68.71,83.34
3176,16,Thüringen,66,47,1472,23.4,62.91
3177,16,Thüringen,66,63,18968,105.38,180.0
3178,16,Thüringen,66,69,9394,76.73,122.43
3179,16,Thüringen,66,74,5805,49.68,116.85
3180,16,Thüringen,66,92,12323,52.99,232.55
3181,16,Thüringen,66,93,2643,78.72,33.57
3182,16,Thüringen,66,94,5616,121.07,46.39
3183,16,Thüringen,66,5005,7862,137.29,57.27
3184,16,Thüringen,66,5013,8318,142.26,58.47
3185,16,Thüringen,66,5014,8662,159.69,54.24
3186,16,Thüringen,66,5050,27042,145.31,186.1
3187,16,Thüringen,66,5051,7694,89.94,85.55
3188,16,Thüringen,67,19,7437,36.87,201.71
3189,16,Thüringen,67,29,45832,69.58,658.7
3190,16,Thüringen,67,64,4025,21.12,190.58
3191,16,Thüringen,67,65,4542,41.64,109.08
3192,16,Thüringen,67,72,13192,60.62,217.62
3193,16,Thüringen,67,87,6100,39.59,154.08
3194,16,Thüringen,67,88,4701,70.44,66.74
3195,16,Thüringen,67,5007,5649,81.02,69.72
3196,16,Thüringen,67,5012,7187,78.6,91.44
3197,16,Thüringen,67,5050,11252,144.18,78.04
3198,16,Thüringen,67,5052,8915,94.25,94.59
3199,16,Thüringen,67,5053,9337,108.01,86.45
3200,16,Thüringen,67,5054,8790,90.15,97.5
3201,16,Thüringen,68,34,6350,89.52,70.93
3202,16,Thüringen,68,51,18355,87.57,209.6
3203,16,Thüringen,68,58,3516,55.33,63.55
3204,16,Thüringen,68,63,6591,104.8,62.89
3205,16,Thüringen,68,5002,4978,54.33,91.63
3206,16,Thüringen,68,5005,5071,88.96000000000001,57.0
3207,16,Thüringen,68,5006,3875,74.34,52.13
3208,16,Thüringen,68,5009,6719,95.63000000000001,70.26
3209,16,Thüringen,68,5012,9028,131.67,68.57
3210,16,Thüringen,68,5050,3309,24.73,133.81
3211,16,Thüringen,69,12,7350,86.52,84.95
3212,16,Thüringen,69,24,11684,72.89,160.3
3213,16,Thüringen,69,42,2542,58.99,43.09
3214,16,Thüringen,69,43,10583,125.59,84.27
3215,16,Thüringen,69,53,2715,30.9,87.86
3216,16,Thüringen,69,61,2062,36.07,57.17
3217,16,Thüringen,69,62,6596,122.45,53.87
3218,16,Thüringen,69,5002,7245,146.17,49.57
3219,16,Thüringen,69,5004,7408,215.62,34.36
3220,16,Thüringen,69,5051,3226,43.21,74.66
3221,16,Thüringen,70,4,27869,104.99,265.44
3222,16,Thüringen,70,28,8055,77.63,103.76
3223,16,Thüringen,70,29,38574,198.69,194.14
3224,16,Thüringen,70,48,8321,120.26,69.19
3225,16,Thüringen,70,57,8789,82.33,106.75
3226,16,Thüringen,70,58,6085,80.76,75.35
3227,16,Thüringen,70,5002,4366,45.410000000000004,96.15
3228,16,Thüringen,70,5009,4105,95.03999999999999,43.19
3229,16,Thüringen,71,1,22606,46.26,488.67
3230,16,Thüringen,71,3,7451,55.32,134.69
3231,16,Thüringen,71,8,6595,113.75,57.98
3232,16,Thüringen,71,101,6298,84.7,74.36
3233,16,Thüringen,71,103,6501,88.28,73.64
3234,16,Thüringen,71,5007,6277,68.05,92.24
3235,16,Thüringen,71,5008,8256,113.84,72.52
3236,16,Thüringen,71,5051,10150,126.88,80.0
3237,16,Thüringen,71,5053,8557,107.39,79.68
3238,16,Thüringen,72,11,3176,18.72,169.66
3239,16,Thüringen,72,15,3256,44.02,73.97
3240,16,Thüringen,72,18,23064,84.69,272.33
3241,16,Thüringen,72,19,3647,26.35,138.41
3242,16,Thüringen,72,23,5615,60.65,92.58
3243,16,Thüringen,72,24,8419,98.5,85.47
3244,16,Thüringen,72,5051,9074,127.91,70.94
3245,16,Thüringen,73,5,6035,35.62,169.43
3246,16,Thüringen,73,76,24684,135.18,182.6
3247,16,Thüringen,73,77,29106,145.56,199.96
3248,16,Thüringen,73,106,2010,57.52,34.94
3249,16,Thüringen,73,109,5439,121.64,44.71
3250,16,Thüringen,73,111,8361,63.05,132.61
3251,16,Thüringen,73,5005,6156,146.7,41.96
3252,16,Thüringen,73,5012,8370,128.21,65.28
3253,16,Thüringen,73,5051,3300,60.019999999999996,54.98
3254,16,Thüringen,73,5054,7645,115.27000000000001,66.32
3255,16,Thüringen,74,44,6886,7.9,871.65
3256,16,Thüringen,74,5005,7704,122.42,62.93
3257,16,Thüringen,74,5007,4954,134.05,36.96
3258,16,Thüringen,74,5011,10924,180.57999999999998,60.49
3259,16,Thüringen,74,5014,11201,35.480000000000004,315.7
3260,16,Thüringen,74,5015,10318,120.6,85.56
3261,16,Thüringen,74,5050,7077,37.980000000000004,186.33
3262,16,Thüringen,74,5051,3639,37.31,97.53
3263,16,Thüringen,74,5052,12073,54.019999999999996,223.49
3264,16,Thüringen,74,5053,8571,84.92,100.93
3265,16,Thüringen,75,46,2083,24.13,86.32
3266,16,Thüringen,75,62,5606,48.92,114.6
3267,16,Thüringen,75,85,11832,24.43,484.32
3268,16,Thüringen,75,98,8494,108.21,78.5
3269,16,Thüringen,75,131,2430,45.22,53.74
3270,16,Thüringen,75,132,3367,87.35,38.55
3271,16,Thüringen,75,133,2903,72.32,40.14
3272,16,Thüringen,75,134,3226,97.81,32.98
3273,16,Thüringen,75,135,3331,72.05,46.23
3274,16,Thüringen,75,136,3804,56.49,67.34
3275,16,Thüringen,75,5004,3987,105.13,37.92
3276,16,Thüringen,75,5005,5302,97.98,54.11
3277,16,Thüringen,75,5011,5957,88.08,67.63
3278,16,Thüringen,75,5013,6734,130.99,51.41
3279,16,Thüringen,75,5050,9322,92.21,101.1
3280,16,Thüringen,76,4,3217,43.52,73.92
3281,16,Thüringen,76,22,19883,84.86,234.3
3282,16,Thüringen,76,61,4957,19.13,259.12
3283,16,Thüringen,76,88,2754,55.62,49.51
3284,16,Thüringen,76,89,3691,41.24,89.5
3285,16,Thüringen,76,92,3342,55.91,59.77
3286,16,Thüringen,76,93,4593,50.59,90.79
3287,16,Thüringen,76,5004,7219,97.08,74.36
3288,16,Thüringen,76,5006,5931,69.9,84.85
3289,16,Thüringen,76,5008,4405,51.79,85.06
3290,16,Thüringen,76,5051,4345,24.53,177.13
3291,16,Thüringen,76,5053,8353,38.239999999999995,218.44
3292,16,Thüringen,76,5054,17047,145.58999999999997,117.09
3293,16,Thüringen,76,5056,5480,67.94,80.66
3294,16,Thüringen,77,1,30224,45.69,661.5
3295,16,Thüringen,77,28,3555,12.93,274.94
3296,16,Thüringen,77,32,10121,53.66,188.61
3297,16,Thüringen,77,5004,5108,45.4,112.51
3298,16,Thüringen,77,5005,7592,80.7,94.08
3299,16,Thüringen,77,5009,2731,49.23,55.47
3300,16,Thüringen,77,5050,4978,34.97,142.35
3301,16,Thüringen,77,5051,8960,145.73000000000002,61.48
3302,16,Thüringen,77,5052,14118,101.08,139.67
