,EF1_Satzart,EF2_Gebietstand,EF3_ARS,EF4_Verband,EF5_Verbandsbezeichnung,EF6_Sitz_des_Verbandes,EF7_Schlüsselfelder,EF8_Leer,EF9_Frei für landesinterne Angaben,BL_nr,BL_name
12514,50,20241031,10041,519.0,"Völklingen, Stadt",,50.0,,,10,Saarland
12526,50,20241031,10042,111.0,Beckingen,,50.0,,,10,Saarland
12527,50,20241031,10042,112.0,Losheim am See,,50.0,,,10,Saarland
12528,50,20241031,10042,113.0,"Merzig, Kreisstadt",,50.0,,,10,Saarland
12529,50,20241031,10042,114.0,Mettlach,,50.0,,,10,Saarland
12530,50,20241031,10042,115.0,Perl,,50.0,,,10,Saarland
12531,50,20241031,10042,116.0,"Wadern, Stadt",,50.0,,,10,Saarland
12532,50,20241031,10042,117.0,Weiskirchen,,50.0,,,10,Saarland
12533,50,20241031,10042,9999.0,Deutsch-luxemburgisches Hoheitsgebiet,,50.0,,,10,Saarland
12543,50,20241031,10043,111.0,Eppelborn,,50.0,,,10,Saarland
12544,50,20241031,10043,112.0,Illingen,,50.0,,,10,Saarland
12545,50,20241031,10043,113.0,Merchweiler,,50.0,,,10,Saarland
12546,50,20241031,10043,114.0,"Neunkirchen, Kreisstadt",,50.0,,,10,Saarland
12547,50,20241031,10043,115.0,"Ottweiler, Stadt",,50.0,,,10,Saarland
12548,50,20241031,10043,116.0,Schiffweiler,,50.0,,,10,Saarland
12549,50,20241031,10043,117.0,Spiesen-Elversberg,,50.0,,,10,Saarland
12558,50,20241031,10044,111.0,"Dillingen/ Saar, Stadt",,50.0,,,10,Saarland
12559,50,20241031,10044,112.0,"Lebach, Stadt",,50.0,,,10,Saarland
12560,50,20241031,10044,113.0,Nalbach,,50.0,,,10,Saarland
12561,50,20241031,10044,114.0,Rehlingen-Siersburg,,50.0,,,10,Saarland
12562,50,20241031,10044,115.0,"Saarlouis, Kreisstadt",,50.0,,,10,Saarland
12563,50,20241031,10044,116.0,Saarwellingen,,50.0,,,10,Saarland
12564,50,20241031,10044,117.0,Schmelz,,50.0,,,10,Saarland
12565,50,20241031,10044,118.0,Schwalbach,,50.0,,,10,Saarland
12566,50,20241031,10044,119.0,Überherrn,,50.0,,,10,Saarland
12567,50,20241031,10044,120.0,Wadgassen,,50.0,,,10,Saarland
12568,50,20241031,10044,121.0,Wallerfangen,,50.0,,,10,Saarland
12569,50,20241031,10044,122.0,Bous,,50.0,,,10,Saarland
12570,50,20241031,10044,123.0,Ensdorf,,50.0,,,10,Saarland
12585,50,20241031,10045,111.0,"Bexbach, Stadt",,50.0,,,10,Saarland
12586,50,20241031,10045,112.0,"Blieskastel, Stadt",,50.0,,,10,Saarland
12587,50,20241031,10045,113.0,Gersheim,,50.0,,,10,Saarland
12588,50,20241031,10045,114.0,"Homburg, Kreisstadt",,50.0,,,10,Saarland
12589,50,20241031,10045,115.0,Kirkel,,50.0,,,10,Saarland
12590,50,20241031,10045,116.0,Mandelbachtal,,50.0,,,10,Saarland
12591,50,20241031,10045,117.0,"St. Ingbert, Stadt",,50.0,,,10,Saarland
12600,50,20241031,10046,111.0,Freisen,,50.0,,,10,Saarland
12601,50,20241031,10046,112.0,Marpingen,,50.0,,,10,Saarland
12602,50,20241031,10046,113.0,Namborn,,50.0,,,10,Saarland
12603,50,20241031,10046,114.0,Nohfelden,,50.0,,,10,Saarland
12604,50,20241031,10046,115.0,Nonnweiler,,50.0,,,10,Saarland
12605,50,20241031,10046,116.0,Oberthal,,50.0,,,10,Saarland
12606,50,20241031,10046,117.0,"St. Wendel, Kreisstadt",,50.0,,,10,Saarland
12607,50,20241031,10046,118.0,Tholey,,50.0,,,10,Saarland
12618,50,20241031,11000,0.0,"Berlin, Stadt",,50.0,,,11,Berlin
12622,50,20241031,12051,0.0,"Brandenburg an der Havel, Stadt",,50.0,,,12,Brandenburg
12625,50,20241031,12052,0.0,"Cottbus/Chóśebuz, Stadt",,50.0,,,12,Brandenburg
12628,50,20241031,12053,0.0,"Frankfurt (Oder), Stadt",,50.0,,,12,Brandenburg
12631,50,20241031,12054,0.0,"Potsdam, Stadt",,50.0,,,12,Brandenburg
12634,50,20241031,12060,5.0,Ahrensfelde,,50.0,,,12,Brandenburg
12635,50,20241031,12060,20.0,"Bernau bei Berlin, Stadt",,50.0,,,12,Brandenburg
12636,50,20241031,12060,52.0,"Eberswalde, Stadt",,50.0,,,12,Brandenburg
12637,50,20241031,12060,181.0,Panketal,,50.0,,,12,Brandenburg
12638,50,20241031,12060,198.0,Schorfheide,,50.0,,,12,Brandenburg
12639,50,20241031,12060,269.0,Wandlitz,,50.0,,,12,Brandenburg
12640,50,20241031,12060,280.0,"Werneuchen, Stadt",,50.0,,,12,Brandenburg
12641,50,20241031,12060,5003.0,Biesenthal-Barnim,Biesenthal,51.0,,,12,Brandenburg
12642,50,20241031,12060,5006.0,Joachimsthal (Schorfheide),Joachimsthal,51.0,,,12,Brandenburg
12643,50,20241031,12060,5011.0,Britz-Chorin-Oderberg,Britz,51.0,,,12,Brandenburg
12670,50,20241031,12061,20.0,Bestensee,,50.0,,,12,Brandenburg
12671,50,20241031,12061,112.0,Eichwalde,,50.0,,,12,Brandenburg
12672,50,20241031,12061,217.0,Heidesee,,50.0,,,12,Brandenburg
12673,50,20241031,12061,219.0,Heideblick,,50.0,,,12,Brandenburg
12674,50,20241031,12061,260.0,"Königs Wusterhausen, Stadt",,50.0,,,12,Brandenburg
12675,50,20241031,12061,316.0,"Lübben (Spreewald) / Lubin (Błota), Stadt",,50.0,,,12,Brandenburg
12676,50,20241031,12061,320.0,"Luckau, Stadt",,50.0,,,12,Brandenburg
12677,50,20241031,12061,329.0,Märkische Heide/Markojska Góla,,50.0,,,12,Brandenburg
12678,50,20241031,12061,332.0,"Mittenwalde, Stadt",,50.0,,,12,Brandenburg
12679,50,20241031,12061,433.0,Schönefeld,,50.0,,,12,Brandenburg
12680,50,20241031,12061,444.0,Schulzendorf,,50.0,,,12,Brandenburg
12681,50,20241031,12061,540.0,"Wildau, Stadt",,50.0,,,12,Brandenburg
12682,50,20241031,12061,572.0,Zeuthen,,50.0,,,12,Brandenburg
12683,50,20241031,12061,5108.0,Schenkenländchen,Teupitz,51.0,,,12,Brandenburg
12684,50,20241031,12061,5113.0,Lieberose/Oberspreewald,Straupitz (Spreewald),51.0,,,12,Brandenburg
12685,50,20241031,12061,5114.0,Unterspreewald,Golßen,51.0,,,12,Brandenburg
12724,50,20241031,12062,92.0,"Doberlug-Kirchhain, Stadt",,50.0,,,12,Brandenburg
12725,50,20241031,12062,124.0,"Elsterwerda, Stadt",,50.0,,,12,Brandenburg
12726,50,20241031,12062,140.0,"Finsterwalde, Stadt",,50.0,,,12,Brandenburg
12727,50,20241031,12062,224.0,"Herzberg (Elster), Stadt",,50.0,,,12,Brandenburg
12728,50,20241031,12062,410.0,Röderland,,50.0,,,12,Brandenburg
12729,50,20241031,12062,461.0,"Schönewalde, Stadt",,50.0,,,12,Brandenburg
12730,50,20241031,12062,469.0,"Sonnewalde, Stadt",,50.0,,,12,Brandenburg
12731,50,20241031,12062,5031.0,Liebenwerda,Bad Liebenwerda,53.0,,,12,Brandenburg
12732,50,20241031,12062,5202.0,Elsterland,Schönborn,51.0,,,12,Brandenburg
12733,50,20241031,12062,5205.0,Kleine Elster (Niederlausitz),Massen-Niederlausitz,51.0,,,12,Brandenburg
12734,50,20241031,12062,5207.0,Plessa,Plessa,51.0,,,12,Brandenburg
12735,50,20241031,12062,5209.0,Schlieben,Schlieben,51.0,,,12,Brandenburg
12736,50,20241031,12062,5211.0,Schradenland,Gröden,51.0,,,12,Brandenburg
12771,50,20241031,12063,36.0,Brieselang,,50.0,,,12,Brandenburg
12772,50,20241031,12063,56.0,Dallgow-Döberitz,,50.0,,,12,Brandenburg
12773,50,20241031,12063,80.0,"Falkensee, Stadt",,50.0,,,12,Brandenburg
12774,50,20241031,12063,148.0,"Ketzin/Havel, Stadt",,50.0,,,12,Brandenburg
12775,50,20241031,12063,189.0,Milower Land,,50.0,,,12,Brandenburg
12776,50,20241031,12063,208.0,"Nauen, Stadt",,50.0,,,12,Brandenburg
12777,50,20241031,12063,244.0,"Premnitz, Stadt",,50.0,,,12,Brandenburg
12778,50,20241031,12063,252.0,"Rathenow, Stadt",,50.0,,,12,Brandenburg
12779,50,20241031,12063,273.0,Schönwalde-Glien,,50.0,,,12,Brandenburg
12780,50,20241031,12063,357.0,Wustermark,,50.0,,,12,Brandenburg
12781,50,20241031,12063,5302.0,Friesack,Friesack,51.0,,,12,Brandenburg
12782,50,20241031,12063,5306.0,Nennhausen,Nennhausen,51.0,,,12,Brandenburg
12783,50,20241031,12063,5309.0,Rhinow,Rhinow,51.0,,,12,Brandenburg
12811,50,20241031,12064,29.0,"Altlandsberg, Stadt",,50.0,,,12,Brandenburg
12812,50,20241031,12064,44.0,"Bad Freienwalde (Oder), Stadt",,50.0,,,12,Brandenburg
12813,50,20241031,12064,136.0,Fredersdorf-Vogelsdorf,,50.0,,,12,Brandenburg
12814,50,20241031,12064,227.0,Hoppegarten,,50.0,,,12,Brandenburg
12815,50,20241031,12064,274.0,Letschin,,50.0,,,12,Brandenburg
12816,50,20241031,12064,317.0,"Müncheberg, Stadt",,50.0,,,12,Brandenburg
12817,50,20241031,12064,336.0,Neuenhagen bei Berlin,,50.0,,,12,Brandenburg
12818,50,20241031,12064,380.0,Petershagen/Eggersdorf,,50.0,,,12,Brandenburg
12819,50,20241031,12064,428.0,Rüdersdorf bei Berlin,,50.0,,,12,Brandenburg
12820,50,20241031,12064,448.0,"Seelow, Stadt",,50.0,,,12,Brandenburg
12821,50,20241031,12064,472.0,"Strausberg, Stadt",,50.0,,,12,Brandenburg
12822,50,20241031,12064,512.0,"Wriezen, Stadt",,50.0,,,12,Brandenburg
12823,50,20241031,12064,5403.0,Falkenberg-Höhe,Falkenberg,51.0,,,12,Brandenburg
12824,50,20241031,12064,5404.0,Golzow,Golzow,51.0,,,12,Brandenburg
12825,50,20241031,12064,5406.0,Lebus,Lebus,51.0,,,12,Brandenburg
12826,50,20241031,12064,5408.0,Märkische Schweiz,Buckow (Märkische Schweiz),51.0,,,12,Brandenburg
12827,50,20241031,12064,5412.0,Seelow-Land,Seelow,51.0,,,12,Brandenburg
12828,50,20241031,12064,5414.0,Barnim-Oderbruch,Wriezen,51.0,,,12,Brandenburg
12875,50,20241031,12065,36.0,Birkenwerder,,50.0,,,12,Brandenburg
12876,50,20241031,12065,84.0,"Fürstenberg/Havel, Stadt",,50.0,,,12,Brandenburg
12877,50,20241031,12065,96.0,Glienicke/Nordbahn,,50.0,,,12,Brandenburg
12878,50,20241031,12065,136.0,"Hennigsdorf, Stadt",,50.0,,,12,Brandenburg
12879,50,20241031,12065,144.0,"Hohen Neuendorf, Stadt",,50.0,,,12,Brandenburg
12880,50,20241031,12065,165.0,"Kremmen, Stadt",,50.0,,,12,Brandenburg
12881,50,20241031,12065,180.0,Leegebruch,,50.0,,,12,Brandenburg
12882,50,20241031,12065,193.0,"Liebenwalde, Stadt",,50.0,,,12,Brandenburg
12883,50,20241031,12065,198.0,Löwenberger Land,,50.0,,,12,Brandenburg
12884,50,20241031,12065,225.0,Mühlenbecker Land,,50.0,,,12,Brandenburg
12885,50,20241031,12065,251.0,Oberkrämer,,50.0,,,12,Brandenburg
12886,50,20241031,12065,256.0,"Oranienburg, Stadt",,50.0,,,12,Brandenburg
12887,50,20241031,12065,332.0,"Velten, Stadt",,50.0,,,12,Brandenburg
12888,50,20241031,12065,356.0,"Zehdenick, Stadt",,50.0,,,12,Brandenburg
12889,50,20241031,12065,5502.0,Gransee und Gemeinden,Gransee,51.0,,,12,Brandenburg
12910,50,20241031,12066,52.0,"Calau/Kalawa, Stadt",,50.0,,,12,Brandenburg
12911,50,20241031,12066,112.0,"Großräschen/Rań, Stadt",,50.0,,,12,Brandenburg
12912,50,20241031,12066,176.0,"Lauchhammer, Stadt",,50.0,,,12,Brandenburg
12913,50,20241031,12066,196.0,"Lübbenau/Spreewald / Lubnjow/Błota, Stadt",,50.0,,,12,Brandenburg
12914,50,20241031,12066,285.0,Schipkau,,50.0,,,12,Brandenburg
12915,50,20241031,12066,296.0,"Schwarzheide, Stadt",,50.0,,,12,Brandenburg
12916,50,20241031,12066,304.0,"Senftenberg/Zły Komorow, Stadt",,50.0,,,12,Brandenburg
12917,50,20241031,12066,320.0,"Vetschau/Spreewald / Wětošow/Błota, Stadt",,50.0,,,12,Brandenburg
12918,50,20241031,12066,5601.0,Altdöbern,Altdöbern,51.0,,,12,Brandenburg
12919,50,20241031,12066,5606.0,Ortrand,Ortrand,51.0,,,12,Brandenburg
12920,50,20241031,12066,5607.0,Ruhland,Ruhland,51.0,,,12,Brandenburg
12947,50,20241031,12067,36.0,"Beeskow, Stadt",,50.0,,,12,Brandenburg
12948,50,20241031,12067,120.0,"Eisenhüttenstadt, Stadt",,50.0,,,12,Brandenburg
12949,50,20241031,12067,124.0,"Erkner, Stadt",,50.0,,,12,Brandenburg
12950,50,20241031,12067,137.0,"Friedland, Stadt",,50.0,,,12,Brandenburg
12951,50,20241031,12067,144.0,"Fürstenwalde/Spree, Stadt",,50.0,,,12,Brandenburg
12952,50,20241031,12067,201.0,Grünheide (Mark),,50.0,,,12,Brandenburg
12953,50,20241031,12067,426.0,Rietz-Neuendorf,,50.0,,,12,Brandenburg
12954,50,20241031,12067,440.0,Schöneiche bei Berlin,,50.0,,,12,Brandenburg
12955,50,20241031,12067,481.0,"Storkow (Mark), Stadt",,50.0,,,12,Brandenburg
12956,50,20241031,12067,493.0,Tauche,,50.0,,,12,Brandenburg
12957,50,20241031,12067,544.0,Woltersdorf,,50.0,,,12,Brandenburg
12958,50,20241031,12067,5701.0,Brieskow-Finkenheerd,Brieskow-Finkenheerd,51.0,,,12,Brandenburg
12959,50,20241031,12067,5705.0,Neuzelle,Neuzelle,51.0,,,12,Brandenburg
12960,50,20241031,12067,5706.0,Odervorland,Briesen (Mark),51.0,,,12,Brandenburg
12961,50,20241031,12067,5707.0,Scharmützelsee,Bad Saarow,51.0,,,12,Brandenburg
12962,50,20241031,12067,5708.0,Schlaubetal,Müllrose,51.0,,,12,Brandenburg
12963,50,20241031,12067,5709.0,Spreenhagen,Spreenhagen,51.0,,,12,Brandenburg
13002,50,20241031,12068,117.0,Fehrbellin,,50.0,,,12,Brandenburg
13003,50,20241031,12068,181.0,Heiligengrabe,,50.0,,,12,Brandenburg
13004,50,20241031,12068,264.0,"Kyritz, Stadt",,50.0,,,12,Brandenburg
13005,50,20241031,12068,320.0,"Neuruppin, Stadt",,50.0,,,12,Brandenburg
13006,50,20241031,12068,353.0,"Rheinsberg, Stadt",,50.0,,,12,Brandenburg
13007,50,20241031,12068,468.0,"Wittstock/Dosse, Stadt",,50.0,,,12,Brandenburg
13008,50,20241031,12068,477.0,Wusterhausen/Dosse,,50.0,,,12,Brandenburg
13009,50,20241031,12068,5804.0,Lindow (Mark),Lindow (Mark),51.0,,,12,Brandenburg
13010,50,20241031,12068,5805.0,Neustadt (Dosse),Neustadt (Dosse),51.0,,,12,Brandenburg
13011,50,20241031,12068,5807.0,Temnitz,Walsleben,51.0,,,12,Brandenburg
13036,50,20241031,12069,17.0,"Beelitz, Stadt",,50.0,,,12,Brandenburg
13037,50,20241031,12069,20.0,"Bad Belzig, Stadt",,50.0,,,12,Brandenburg
13038,50,20241031,12069,249.0,Groß Kreutz (Havel),,50.0,,,12,Brandenburg
13039,50,20241031,12069,304.0,Kleinmachnow,,50.0,,,12,Brandenburg
13040,50,20241031,12069,306.0,Kloster Lehnin,,50.0,,,12,Brandenburg
13041,50,20241031,12069,397.0,Michendorf,,50.0,,,12,Brandenburg
13042,50,20241031,12069,454.0,Nuthetal,,50.0,,,12,Brandenburg
13043,50,20241031,12069,590.0,Schwielowsee,,50.0,,,12,Brandenburg
13044,50,20241031,12069,596.0,Seddiner See,,50.0,,,12,Brandenburg
13045,50,20241031,12069,604.0,Stahnsdorf,,50.0,,,12,Brandenburg
13046,50,20241031,12069,616.0,"Teltow, Stadt",,50.0,,,12,Brandenburg
13047,50,20241031,12069,632.0,"Treuenbrietzen, Stadt",,50.0,,,12,Brandenburg
13048,50,20241031,12069,656.0,"Werder (Havel), Stadt",,50.0,,,12,Brandenburg
13049,50,20241031,12069,665.0,Wiesenburg/Mark,,50.0,,,12,Brandenburg
13050,50,20241031,12069,5902.0,Beetzsee,Beetzsee OT Brielow,51.0,,,12,Brandenburg
13051,50,20241031,12069,5904.0,Brück,Brück,51.0,,,12,Brandenburg
13052,50,20241031,12069,5910.0,Niemegk,Niemegk,51.0,,,12,Brandenburg
13053,50,20241031,12069,5917.0,Wusterwitz,Wusterwitz,51.0,,,12,Brandenburg
13054,50,20241031,12069,5918.0,Ziesar,Ziesar,51.0,,,12,Brandenburg
13094,50,20241031,12070,125.0,Groß Pankow (Prignitz),,50.0,,,12,Brandenburg
13095,50,20241031,12070,149.0,Gumtow,,50.0,,,12,Brandenburg
13096,50,20241031,12070,173.0,Karstädt,,50.0,,,12,Brandenburg
13097,50,20241031,12070,296.0,"Perleberg, Stadt",,50.0,,,12,Brandenburg
13098,50,20241031,12070,302.0,Plattenburg,,50.0,,,12,Brandenburg
13099,50,20241031,12070,316.0,"Pritzwalk, Stadt",,50.0,,,12,Brandenburg
13100,50,20241031,12070,424.0,"Wittenberge, Stadt",,50.0,,,12,Brandenburg
13101,50,20241031,12070,5001.0,Bad Wilsnack/Weisen,Bad Wilsnack,51.0,,,12,Brandenburg
13102,50,20241031,12070,5005.0,Lenzen-Elbtalaue,Lenzen,51.0,,,12,Brandenburg
13103,50,20241031,12070,5006.0,Meyenburg,Meyenburg,51.0,,,12,Brandenburg
13104,50,20241031,12070,5009.0,Putlitz-Berge,Putlitz,51.0,,,12,Brandenburg
13132,50,20241031,12071,57.0,"Drebkau/Drjowk, Stadt",,50.0,,,12,Brandenburg
13133,50,20241031,12071,76.0,"Forst (Lausitz)/Baršć (Łužyca), Stadt",,50.0,,,12,Brandenburg
13134,50,20241031,12071,160.0,"Guben, Stadt",,50.0,,,12,Brandenburg
13135,50,20241031,12071,244.0,Kolkwitz/Gołkojce,,50.0,,,12,Brandenburg
13136,50,20241031,12071,301.0,Neuhausen/Spree / Kopańce/Sprjewja,,50.0,,,12,Brandenburg
13137,50,20241031,12071,337.0,Schenkendöbern/Derbno,,50.0,,,12,Brandenburg
13138,50,20241031,12071,372.0,"Spremberg/Grodk, Stadt",,50.0,,,12,Brandenburg
13139,50,20241031,12071,408.0,"Welzow/Wjelcej, Stadt",,50.0,,,12,Brandenburg
13140,50,20241031,12071,5101.0,Burg (Spreewald),Burg (Spreewald),51.0,,,12,Brandenburg
13141,50,20241031,12071,5102.0,Döbern-Land,Döbern,51.0,,,12,Brandenburg
13142,50,20241031,12071,5107.0,Peitz,Peitz,51.0,,,12,Brandenburg
13173,50,20241031,12072,2.0,Am Mellensee,,50.0,,,12,Brandenburg
13174,50,20241031,12072,14.0,"Baruth/Mark, Stadt",,50.0,,,12,Brandenburg
13175,50,20241031,12072,17.0,Blankenfelde-Mahlow,,50.0,,,12,Brandenburg
13176,50,20241031,12072,120.0,Großbeeren,,50.0,,,12,Brandenburg
13177,50,20241031,12072,169.0,"Jüterbog, Stadt",,50.0,,,12,Brandenburg
13178,50,20241031,12072,232.0,"Luckenwalde, Stadt",,50.0,,,12,Brandenburg
13179,50,20241031,12072,240.0,"Ludwigsfelde, Stadt",,50.0,,,12,Brandenburg
13180,50,20241031,12072,297.0,Niedergörsdorf,,50.0,,,12,Brandenburg
13181,50,20241031,12072,312.0,Nuthe-Urstromtal,,50.0,,,12,Brandenburg
13182,50,20241031,12072,340.0,Rangsdorf,,50.0,,,12,Brandenburg
13183,50,20241031,12072,426.0,"Trebbin, Stadt",,50.0,,,12,Brandenburg
13184,50,20241031,12072,477.0,"Zossen, Stadt",,50.0,,,12,Brandenburg
13185,50,20241031,12072,5204.0,Dahme/Mark,Dahme/Mark,51.0,,,12,Brandenburg
13203,50,20241031,12073,8.0,"Angermünde, Stadt",,50.0,,,12,Brandenburg
13204,50,20241031,12073,69.0,Boitzenburger Land,,50.0,,,12,Brandenburg
13205,50,20241031,12073,384.0,"Lychen, Stadt",,50.0,,,12,Brandenburg
13206,50,20241031,12073,429.0,Nordwestuckermark,,50.0,,,12,Brandenburg
13207,50,20241031,12073,452.0,"Prenzlau, Stadt",,50.0,,,12,Brandenburg
13208,50,20241031,12073,572.0,"Templin, Stadt",,50.0,,,12,Brandenburg
13209,50,20241031,12073,579.0,Uckerland,,50.0,,,12,Brandenburg
13210,50,20241031,12073,5051.0,"Schwedt/Oder, Stadt",Schwedt/Oder,58.0,,,12,Brandenburg
13211,50,20241031,12073,5303.0,Brüssow (Uckermark),Brüssow,51.0,,,12,Brandenburg
13212,50,20241031,12073,5304.0,Gartz (Oder),Gartz (Oder),51.0,,,12,Brandenburg
13213,50,20241031,12073,5305.0,Gerswalde,Gerswalde,51.0,,,12,Brandenburg
13214,50,20241031,12073,5306.0,Gramzow,Gramzow,51.0,,,12,Brandenburg
13246,50,20241031,13000,9999.0,Küstengewässer einschl. Anteil am Festlandsockel,,50.0,,,13,Mecklenburg-Vorpommern
13249,50,20241031,13003,0.0,"Rostock, Hanse- und Universitätsstadt",,50.0,,,13,Mecklenburg-Vorpommern
13252,50,20241031,13004,0.0,"Schwerin, Landeshauptstadt",,50.0,,,13,Mecklenburg-Vorpommern
13255,50,20241031,13071,27.0,"Dargun, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13256,50,20241031,13071,29.0,"Demmin, Hansestadt",,50.0,,,13,Mecklenburg-Vorpommern
13257,50,20241031,13071,33.0,Feldberger Seenlandschaft,,50.0,,,13,Mecklenburg-Vorpommern
13258,50,20241031,13071,107.0,"Neubrandenburg, Vier-Tore-Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13259,50,20241031,13071,110.0,"Neustrelitz, Residenzstadt",,50.0,,,13,Mecklenburg-Vorpommern
13260,50,20241031,13071,156.0,"Waren (Müritz), Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13261,50,20241031,13071,5151.0,Demmin-Land,Demmin,51.0,,,13,Mecklenburg-Vorpommern
13262,50,20241031,13071,5152.0,Friedland,Friedland,51.0,,,13,Mecklenburg-Vorpommern
13263,50,20241031,13071,5153.0,Malchin am Kummerower See,Malchin,51.0,,,13,Mecklenburg-Vorpommern
13264,50,20241031,13071,5154.0,Malchow,Inselstadt Malchow,51.0,,,13,Mecklenburg-Vorpommern
13265,50,20241031,13071,5155.0,Mecklenburgische Kleinseenplatte,Mirow,51.0,,,13,Mecklenburg-Vorpommern
13266,50,20241031,13071,5156.0,Neustrelitz-Land,Residenzstadt Neustrelitz,51.0,,,13,Mecklenburg-Vorpommern
13267,50,20241031,13071,5157.0,Neverin,Neverin,51.0,,,13,Mecklenburg-Vorpommern
13268,50,20241031,13071,5158.0,Penzliner Land,Penzlin,51.0,,,13,Mecklenburg-Vorpommern
13269,50,20241031,13071,5159.0,Röbel-Müritz,Röbel/Müritz,51.0,,,13,Mecklenburg-Vorpommern
13270,50,20241031,13071,5160.0,Seenlandschaft Waren,Waren (Müritz),51.0,,,13,Mecklenburg-Vorpommern
13271,50,20241031,13071,5161.0,Stargarder Land,Burg Stargard,51.0,,,13,Mecklenburg-Vorpommern
13272,50,20241031,13071,5162.0,Stavenhagen,Reuterstadt Stavenhagen,51.0,,,13,Mecklenburg-Vorpommern
13273,50,20241031,13071,5163.0,Treptower Tollensewinkel,Altentreptow,51.0,,,13,Mecklenburg-Vorpommern
13274,50,20241031,13071,5164.0,Woldegk,Windmühlenstadt Woldegk,51.0,,,13,Mecklenburg-Vorpommern
13422,50,20241031,13072,6.0,"Bad Doberan, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13423,50,20241031,13072,29.0,Dummerstorf,,50.0,,,13,Mecklenburg-Vorpommern
13424,50,20241031,13072,36.0,"Graal-Müritz, Ostseeheilbad",,50.0,,,13,Mecklenburg-Vorpommern
13425,50,20241031,13072,43.0,"Güstrow, Barlachstadt",,50.0,,,13,Mecklenburg-Vorpommern
13426,50,20241031,13072,58.0,"Kröpelin, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13427,50,20241031,13072,60.0,"Kühlungsborn, Ostseebad, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13428,50,20241031,13072,74.0,"Neubukow, Schliemannstadt",,50.0,,,13,Mecklenburg-Vorpommern
13429,50,20241031,13072,91.0,Sanitz,,50.0,,,13,Mecklenburg-Vorpommern
13430,50,20241031,13072,93.0,Satow,,50.0,,,13,Mecklenburg-Vorpommern
13431,50,20241031,13072,106.0,"Teterow, Bergringstadt",,50.0,,,13,Mecklenburg-Vorpommern
13432,50,20241031,13072,5251.0,Bad Doberan-Land,Bad Doberan,51.0,,,13,Mecklenburg-Vorpommern
13433,50,20241031,13072,5252.0,Bützow-Land,Bützow,51.0,,,13,Mecklenburg-Vorpommern
13434,50,20241031,13072,5253.0,Carbäk,Broderstorf,51.0,,,13,Mecklenburg-Vorpommern
13435,50,20241031,13072,5254.0,Gnoien,Warbelstadt Gnoien,51.0,,,13,Mecklenburg-Vorpommern
13436,50,20241031,13072,5255.0,Güstrow-Land,Barlachstadt Güstrow,51.0,,,13,Mecklenburg-Vorpommern
13437,50,20241031,13072,5256.0,Krakow am See,Krakow am See,51.0,,,13,Mecklenburg-Vorpommern
13438,50,20241031,13072,5257.0,Laage,Laage,51.0,,,13,Mecklenburg-Vorpommern
13439,50,20241031,13072,5258.0,Mecklenburgische Schweiz,Bergringstadt Teterow,51.0,,,13,Mecklenburg-Vorpommern
13440,50,20241031,13072,5259.0,Neubukow-Salzhaff,Neubukow,51.0,,,13,Mecklenburg-Vorpommern
13441,50,20241031,13072,5260.0,Rostocker Heide,Gelbensande,51.0,,,13,Mecklenburg-Vorpommern
13442,50,20241031,13072,5261.0,Schwaan,Schwaan,51.0,,,13,Mecklenburg-Vorpommern
13443,50,20241031,13072,5262.0,Tessin,Tessin,51.0,,,13,Mecklenburg-Vorpommern
13444,50,20241031,13072,5263.0,Warnow-West,Kritzmow,51.0,,,13,Mecklenburg-Vorpommern
13558,50,20241031,13073,11.0,"Binz, Ostseebad",,50.0,,,13,Mecklenburg-Vorpommern
13559,50,20241031,13073,35.0,"Grimmen, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13560,50,20241031,13073,55.0,"Marlow, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13561,50,20241031,13073,70.0,"Putbus, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13562,50,20241031,13073,80.0,"Sassnitz, Stadt",,50.0,,,13,Mecklenburg-Vorpommern
13563,50,20241031,13073,88.0,"Stralsund, Hansestadt",,50.0,,,13,Mecklenburg-Vorpommern
13564,50,20241031,13073,89.0,Süderholz,,50.0,,,13,Mecklenburg-Vorpommern
13565,50,20241031,13073,105.0,"Zingst, Ostseeheilbad",,50.0,,,13,Mecklenburg-Vorpommern
13566,50,20241031,13073,5351.0,Altenpleen,Altenpleen,51.0,,,13,Mecklenburg-Vorpommern
13567,50,20241031,13073,5352.0,Barth,Barth,51.0,,,13,Mecklenburg-Vorpommern
13568,50,20241031,13073,5353.0,Bergen auf Rügen,Bergen auf Rügen,51.0,,,13,Mecklenburg-Vorpommern
13569,50,20241031,13073,5354.0,Darß/Fischland,Born a. Darß,51.0,,,13,Mecklenburg-Vorpommern
13570,50,20241031,13073,5355.0,Franzburg-Richtenberg,Franzburg,51.0,,,13,Mecklenburg-Vorpommern
13571,50,20241031,13073,5356.0,Miltzow,"Sundhagen, OT Miltzow",51.0,,,13,Mecklenburg-Vorpommern
