,EF1_Satzart,EF2_Gebietstand,EF3_ARS,EF4_Verband,EF5_Verbandsbezeichnung,EF6_Sitz_des_Verbandes,EF7_Schlüsselfelder,EF8_Leer,EF9_Frei für landesinterne Angaben,BL_nr,BL_name
845,50,20241031,01059,45.0,"Kappeln, Stadt",,50.0,,,1,Schleswig-Holstein
846,50,20241031,01059,75.0,"Schleswig, Stadt",,50.0,,,1,Schleswig-Holstein
847,50,20241031,01059,113.0,"Glücksburg (Ostsee), Stadt",,50.0,,,1,Schleswig-Holstein
848,50,20241031,01059,120.0,Harrislee,,50.0,,,1,Schleswig-Holstein
849,50,20241031,01059,183.0,Handewitt,,50.0,,,1,Schleswig-Holstein
850,50,20241031,01059,5912.0,Eggebek,Eggebek,51.0,,,1,Schleswig-Holstein
851,50,20241031,01059,5915.0,Haddeby,Busdorf,51.0,,,1,Schleswig-Holstein
852,50,20241031,01059,5919.0,Hürup,Hürup,51.0,,,1,Schleswig-Holstein
853,50,20241031,01059,5920.0,Kappeln-Land,Kappeln,51.0,,,1,Schleswig-Holstein
854,50,20241031,01059,5937.0,Langballig,Langballig,51.0,,,1,Schleswig-Holstein
855,50,20241031,01059,5940.0,Oeversee,Tarp,51.0,,,1,Schleswig-Holstein
856,50,20241031,01059,5949.0,Amt Mittelangeln,Mittelangeln,51.0,,,1,Schleswig-Holstein
857,50,20241031,01059,5952.0,Schafflund,Schafflund,51.0,,,1,Schleswig-Holstein
858,50,20241031,01059,5974.0,Süderbrarup,Süderbrarup,51.0,,,1,Schleswig-Holstein
859,50,20241031,01059,5987.0,Südangeln,Böklund,51.0,,,1,Schleswig-Holstein
860,50,20241031,01059,5990.0,Geltinger Bucht,Steinbergkirche,51.0,,,1,Schleswig-Holstein
861,50,20241031,01059,5993.0,Arensharde,Silberstedt,51.0,,,1,Schleswig-Holstein
862,50,20241031,01059,5996.0,Kropp-Stapelholm,Kropp,51.0,,,1,Schleswig-Holstein
987,50,20241031,01060,4.0,"Bad Bramstedt, Stadt",,50.0,,,1,Schleswig-Holstein
988,50,20241031,01060,5.0,"Bad Segeberg, Stadt",,50.0,,,1,Schleswig-Holstein
989,50,20241031,01060,19.0,Ellerau,,50.0,,,1,Schleswig-Holstein
990,50,20241031,01060,39.0,Henstedt-Ulzburg,,50.0,,,1,Schleswig-Holstein
991,50,20241031,01060,44.0,"Kaltenkirchen, Stadt",,50.0,,,1,Schleswig-Holstein
992,50,20241031,01060,63.0,"Norderstedt, Stadt",,50.0,,,1,Schleswig-Holstein
993,50,20241031,01060,92.0,"Wahlstedt, Stadt",,50.0,,,1,Schleswig-Holstein
994,50,20241031,01060,5005.0,Bad Bramstedt-Land,Bad Bramstedt,51.0,,,1,Schleswig-Holstein
995,50,20241031,01060,5024.0,Bornhöved,Trappenkamp,51.0,,,1,Schleswig-Holstein
996,50,20241031,01060,5034.0,Itzstedt,Itzstedt,51.0,,,1,Schleswig-Holstein
997,50,20241031,01060,5043.0,Auenland Südholstein,Nützen,51.0,,,1,Schleswig-Holstein
998,50,20241031,01060,5048.0,Kisdorf,Kattendorf,51.0,,,1,Schleswig-Holstein
999,50,20241031,01060,5053.0,Leezen,Leezen,51.0,,,1,Schleswig-Holstein
1000,50,20241031,01060,5063.0,Boostedt-Rickling,Boostedt,51.0,,,1,Schleswig-Holstein
1001,50,20241031,01060,5086.0,Trave-Land,Bad Segeberg,51.0,,,1,Schleswig-Holstein
1002,50,20241031,01060,9014.0,"Buchholz (Forstgutsbez.),gemfr. Gebiet",,50.0,,,1,Schleswig-Holstein
1100,50,20241031,01061,29.0,"Glückstadt, Stadt",,50.0,,,1,Schleswig-Holstein
1101,50,20241031,01061,46.0,"Itzehoe, Stadt",,50.0,,,1,Schleswig-Holstein
1102,50,20241031,01061,113.0,"Wilster, Stadt",,50.0,,,1,Schleswig-Holstein
1103,50,20241031,01061,5104.0,Breitenburg,Breitenburg,51.0,,,1,Schleswig-Holstein
1104,50,20241031,01061,5134.0,Horst-Herzhorn,Horst (Holstein),51.0,,,1,Schleswig-Holstein
1105,50,20241031,01061,5138.0,Itzehoe-Land,Itzehoe,51.0,,,1,Schleswig-Holstein
1106,50,20241031,01061,5153.0,Krempermarsch,Krempe,51.0,,,1,Schleswig-Holstein
1107,50,20241031,01061,5168.0,Schenefeld,Schenefeld,51.0,,,1,Schleswig-Holstein
1108,50,20241031,01061,5179.0,Wilstermarsch,Wilster,51.0,,,1,Schleswig-Holstein
1109,50,20241031,01061,5189.0,Kellinghusen,Kellinghusen,51.0,,,1,Schleswig-Holstein
1222,50,20241031,01062,1.0,"Ahrensburg, Stadt",,50.0,,,1,Schleswig-Holstein
1223,50,20241031,01062,4.0,"Bad Oldesloe, Stadt",,50.0,,,1,Schleswig-Holstein
1224,50,20241031,01062,6.0,"Bargteheide, Stadt",,50.0,,,1,Schleswig-Holstein
1225,50,20241031,01062,9.0,Barsbüttel,,50.0,,,1,Schleswig-Holstein
1226,50,20241031,01062,18.0,"Glinde, Stadt",,50.0,,,1,Schleswig-Holstein
1227,50,20241031,01062,23.0,Großhansdorf,,50.0,,,1,Schleswig-Holstein
1228,50,20241031,01062,53.0,Oststeinbek,,50.0,,,1,Schleswig-Holstein
1229,50,20241031,01062,60.0,"Reinbek, Stadt",,50.0,,,1,Schleswig-Holstein
1230,50,20241031,01062,61.0,"Reinfeld (Holstein), Stadt",,50.0,,,1,Schleswig-Holstein
1231,50,20241031,01062,76.0,Tangstedt,,50.0,,,1,Schleswig-Holstein
1232,50,20241031,01062,90.0,Ammersbek,,50.0,,,1,Schleswig-Holstein
1233,50,20241031,01062,5207.0,Bad Oldesloe-Land,Bad Oldesloe,51.0,,,1,Schleswig-Holstein
1234,50,20241031,01062,5218.0,Bargteheide-Land,Bargteheide,51.0,,,1,Schleswig-Holstein
1235,50,20241031,01062,5244.0,Nordstormarn,Reinfeld (Holstein),51.0,,,1,Schleswig-Holstein
1236,50,20241031,01062,5262.0,Siek,Siek,51.0,,,1,Schleswig-Holstein
1237,50,20241031,01062,5270.0,Trittau,Trittau,51.0,,,1,Schleswig-Holstein
1295,50,20241031,02000,0.0,"Hamburg, Freie und Hansestadt",,50.0,,,2,Hamburg
1300,50,20241031,03101,0.0,"Braunschweig, Stadt",,50.0,,,3,Niedersachsen
1303,50,20241031,03102,0.0,"Salzgitter, Stadt",,50.0,,,3,Niedersachsen
1306,50,20241031,03103,0.0,"Wolfsburg, Stadt",,50.0,,,3,Niedersachsen
1309,50,20241031,03151,9.0,"Gifhorn, Stadt",,50.0,,,3,Niedersachsen
1310,50,20241031,03151,25.0,Sassenburg,,50.0,,,3,Niedersachsen
1311,50,20241031,03151,40.0,"Wittingen, Stadt",,50.0,,,3,Niedersachsen
1312,50,20241031,03151,5401.0,Boldecker Land,Weyhausen,52.0,,,3,Niedersachsen
1313,50,20241031,03151,5402.0,Brome,Brome,52.0,,,3,Niedersachsen
1314,50,20241031,03151,5403.0,Hankensbüttel,Hankensbüttel,52.0,,,3,Niedersachsen
1315,50,20241031,03151,5404.0,Isenbüttel,Isenbüttel,52.0,,,3,Niedersachsen
1316,50,20241031,03151,5405.0,Meinersen,Meinersen,52.0,,,3,Niedersachsen
1317,50,20241031,03151,5406.0,Papenteich,Meine,52.0,,,3,Niedersachsen
1318,50,20241031,03151,5407.0,Wesendorf,Wesendorf,52.0,,,3,Niedersachsen
1319,50,20241031,03151,9501.0,"Giebel, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1363,50,20241031,03153,2.0,"Bad Harzburg, Stadt",,50.0,,,3,Niedersachsen
1364,50,20241031,03153,8.0,Liebenburg,,50.0,,,3,Niedersachsen
1365,50,20241031,03153,12.0,"Seesen, Stadt",,50.0,,,3,Niedersachsen
1366,50,20241031,03153,16.0,"Braunlage, Stadt",,50.0,,,3,Niedersachsen
1367,50,20241031,03153,17.0,"Goslar, Stadt",,50.0,,,3,Niedersachsen
1368,50,20241031,03153,18.0,"Clausthal-Zellerfeld, Berg- und Universitätsstadt",,50.0,,,3,Niedersachsen
1369,50,20241031,03153,19.0,"Langelsheim, Stadt",,50.0,,,3,Niedersachsen
1370,50,20241031,03153,9504.0,"Harz (Landkreis Goslar), gemfr. Gebiet",,50.0,,,3,Niedersachsen
1380,50,20241031,03154,13.0,"Königslutter am Elm, Stadt",,50.0,,,3,Niedersachsen
1381,50,20241031,03154,14.0,Lehre,,50.0,,,3,Niedersachsen
1382,50,20241031,03154,19.0,"Schöningen, Stadt",,50.0,,,3,Niedersachsen
1383,50,20241031,03154,28.0,"Helmstedt, Stadt",,50.0,,,3,Niedersachsen
1384,50,20241031,03154,5401.0,Grasleben,Grasleben,52.0,,,3,Niedersachsen
1385,50,20241031,03154,5402.0,Heeseberg,Jerxheim,52.0,,,3,Niedersachsen
1386,50,20241031,03154,5403.0,Nord-Elm,Süpplingen,52.0,,,3,Niedersachsen
1387,50,20241031,03154,5404.0,Velpke,Velpke,52.0,,,3,Niedersachsen
1388,50,20241031,03154,9501.0,"Brunsleberfeld, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1389,50,20241031,03154,9502.0,"Helmstedt, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1390,50,20241031,03154,9503.0,"Königslutter, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1391,50,20241031,03154,9504.0,"Mariental, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1392,50,20241031,03154,9506.0,"Schöningen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1422,50,20241031,03155,1.0,"Bad Gandersheim, Stadt",,50.0,,,3,Niedersachsen
1423,50,20241031,03155,2.0,"Bodenfelde, Flecken",,50.0,,,3,Niedersachsen
1424,50,20241031,03155,3.0,"Dassel, Stadt",,50.0,,,3,Niedersachsen
1425,50,20241031,03155,5.0,"Hardegsen, Stadt",,50.0,,,3,Niedersachsen
1426,50,20241031,03155,6.0,Kalefeld,,50.0,,,3,Niedersachsen
1427,50,20241031,03155,7.0,Katlenburg-Lindau,,50.0,,,3,Niedersachsen
1428,50,20241031,03155,9.0,"Moringen, Stadt",,50.0,,,3,Niedersachsen
1429,50,20241031,03155,10.0,"Nörten-Hardenberg, Flecken",,50.0,,,3,Niedersachsen
1430,50,20241031,03155,11.0,"Northeim, Stadt",,50.0,,,3,Niedersachsen
1431,50,20241031,03155,12.0,"Uslar, Stadt",,50.0,,,3,Niedersachsen
1432,50,20241031,03155,13.0,"Einbeck, Stadt",,50.0,,,3,Niedersachsen
1433,50,20241031,03155,9501.0,"Solling (Landkreis Northeim), gemfr. Geb.",,50.0,,,3,Niedersachsen
1447,50,20241031,03157,1.0,Edemissen,,50.0,,,3,Niedersachsen
1448,50,20241031,03157,2.0,Hohenhameln,,50.0,,,3,Niedersachsen
1449,50,20241031,03157,5.0,Lengede,,50.0,,,3,Niedersachsen
1450,50,20241031,03157,6.0,"Peine, Stadt",,50.0,,,3,Niedersachsen
1451,50,20241031,03157,7.0,Vechelde,,50.0,,,3,Niedersachsen
1452,50,20241031,03157,8.0,Wendeburg,,50.0,,,3,Niedersachsen
1453,50,20241031,03157,9.0,Ilsede,,50.0,,,3,Niedersachsen
1462,50,20241031,03158,6.0,Cremlingen,,50.0,,,3,Niedersachsen
1463,50,20241031,03158,37.0,"Wolfenbüttel, Stadt",,50.0,,,3,Niedersachsen
1464,50,20241031,03158,39.0,Schladen-Werla,,50.0,,,3,Niedersachsen
1465,50,20241031,03158,5402.0,Baddeckenstedt,Baddeckenstedt,52.0,,,3,Niedersachsen
1466,50,20241031,03158,5403.0,Oderwald,Börßum,52.0,,,3,Niedersachsen
1467,50,20241031,03158,5406.0,Sickte,Sickte,52.0,,,3,Niedersachsen
1468,50,20241031,03158,5407.0,Elm-Asse,Schöppenstedt,52.0,,,3,Niedersachsen
1469,50,20241031,03158,9501.0,"Am Großen Rhode, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1470,50,20241031,03158,9502.0,"Barnstorf-Warle, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1471,50,20241031,03158,9503.0,"Voigtsdahlum, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1508,50,20241031,03159,1.0,"Adelebsen, Flecken",,50.0,,,3,Niedersachsen
1509,50,20241031,03159,2.0,Bad Grund (Harz),,50.0,,,3,Niedersachsen
1510,50,20241031,03159,3.0,"Bad Lauterberg im Harz, Stadt",,50.0,,,3,Niedersachsen
1511,50,20241031,03159,4.0,"Bad Sachsa, Stadt",,50.0,,,3,Niedersachsen
1512,50,20241031,03159,7.0,"Bovenden, Flecken",,50.0,,,3,Niedersachsen
1513,50,20241031,03159,10.0,"Duderstadt, Stadt",,50.0,,,3,Niedersachsen
1514,50,20241031,03159,13.0,Friedland,,50.0,,,3,Niedersachsen
1515,50,20241031,03159,15.0,Gleichen,,50.0,,,3,Niedersachsen
1516,50,20241031,03159,16.0,"Göttingen, Stadt",,50.0,,,3,Niedersachsen
1517,50,20241031,03159,17.0,"Hann. Münden, Stadt",,50.0,,,3,Niedersachsen
1518,50,20241031,03159,19.0,"Herzberg am Harz, Stadt",,50.0,,,3,Niedersachsen
1519,50,20241031,03159,26.0,"Osterode am Harz, Stadt",,50.0,,,3,Niedersachsen
1520,50,20241031,03159,29.0,Rosdorf,,50.0,,,3,Niedersachsen
1521,50,20241031,03159,34.0,Staufenberg,,50.0,,,3,Niedersachsen
1522,50,20241031,03159,36.0,Walkenried,,50.0,,,3,Niedersachsen
1523,50,20241031,03159,5401.0,Dransfeld,Dransfeld,52.0,,,3,Niedersachsen
1524,50,20241031,03159,5402.0,Gieboldehausen,Gieboldehausen,52.0,,,3,Niedersachsen
1525,50,20241031,03159,5403.0,Hattorf am Harz,Hattorf am Harz,52.0,,,3,Niedersachsen
1526,50,20241031,03159,5404.0,Radolfshausen,Ebergötzen,52.0,,,3,Niedersachsen
1527,50,20241031,03159,9501.0,"Harz (Landkreis Göttingen), gemfr. Geb.",,50.0,,,3,Niedersachsen
1570,50,20241031,03241,1.0,"Hannover, Landeshauptstadt",,50.0,,,3,Niedersachsen
1571,50,20241031,03241,2.0,"Barsinghausen, Stadt",,50.0,,,3,Niedersachsen
1572,50,20241031,03241,3.0,"Burgdorf, Stadt",,50.0,,,3,Niedersachsen
1573,50,20241031,03241,4.0,"Burgwedel, Stadt",,50.0,,,3,Niedersachsen
1574,50,20241031,03241,5.0,"Garbsen, Stadt",,50.0,,,3,Niedersachsen
1575,50,20241031,03241,6.0,"Gehrden, Stadt",,50.0,,,3,Niedersachsen
1576,50,20241031,03241,7.0,"Hemmingen, Stadt",,50.0,,,3,Niedersachsen
1577,50,20241031,03241,8.0,Isernhagen,,50.0,,,3,Niedersachsen
1578,50,20241031,03241,9.0,"Laatzen, Stadt",,50.0,,,3,Niedersachsen
1579,50,20241031,03241,10.0,"Langenhagen, Stadt",,50.0,,,3,Niedersachsen
1580,50,20241031,03241,11.0,"Lehrte, Stadt",,50.0,,,3,Niedersachsen
1581,50,20241031,03241,12.0,"Neustadt am Rübenberge, Stadt",,50.0,,,3,Niedersachsen
1582,50,20241031,03241,13.0,"Pattensen, Stadt",,50.0,,,3,Niedersachsen
1583,50,20241031,03241,14.0,"Ronnenberg, Stadt",,50.0,,,3,Niedersachsen
1584,50,20241031,03241,15.0,"Seelze, Stadt",,50.0,,,3,Niedersachsen
1585,50,20241031,03241,16.0,"Sehnde, Stadt",,50.0,,,3,Niedersachsen
1586,50,20241031,03241,17.0,"Springe, Stadt",,50.0,,,3,Niedersachsen
1587,50,20241031,03241,18.0,Uetze,,50.0,,,3,Niedersachsen
1588,50,20241031,03241,19.0,Wedemark,,50.0,,,3,Niedersachsen
1589,50,20241031,03241,20.0,Wennigsen (Deister),,50.0,,,3,Niedersachsen
1590,50,20241031,03241,21.0,"Wunstorf, Stadt",,50.0,,,3,Niedersachsen
1613,50,20241031,03251,7.0,"Bassum, Stadt",,50.0,,,3,Niedersachsen
1614,50,20241031,03251,12.0,"Diepholz, Stadt",,50.0,,,3,Niedersachsen
1615,50,20241031,03251,37.0,Stuhr,,50.0,,,3,Niedersachsen
1616,50,20241031,03251,40.0,"Sulingen, Stadt",,50.0,,,3,Niedersachsen
1617,50,20241031,03251,41.0,"Syke, Stadt",,50.0,,,3,Niedersachsen
1618,50,20241031,03251,42.0,"Twistringen, Stadt",,50.0,,,3,Niedersachsen
1619,50,20241031,03251,44.0,Wagenfeld,,50.0,,,3,Niedersachsen
1620,50,20241031,03251,47.0,Weyhe,,50.0,,,3,Niedersachsen
1621,50,20241031,03251,5401.0,Altes Amt Lemförde,Lemförde,52.0,,,3,Niedersachsen
1622,50,20241031,03251,5402.0,Barnstorf,Barnstorf,52.0,,,3,Niedersachsen
1623,50,20241031,03251,5403.0,Bruchhausen-Vilsen,Bruchhausen-Vilsen,52.0,,,3,Niedersachsen
