,ARS_BL,BL_name,ARS_KREIS,ARS_GEM_VERBAND,BEZ,Personen [Anzahl],Fläche [qkm],Bevölkerungsdichte [Ew/qkm]
2235,5,Nordrhein-Westfalen,62,36,"Meinerzhagen, Stadt",20261,115.69,175.13
2236,5,Nordrhein-Westfalen,62,36,"Pulheim, Stadt",55199,72.15,765.06
2237,5,Nordrhein-Westfalen,62,36,"Waltrop, Stadt",29246,47.09,621.07
2238,5,Nordrhein-Westfalen,62,36,"Warburg, Hansestadt",23211,168.84,137.47
2239,5,Nordrhein-Westfalen,62,40,"Menden (Sauerland), Stadt",52434,86.1,608.99
2240,5,Nordrhein-Westfalen,62,40,"Wesseling, Stadt",37301,23.37,1596.11
2241,5,Nordrhein-Westfalen,62,40,"Willebadessen, Stadt",8180,128.41,63.7
2242,5,Nordrhein-Westfalen,62,44,Nachrodt-Wiblingwerde,6201,29.03,213.61
2243,5,Nordrhein-Westfalen,62,48,"Neuenrade, Stadt",11538,54.1,213.27
2244,5,Nordrhein-Westfalen,62,52,"Plettenberg, Stadt",24665,96.75,254.94
2245,5,Nordrhein-Westfalen,62,56,Schalksmühle,10469,38.09,274.85
2246,5,Nordrhein-Westfalen,62,60,"Werdohl, Stadt",17854,33.38,534.87
2247,5,Nordrhein-Westfalen,66,4,Altenberge,10220,62.96,162.33
2248,5,Nordrhein-Westfalen,66,4,"Attendorn, Hansestadt",23527,97.92,240.27
2249,5,Nordrhein-Westfalen,66,4,Augustdorf,10054,42.18,238.36
2250,5,Nordrhein-Westfalen,66,4,"Bad Münstereifel, Stadt",18026,150.83,119.51
2251,5,Nordrhein-Westfalen,66,4,"Brüggen, Burggemeinde",16082,61.2,262.78
2252,5,Nordrhein-Westfalen,66,8,"Bad Salzuflen, Stadt",53889,100.05,538.62
2253,5,Nordrhein-Westfalen,66,8,Blankenheim (Kreis Euskirchen),8373,148.62,56.34
2254,5,Nordrhein-Westfalen,66,8,"Drolshagen, Stadt",11825,67.11,176.2
2255,5,Nordrhein-Westfalen,66,8,"Emsdetten, Stadt",35513,72.06,492.83
2256,5,Nordrhein-Westfalen,66,8,"Grefrath, Sport- und Freizeitgemeinde",14710,30.98,474.82
2257,5,Nordrhein-Westfalen,66,12,"Barntrup, Stadt",8459,59.46,142.26
2258,5,Nordrhein-Westfalen,66,12,Dahlem (Kreis Euskirchen),4362,95.21,45.81
2259,5,Nordrhein-Westfalen,66,12,Finnentrop,17084,104.42,163.61
2260,5,Nordrhein-Westfalen,66,12,"Greven, Stadt",37806,140.26,269.54
2261,5,Nordrhein-Westfalen,66,12,"Kempen, Stadt",34165,68.8,496.58
2262,5,Nordrhein-Westfalen,66,16,"Blomberg, Stadt",15397,99.1,155.37
2263,5,Nordrhein-Westfalen,66,16,"Euskirchen, Stadt",58697,139.49,420.8
2264,5,Nordrhein-Westfalen,66,16,"Hörstel, Stadt",19600,107.54,182.26
2265,5,Nordrhein-Westfalen,66,16,Kirchhundem,11454,148.63,77.06
2266,5,Nordrhein-Westfalen,66,16,"Nettetal, Stadt",41669,83.87,496.83
2267,5,Nordrhein-Westfalen,66,20,"Detmold, Stadt",74486,129.39,575.67
2268,5,Nordrhein-Westfalen,66,20,Hellenthal,7646,137.82,55.48
2269,5,Nordrhein-Westfalen,66,20,Hopsten,7629,99.83,76.42
2270,5,Nordrhein-Westfalen,66,20,"Lennestadt, Stadt",24423,135.59,180.12
2271,5,Nordrhein-Westfalen,66,20,Niederkrüchten,14447,67.07,215.4
2272,5,Nordrhein-Westfalen,66,24,Dörentrup,7509,49.79,150.81
2273,5,Nordrhein-Westfalen,66,24,"Horstmar, Stadt der Burgmannshöfe",6765,44.76,151.14
2274,5,Nordrhein-Westfalen,66,24,Kall,11119,66.07,168.29
2275,5,Nordrhein-Westfalen,66,24,"Olpe, Stadt",24651,85.88,287.04
2276,5,Nordrhein-Westfalen,66,24,Schwalmtal (Kreis Viersen),18658,48.11,387.82
2277,5,Nordrhein-Westfalen,66,28,Extertal,11332,92.49,122.52
2278,5,Nordrhein-Westfalen,66,28,"Ibbenbüren, Stadt",50618,108.87,464.94
2279,5,Nordrhein-Westfalen,66,28,"Mechernich, Stadt",28694,136.48,210.24
2280,5,Nordrhein-Westfalen,66,28,"Tönisvorst, Stadt",29114,44.34,656.61
2281,5,Nordrhein-Westfalen,66,28,Wenden,19266,72.56,265.52
2282,5,Nordrhein-Westfalen,66,32,"Horn-Bad Meinberg, Stadt",17433,90.15,193.38
2283,5,Nordrhein-Westfalen,66,32,Ladbergen,6765,52.35,129.23
2284,5,Nordrhein-Westfalen,66,32,Nettersheim,7939,94.35,84.14
2285,5,Nordrhein-Westfalen,66,32,"Viersen, Stadt",76146,91.1,835.85
2286,5,Nordrhein-Westfalen,66,36,Kalletal,13279,112.42,118.12
2287,5,Nordrhein-Westfalen,66,36,Laer,6721,35.26,190.61
2288,5,Nordrhein-Westfalen,66,36,"Schleiden, Stadt",13151,121.67,108.09
2289,5,Nordrhein-Westfalen,66,36,"Willich, Stadt",49494,67.8,730.0
2290,5,Nordrhein-Westfalen,66,40,"Lage, Stadt",35048,76.04,460.92
2291,5,Nordrhein-Westfalen,66,40,"Lengerich, Stadt",22196,90.79,244.48
2292,5,Nordrhein-Westfalen,66,40,Weilerswist,18736,57.17,327.72
2293,5,Nordrhein-Westfalen,66,44,"Lemgo, Stadt",39973,100.85,396.36
2294,5,Nordrhein-Westfalen,66,44,Lienen,8438,73.44,114.9
2295,5,Nordrhein-Westfalen,66,44,"Zülpich, Stadt",21093,101.01,208.82
2296,5,Nordrhein-Westfalen,66,48,Leopoldshöhe,17125,36.93,463.72
2297,5,Nordrhein-Westfalen,66,48,Lotte,13450,37.69,356.86
2298,5,Nordrhein-Westfalen,66,52,"Lügde, Stadt der Osterräder",9349,88.64,105.47
2299,5,Nordrhein-Westfalen,66,52,Metelen,6404,40.28,158.99
2300,5,Nordrhein-Westfalen,66,56,Mettingen,11507,40.6,283.42
2301,5,Nordrhein-Westfalen,66,56,"Oerlinghausen, Stadt",17193,32.69,525.94
2302,5,Nordrhein-Westfalen,66,60,Neuenkirchen (Kreis Steinfurt),13708,48.44,282.99
2303,5,Nordrhein-Westfalen,66,60,"Schieder-Schwalenberg, Stadt",8205,60.04,136.66
2304,5,Nordrhein-Westfalen,66,64,Nordwalde,9901,51.6,191.88
2305,5,Nordrhein-Westfalen,66,64,Schlangen,9299,75.97,122.4
2306,5,Nordrhein-Westfalen,66,68,"Ochtrup, Stadt",19884,105.63,188.24
2307,5,Nordrhein-Westfalen,66,72,Recke,11271,53.69,209.93
2308,5,Nordrhein-Westfalen,66,76,"Rheine, Stadt",76344,145.0,526.51
2309,5,Nordrhein-Westfalen,66,80,"Saerbeck, NRW-Klimakommune",6865,59.03,116.3
2310,5,Nordrhein-Westfalen,66,84,"Steinfurt, Stadt",33965,111.67,304.16
2311,5,Nordrhein-Westfalen,66,88,"Tecklenburg, Stadt",8996,70.49,127.62
2312,5,Nordrhein-Westfalen,66,92,Westerkappeln,10885,85.83,126.82
2313,5,Nordrhein-Westfalen,66,96,Wettringen (Kreis Steinfurt),8239,57.69,142.82
2314,5,Nordrhein-Westfalen,70,4,"Ahlen, Stadt",52669,123.13,427.75
2315,5,Nordrhein-Westfalen,70,4,Alpen,12085,59.6,202.77
2316,5,Nordrhein-Westfalen,70,4,"Bad Berleburg, Stadt",18358,275.52,66.63
2317,5,Nordrhein-Westfalen,70,4,"Bad Oeynhausen, Stadt",50394,64.83,777.33
2318,5,Nordrhein-Westfalen,70,4,"Erkelenz, Stadt",44216,117.34,376.82
2319,5,Nordrhein-Westfalen,70,8,"Beckum, Stadt",36692,111.46,329.19
2320,5,Nordrhein-Westfalen,70,8,Burbach (Kreis Siegen-Wittgenstein),14572,79.72,182.79
2321,5,Nordrhein-Westfalen,70,8,"Dinslaken, Stadt",66606,47.66,1397.52
2322,5,Nordrhein-Westfalen,70,8,"Espelkamp, Stadt",25647,84.21,304.56
2323,5,Nordrhein-Westfalen,70,8,Gangelt,12849,48.72,263.73
2324,5,Nordrhein-Westfalen,70,12,Beelen,5976,31.35,190.62
2325,5,Nordrhein-Westfalen,70,12,Erndtebrück,6799,70.98,95.79
2326,5,Nordrhein-Westfalen,70,12,"Geilenkirchen, Stadt",28139,83.16,338.37
2327,5,Nordrhein-Westfalen,70,12,"Hamminkeln, Stadt",26520,164.53,161.19
2328,5,Nordrhein-Westfalen,70,12,Hille,16082,102.99,156.15
2329,5,Nordrhein-Westfalen,70,16,"Drensteinfurt, Stadt",15914,106.6,149.29
2330,5,Nordrhein-Westfalen,70,16,"Freudenberg, Stadt (Kreis Siegen-Wittgenstein)",17475,54.6,320.05
2331,5,Nordrhein-Westfalen,70,16,"Heinsberg, Stadt",42593,92.21,461.91
2332,5,Nordrhein-Westfalen,70,16,Hüllhorst,13277,44.7,297.02
2333,5,Nordrhein-Westfalen,70,16,Hünxe,13419,106.86,125.58
2334,5,Nordrhein-Westfalen,70,20,"Ennigerloh, Stadt",19723,125.56,157.08
2335,5,Nordrhein-Westfalen,70,20,"Hilchenbach, Stadt",14488,81.12,178.6
2336,5,Nordrhein-Westfalen,70,20,"Hückelhoven, Stadt",40659,61.27,663.6
2337,5,Nordrhein-Westfalen,70,20,"Kamp-Lintfort, Stadt",37469,63.14,593.43
2338,5,Nordrhein-Westfalen,70,20,"Lübbecke, Stadt",26525,65.04,407.83
2339,5,Nordrhein-Westfalen,70,24,Everswinkel,9704,69.06,140.52
2340,5,Nordrhein-Westfalen,70,24,"Kreuztal, Stadt",30609,71.07,430.69
2341,5,Nordrhein-Westfalen,70,24,"Minden, Stadt",83743,101.12,828.15
2342,5,Nordrhein-Westfalen,70,24,"Moers, Stadt",100465,67.68,1484.41
2343,5,Nordrhein-Westfalen,70,24,Selfkant,10461,42.09,248.54
2344,5,Nordrhein-Westfalen,70,28,"Bad Laasphe, Stadt",13101,135.95,96.37
2345,5,Nordrhein-Westfalen,70,28,"Neukirchen-Vluyn, Stadt",27021,43.5,621.17
2346,5,Nordrhein-Westfalen,70,28,"Oelde, Stadt",29704,102.77,289.03
2347,5,Nordrhein-Westfalen,70,28,"Petershagen, Stadt",25281,211.94,119.28
2348,5,Nordrhein-Westfalen,70,28,"Übach-Palenberg, Stadt",23748,26.09,910.23
2349,5,Nordrhein-Westfalen,70,32,"Netphen, Stadt",23005,137.39,167.44
2350,5,Nordrhein-Westfalen,70,32,Ostbevern,11027,89.65,123.0
2351,5,Nordrhein-Westfalen,70,32,"Porta Westfalica, Stadt",36557,105.22,347.43
2352,5,Nordrhein-Westfalen,70,32,"Rheinberg, Stadt",31210,75.24,414.81
2353,5,Nordrhein-Westfalen,70,32,Waldfeucht,9021,30.27,298.02
2354,5,Nordrhein-Westfalen,70,36,Neunkirchen (Kreis Siegen-Wittgenstein),12949,39.81,325.27
2355,5,Nordrhein-Westfalen,70,36,"Preußisch Oldendorf, Stadt",12434,68.76,180.83
2356,5,Nordrhein-Westfalen,70,36,"Sassenberg, Stadt",14469,78.08,185.31
2357,5,Nordrhein-Westfalen,70,36,Schermbeck,13417,110.71,121.19
2358,5,Nordrhein-Westfalen,70,36,"Wassenberg, Stadt",19191,42.43,452.3
2359,5,Nordrhein-Westfalen,70,40,"Rahden, Stadt",15910,137.48,115.73
2360,5,Nordrhein-Westfalen,70,40,"Sendenhorst, Stadt",13785,96.95,142.19
2361,5,Nordrhein-Westfalen,70,40,"Siegen, Universitätsstadt",102275,114.69,891.75
2362,5,Nordrhein-Westfalen,70,40,Sonsbeck,8587,55.41,154.97
2363,5,Nordrhein-Westfalen,70,40,"Wegberg, Stadt",28098,84.34,333.15
2364,5,Nordrhein-Westfalen,70,44,Stemwede,13606,166.13,81.9
2365,5,Nordrhein-Westfalen,70,44,"Telgte, Stadt",19751,90.9,217.28
2366,5,Nordrhein-Westfalen,70,44,"Voerde (Niederrhein), Stadt",35387,53.49,661.56
2367,5,Nordrhein-Westfalen,70,44,Wilnsdorf,20115,72.04,279.22
2368,5,Nordrhein-Westfalen,70,48,Wadersloh,12619,117.03,107.83
2369,5,Nordrhein-Westfalen,70,48,"Wesel, Stadt",59988,122.56,489.46
2370,5,Nordrhein-Westfalen,70,52,"Warendorf, Stadt",37176,176.88,210.18
2371,5,Nordrhein-Westfalen,70,52,"Xanten, Stadt",20919,72.43,288.82
2372,5,Nordrhein-Westfalen,74,4,Altenbeken,9218,76.22,120.94
2373,5,Nordrhein-Westfalen,74,4,Anröchte,10237,73.79,138.73
2374,5,Nordrhein-Westfalen,74,4,"Bergneustadt, Stadt",18526,37.89,488.94
2375,5,Nordrhein-Westfalen,74,8,"Bad Lippspringe, Stadt",17048,51.01,334.21
2376,5,Nordrhein-Westfalen,74,8,Bad Sassendorf,12110,63.46,190.83
2377,5,Nordrhein-Westfalen,74,8,Engelskirchen,19550,63.03,310.17
2378,5,Nordrhein-Westfalen,74,12,Borchen,13849,77.28,179.21
2379,5,Nordrhein-Westfalen,74,12,Ense,12191,51.08,238.66
2380,5,Nordrhein-Westfalen,74,12,"Gummersbach, Stadt",51327,95.41,537.96
2381,5,Nordrhein-Westfalen,74,16,"Büren, Stadt",21330,170.99,124.74
2382,5,Nordrhein-Westfalen,74,16,"Erwitte, Stadt",16066,89.41,179.69
2383,5,Nordrhein-Westfalen,74,16,"Hückeswagen, Schloss-Stadt",14521,50.52,287.43
2384,5,Nordrhein-Westfalen,74,20,"Delbrück, Stadt",31570,157.28,200.72
2385,5,Nordrhein-Westfalen,74,20,"Geseke, Stadt",20835,97.89,212.84
2386,5,Nordrhein-Westfalen,74,20,Lindlar,21322,85.88,248.28
2387,5,Nordrhein-Westfalen,74,24,"Hövelhof, Sennegemeinde",16497,70.74,233.21
2388,5,Nordrhein-Westfalen,74,24,Lippetal,11840,126.61,93.52
2389,5,Nordrhein-Westfalen,74,24,Marienheide,13403,54.97,243.82
2390,5,Nordrhein-Westfalen,74,28,"Lichtenau, Stadt (Kreis Paderborn)",10679,192.57,55.46
2391,5,Nordrhein-Westfalen,74,28,"Lippstadt, Stadt",68100,113.68,599.05
2392,5,Nordrhein-Westfalen,74,28,Morsbach,10426,55.96,186.31
2393,5,Nordrhein-Westfalen,74,32,Möhnesee,11537,123.49,93.42
2394,5,Nordrhein-Westfalen,74,32,Nümbrecht,17339,71.78,241.56
2395,5,Nordrhein-Westfalen,74,32,"Paderborn, Stadt",155516,179.59,865.95
2396,5,Nordrhein-Westfalen,74,36,"Radevormwald, Stadt auf der Höhe",21547,53.86,400.06
2397,5,Nordrhein-Westfalen,74,36,"Rüthen, Stadt",10100,158.15,63.86
2398,5,Nordrhein-Westfalen,74,36,"Salzkotten, Stadt",25288,109.8,230.31
2399,5,Nordrhein-Westfalen,74,40,"Bad Wünnenberg, Stadt",12107,161.3,75.06
2400,5,Nordrhein-Westfalen,74,40,Reichshof,18592,114.66,162.15
2401,5,Nordrhein-Westfalen,74,40,"Soest, Stadt",46453,85.81,541.35
2402,5,Nordrhein-Westfalen,74,44,"Waldbröl, Stadt",19534,63.32,308.5
2403,5,Nordrhein-Westfalen,74,44,"Warstein, Stadt",25162,158.05,159.2
2404,5,Nordrhein-Westfalen,74,48,Welver,11927,85.62,139.3
2405,5,Nordrhein-Westfalen,74,48,"Wiehl, Stadt",25010,53.26,469.58
2406,5,Nordrhein-Westfalen,74,52,"Werl, Stadt",29984,76.35,392.72
2407,5,Nordrhein-Westfalen,74,52,"Wipperfürth, Hansestadt",21647,118.3,182.98
2408,5,Nordrhein-Westfalen,74,56,Wickede (Ruhr),11525,25.24,456.62
2409,5,Nordrhein-Westfalen,78,4,"Bergisch Gladbach, Stadt",110898,83.09,1334.67
2410,5,Nordrhein-Westfalen,78,4,"Bergkamen, Stadt",48518,44.9,1080.58
2411,5,Nordrhein-Westfalen,78,8,"Burscheid, Stadt",19131,27.33,700.0
2412,5,Nordrhein-Westfalen,78,8,Bönen,18097,38.04,475.74
2413,5,Nordrhein-Westfalen,78,12,"Fröndenberg/Ruhr, Stadt",20668,56.23,367.56
2414,5,Nordrhein-Westfalen,78,12,Kürten,19837,67.29,294.8
2415,5,Nordrhein-Westfalen,78,16,Holzwickede,17272,22.36,772.45
2416,5,Nordrhein-Westfalen,78,16,"Leichlingen (Rheinland), Blütenstadt",27755,37.26,744.9
2417,5,Nordrhein-Westfalen,78,20,"Kamen, Stadt",42205,40.95,1030.65
2418,5,Nordrhein-Westfalen,78,20,Odenthal,15616,39.87,391.67
2419,5,Nordrhein-Westfalen,78,24,"Lünen, Stadt",85234,59.39,1435.16
2420,5,Nordrhein-Westfalen,78,24,"Overath, Stadt",26608,68.88,386.3
2421,5,Nordrhein-Westfalen,78,28,"Rösrath, Stadt",28300,38.8,729.38
2422,5,Nordrhein-Westfalen,78,28,"Schwerte, Hansestadt an der Ruhr",45954,56.23,817.25
2423,5,Nordrhein-Westfalen,78,32,"Selm, Stadt",25701,60.41,425.44
2424,5,Nordrhein-Westfalen,78,32,"Wermelskirchen, Stadt",34532,74.81,461.6
2425,5,Nordrhein-Westfalen,78,36,"Unna, Stadt",59515,88.56,672.03
2426,5,Nordrhein-Westfalen,78,40,"Werne, Stadt",30229,76.14,397.02
2427,5,Nordrhein-Westfalen,82,4,Alfter,23692,34.77,681.39
2428,5,Nordrhein-Westfalen,82,8,"Bad Honnef, Stadt",24825,48.14,515.68
2429,5,Nordrhein-Westfalen,82,12,"Bornheim, Stadt",47695,82.69,576.79
2430,5,Nordrhein-Westfalen,82,16,Eitorf,18828,69.9,269.36
2431,5,Nordrhein-Westfalen,82,20,"Hennef (Sieg), Stadt",47923,105.89,452.57
2432,5,Nordrhein-Westfalen,82,24,"Königswinter, Stadt",40532,76.2,531.92
2433,5,Nordrhein-Westfalen,82,28,"Lohmar, Stadt",30889,65.62,470.73
2434,5,Nordrhein-Westfalen,82,32,"Meckenheim, Stadt",24594,34.84,705.91
2435,5,Nordrhein-Westfalen,82,36,Much,14307,78.06,183.28
2436,5,Nordrhein-Westfalen,82,40,Neunkirchen-Seelscheid,19950,50.62,394.11
2437,5,Nordrhein-Westfalen,82,44,"Niederkassel, Stadt",38069,35.79,1063.68
2438,5,Nordrhein-Westfalen,82,48,"Rheinbach, Stadt",26704,69.72,383.02
2439,5,Nordrhein-Westfalen,82,52,Ruppichteroth,10878,61.96,175.56
2440,5,Nordrhein-Westfalen,82,56,"Sankt Augustin, Stadt",55985,34.22,1636.03
2441,5,Nordrhein-Westfalen,82,60,"Siegburg, Stadt",42142,23.66,1781.15
2442,5,Nordrhein-Westfalen,82,64,Swisttal,18319,62.22,294.42
2443,5,Nordrhein-Westfalen,82,68,"Troisdorf, Stadt",75335,62.0,1215.08
2444,5,Nordrhein-Westfalen,82,72,Wachtberg,20284,49.68,408.29
2445,5,Nordrhein-Westfalen,82,76,Windeck,19335,107.22,180.33
2446,6,Hessen,11,0,"Darmstadt, Wissenschaftsstadt",161767,122.07,1325.2
2447,6,Hessen,11,0,"Kassel, documenta-Stadt",195012,106.79,1826.13
2448,6,Hessen,12,0,"Frankfurt am Main, Stadt",743268,248.31,2993.31
2449,6,Hessen,13,0,"Offenbach am Main, Stadt",129479,44.88,2885.0
2450,6,Hessen,14,0,"Wiesbaden, Landeshauptstadt",284260,203.87,1394.32
2451,6,Hessen,31,1,Abtsteinach,2421,11.02,219.69
2452,6,Hessen,31,1,"Allendorf (Lumda), Stadt",3774,22.05,171.16
2453,6,Hessen,31,1,Bad Salzschlirf,3433,13.06,262.86
2454,6,Hessen,31,2,"Bensheim, Stadt",40993,57.83,708.85
2455,6,Hessen,31,2,Biebertal,9882,43.94,224.9
2456,6,Hessen,31,2,"Burghaun, Marktgemeinde",6286,65.04,96.65
2457,6,Hessen,31,3,Biblis,8998,40.47,222.34
2458,6,Hessen,31,3,Buseck,12273,38.61,317.87
2459,6,Hessen,31,3,Dipperz,3578,30.04,119.11
2460,6,Hessen,31,4,Birkenau,9489,24.54,386.67
2461,6,Hessen,31,4,Ebersburg,4650,37.05,125.51
2462,6,Hessen,31,4,Fernwald,6922,21.57,320.91
2463,6,Hessen,31,5,"Bürstadt, Stadt",17308,34.46,502.26
2464,6,Hessen,31,5,Ehrenberg (Rhön),2594,40.84,63.52
2465,6,Hessen,31,5,"Gießen, Universitätsstadt",87217,72.61,1201.17
2466,6,Hessen,31,6,Eichenzell,11689,55.99,208.77
2467,6,Hessen,31,6,Einhausen (Landkreis Bergstraße),6385,26.67,239.41
2468,6,Hessen,31,6,"Grünberg, Stadt",13713,89.22,153.7
2469,6,Hessen,31,7,"Eiterfeld, Marktgemeinde",7014,89.83,78.08
2470,6,Hessen,31,7,Fürth (Landkreis Bergstraße),10843,38.41,282.3
2471,6,Hessen,31,7,Heuchelheim a. d. Lahn,7614,10.58,719.66
2472,6,Hessen,31,8,Flieden,8532,49.65,171.84
2473,6,Hessen,31,8,Gorxheimertal,4146,10.45,396.75
2474,6,Hessen,31,8,"Hungen, Stadt",12667,86.78,145.97
2475,6,Hessen,31,9,"Fulda, Stadt",64688,104.05,621.7
2476,6,Hessen,31,9,Grasellenbach,4010,22.88,175.26
2477,6,Hessen,31,9,Langgöns,11045,52.53,210.26
2478,6,Hessen,31,10,"Gersfeld (Rhön), Stadt",5253,89.34,58.8
2479,6,Hessen,31,10,Groß-Rohrheim,3645,19.56,186.35
2480,6,Hessen,31,10,"Laubach, Stadt",9743,97.01,100.43
2481,6,Hessen,31,11,Großenlüder,8592,73.93,116.22
2482,6,Hessen,31,11,"Heppenheim (Bergstraße), Kreisstadt",26912,52.12,516.35
2483,6,Hessen,31,11,"Lich, Stadt",13982,77.61,180.16
2484,6,Hessen,31,12,"Hilders, Marktgemeinde",4803,70.37,68.25
2485,6,Hessen,31,12,"Hirschhorn (Neckar), Stadt",3435,30.85,111.35
2486,6,Hessen,31,12,"Linden, Stadt",13027,22.77,572.11
2487,6,Hessen,31,13,Hofbieber,6078,87.26,69.65
2488,6,Hessen,31,13,"Lampertheim, Stadt",32058,72.27,443.59
2489,6,Hessen,31,13,"Lollar, Stadt",10046,21.39,469.66
2490,6,Hessen,31,14,Hosenfeld,4477,50.73,88.25
2491,6,Hessen,31,14,Lautertal (Odenwald),6993,30.75,227.41
2492,6,Hessen,31,14,"Pohlheim, Stadt",17421,38.0,458.45
2493,6,Hessen,31,15,"Hünfeld, Konrad-Zuse-Stadt",16756,119.75,139.92
2494,6,Hessen,31,15,"Lindenfels, Stadt",5009,21.09,237.51
2495,6,Hessen,31,15,Rabenau,4845,43.4,111.64
2496,6,Hessen,31,16,Kalbach,6411,70.63,90.77
2497,6,Hessen,31,16,"Lorsch, Karolingerstadt",14291,25.24,566.2
2498,6,Hessen,31,16,Reiskirchen,10334,44.99,229.7
2499,6,Hessen,31,17,Künzell,16975,30.28,560.6
2500,6,Hessen,31,17,Mörlenbach,10300,27.22,378.4
2501,6,Hessen,31,17,"Staufenberg, Stadt",8197,28.58,286.81
2502,6,Hessen,31,18,"Neckarsteinach, Stadt",3785,17.24,219.55
2503,6,Hessen,31,18,Neuhof (Landkreis Fulda),10741,90.28,118.97
2504,6,Hessen,31,18,Wettenberg,12003,42.92,279.66
2505,6,Hessen,31,19,Nüsttal,2827,45.49,62.15
2506,6,Hessen,31,19,Rimbach (Landkreis Bergstraße),8642,23.16,373.14
2507,6,Hessen,31,20,Petersberg (Landkreis Fulda),15879,35.51,447.17
2508,6,Hessen,31,20,"Viernheim, Stadt",34252,48.41,707.54
2509,6,Hessen,31,21,Poppenhausen (Wasserkuppe),2696,40.77,66.13
2510,6,Hessen,31,21,Wald-Michelbach,10505,74.31,141.37
2511,6,Hessen,31,22,"Rasdorf, Point-Alpha-Gemeinde",1554,30.08,51.66
2512,6,Hessen,31,22,"Zwingenberg, Stadt",7197,5.66,1271.55
2513,6,Hessen,31,23,"Tann (Rhön), Stadt",4447,60.45,73.56
2514,6,Hessen,32,1,Alheim,4800,63.84,75.19
2515,6,Hessen,32,1,Alsbach-Hähnlein,9195,15.77,583.07
2516,6,Hessen,32,1,"Aßlar, Stadt",14288,43.57,327.93
2517,6,Hessen,32,2,"Babenhausen, Stadt",16957,66.85,253.66
2518,6,Hessen,32,2,"Bad Hersfeld, Kreisstadt",30635,73.87,414.72
2519,6,Hessen,32,2,Bischoffen,3211,35.37,90.78
2520,6,Hessen,32,3,"Bebra, Stadt",13262,93.71,141.52
2521,6,Hessen,32,3,Bickenbach (Landkreis Darmstadt-Dieburg),5964,9.26,644.06
2522,6,Hessen,32,3,"Braunfels, Stadt",10921,47.28,230.99
2523,6,Hessen,32,4,Breitenbach a. Herzberg,1698,42.43,40.02
2524,6,Hessen,32,4,Breitscheid (Landkreis Lahn-Dill-Kreis),4631,31.71,146.04
2525,6,Hessen,32,4,"Dieburg, Stadt",15694,23.08,679.98
2526,6,Hessen,32,5,Cornberg,1294,23.36,55.39
2527,6,Hessen,32,5,Dietzhölztal,5457,37.47,145.64
2528,6,Hessen,32,5,Eppertshausen,6360,13.11,485.13
2529,6,Hessen,32,6,"Dillenburg, Oranienstadt",23003,83.76,274.63
2530,6,Hessen,32,6,Erzhausen,7866,7.4,1062.97
2531,6,Hessen,32,6,Friedewald (Landkreis Hersfeld-Rotenburg),2570,39.64,64.83
2532,6,Hessen,32,7,Driedorf,5022,47.56,105.59
2533,6,Hessen,32,7,Fischbachtal,2674,13.27,201.51
2534,6,Hessen,32,7,Hauneck,3159,17.75,177.97
2535,6,Hessen,32,8,Ehringshausen,9332,45.43,205.41
2536,6,Hessen,32,8,"Griesheim, Stadt",28578,21.55,1326.13
2537,6,Hessen,32,8,"Haunetal, Marktgemeinde",2850,54.94,51.87
2538,6,Hessen,32,9,Eschenburg,9902,45.78,216.3
2539,6,Hessen,32,9,"Groß-Bieberau, Stadt",4704,18.27,257.47
2540,6,Hessen,32,9,"Heringen (Werra), Stadt",6880,61.2,112.42
2541,6,Hessen,32,10,Greifenstein,6578,67.4,97.6
2542,6,Hessen,32,10,"Groß-Umstadt, Stadt",21244,86.84,244.63
2543,6,Hessen,32,10,Hohenroda,2967,35.75,82.99
2544,6,Hessen,32,11,Groß-Zimmern,14497,21.26,681.89
2545,6,Hessen,32,11,"Haiger, Stadt",19105,106.73,179.0
2546,6,Hessen,32,11,Kirchheim (Landkreis Hersfeld-Rotenburg),3602,50.61,71.17
2547,6,Hessen,32,12,"Herborn, Stadt",20084,63.76,314.99
2548,6,Hessen,32,12,Ludwigsau,5511,112.05,49.18
2549,6,Hessen,32,12,Messel,4120,14.82,278.0
2550,6,Hessen,32,13,Hohenahr,4825,45.71,105.56
2551,6,Hessen,32,13,Modautal,5212,31.79,163.95
2552,6,Hessen,32,13,Nentershausen (Landkreis Hersfeld-Rotenburg),2533,57.05,44.4
2553,6,Hessen,32,14,Hüttenberg,10601,40.74,260.21
2554,6,Hessen,32,14,Mühltal,14071,25.34,555.29
2555,6,Hessen,32,14,Neuenstein,2996,64.8,46.23
2556,6,Hessen,32,15,Lahnau,8162,23.94,340.94
2557,6,Hessen,32,15,Münster (Landkreis Darmstadt-Dieburg),14772,20.78,710.88
2558,6,Hessen,32,15,"Niederaula, Marktgemeinde",5188,64.16,80.86
2559,6,Hessen,32,16,"Leun, Stadt",5681,28.66,198.22
2560,6,Hessen,32,16,"Ober-Ramstadt, Stadt",14940,41.88,356.73
2561,6,Hessen,32,16,"Philippsthal (Werra), Marktgemeinde",3981,21.31,186.81
2562,6,Hessen,32,17,Mittenaar,4596,35.14,130.79
2563,6,Hessen,32,17,Otzberg,6428,41.94,153.27
2564,6,Hessen,32,17,Ronshausen,2294,37.63,60.96
2565,6,Hessen,32,18,"Pfungstadt, Stadt",25474,42.54,598.82
