Tabelle: 1000X-0001
Personen: Amtliche Einwohnerzahl und Fläche (Gemeinden);;;;
Bevölkerung kompakt;;;;;;;
09.05.2011;;;;;;;
;;Personen;;Fläche;;Bevölkerungsdichte;
;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
130585828069;Metelsdorf;464;e;8,17;e;57;e
130585828103;Ventschow;718;e;13,56;e;53;e
130585828114;Bobitz;2510;e;65,48;e;38;e
130585829001;Alt Meteln;1234;e;23,07;e;53;e
130585829016;Brüsewitz;2102;e;29,88;e;70;e
130585829019;Cramonshagen;512;e;10,12;e;51;e
130585829020;Dalberg-Wendelstorf;534;e;9,50;e;56;e
130585829031;Gottesgabe;783;e;22,24;e;35;e
130585829032;Grambow (Landkreis Nordwestmecklenburg);640;e;19,81;e;32;e
130585829053;Klein Trebbow;863;e;25,35;e;34;e
130585829064;Lübstorf;1507;e;43,66;e;35;e
130585829066;Lützow;1525;e;24,83;e;61;e
130585829079;Perlin;364;e;13,44;e;27;e
130585829080;Pingelshagen;532;e;2,07;e;257;e
130585829082;Pokrent;685;e;15,64;e;44;e
130585829095;Seehof;966;e;4,33;e;223;e
130585829108;Zickhusen;560;e;12,44;e;45;e
130585829117;Schildetal;832;e;19,39;e;43;e
130590002002;Anklam, Stadt;13096;e;56,58;e;231;e
130590112112;Heringsdorf (Landkreis Ostvorpommern);9033;e;37,46;e;241;e
130595918006;Behrenhoff;764;e;24,37;e;31;e
130595918016;Dargelin;379;e;15,72;e;24;e
130595918018;Dersekow;1055;e;26,15;e;40;e
130595918019;Diedrichshagen;494;e;17,28;e;29;e
130595918031;Hinrichshagen (Landkreis Ostvorpommern);830;e;9,98;e;83;e
130595918050;Levenhagen;399;e;13,18;e;30;e
130595918062;Mesekenhagen;1067;e;25,52;e;42;e
130595918074;Neuenkirchen (Landkreis Ostvorpommern);2297;e;23,09;e;99;e
130595918098;Wackerow;1401;e;31,72;e;44;e
130595918099;Weitenhagen (Landkreis Ostvorpommern);1516;e;21,02;e;72;e
130595919011;Brünzow;626;e;16,14;e;39;e
130595919029;Hanshagen;913;e;9,64;e;95;e
130595919039;Katzow;617;e;26,20;e;24;e
130595919040;Kemnitz;1111;e;19,20;e;58;e
130595919046;Kröslin;1793;e;22,40;e;80;e
130595919053;Loissin;798;e;15,29;e;52;e
130595919055;Lubmin;1991;e;13,88;e;143;e
130595919069;Neu Boltenhagen;616;e;24,37;e;25;e
130595919085;Rubenow;833;e;35,21;e;24;e
130595919103;Wusterhusen;1212;e;19,08;e;64;e
130595922012;Buddenhagen;443;e;11,79;e;38;e
130595922014;Buggenhagen;237;e;27,03;e;9;e
130595922032;Hohendorf;950;e;30,53;e;31;e
130595922047;Krummin;247;e;10,50;e;24;e
130595922049;Lassan, Stadt;1579;e;27,98;e;56;e
130595922059;Lütow;379;e;16,30;e;23;e
130595922088;Sauzin;407;e;6,61;e;62;e
130595922101;Wolgast, Stadt;11210;e;19,21;e;584;e
130595922104;Zemitz;735;e;30,94;e;24;e
130595925038;Karlshagen;3114;e;5,07;e;614;e
130595925063;Mölschow;801;e;15,30;e;52;e
130595925075;Peenemünde;279;e;25,54;e;11;e
130595925095;Trassenheide;896;e;6,50;e;138;e
130595925107;Zinnowitz;3935;e;9,05;e;435;e
130595926007;Benz (Landkreis Ostvorpommern);991;e;24,50;e;40;e
130595926017;Dargen;538;e;28,24;e;19;e
130595926022;Garz;241;e;10,04;e;24;e
130595926036;Kamminke;288;e;2,96;e;97;e
130595926043;Korswandt;597;e;12,80;e;47;e
130595926044;Koserow;1707;e;6,04;e;283;e
130595926052;Loddin;1023;e;6,07;e;169;e
130595926078;Pudagla;429;e;13,26;e;32;e
130595926081;Rankwitz;647;e;30,71;e;21;e
130595926094;Stolpe auf Usedom;373;e;14,85;e;25;e
130595926096;Ückeritz;1020;e;13,64;e;75;e
130595926097;Usedom, Stadt;1872;e;38,58;e;49;e
130595926105;Zempin;956;e;3,10;e;308;e
130595926109;Zirchow;601;e;9,53;e;63;e
130595926111;Mellenthin;473;e;19,25;e;25;e
130595927003;Bandelin;554;e;16,99;e;33;e
130595927023;Gribow;166;e;8,17;e;20;e
130595927025;Groß Kiesow;1340;e;47,65;e;28;e
130595927027;Groß Polzin;426;e;29,38;e;14;e
130595927028;Gützkow, Stadt;2825;e;42,68;e;66;e
130595927037;Karlsburg;1334;e;28,58;e;47;e
130595927041;Klein Bünzow;758;e;34,68;e;22;e
130595927042;Kölzin;310;e;14,47;e;21;e
130595927057;Lühmannsdorf;689;e;5,65;e;122;e
130595927065;Murchin;807;e;46,27;e;17;e
130595927086;Rubkow;681;e;35,02;e;19;e
130595927089;Schmatzin;310;e;17,65;e;18;e
130595927102;Wrangelsburg;214;e;14,99;e;14;e
130595927106;Ziethen (Landkreis Ostvorpommern);492;e;18,35;e;27;e
130595927110;Züssow;1387;e;29,52;e;47;e
130595928005;Bargischow;348;e;21,69;e;16;e
130595928008;Blesewitz;257;e;12,65;e;20;e
130595928009;Boldekow;511;e;30,95;e;17;e
130595928013;Bugewitz;288;e;56,77;e;5;e
130595928015;Butzow;452;e;12,82;e;35;e
130595928021;Ducherow;2607;e;63,38;e;41;e
130595928033;Iven;188;e;15,76;e;12;e
130595928045;Krien;755;e;21,84;e;35;e
130595928048;Krusenfelde;187;e;12,55;e;15;e
130595928051;Liepen;313;e;18,00;e;17;e
130595928060;Medow;572;e;28,95;e;20;e
130595928066;Neetzow;593;e;25,19;e;24;e
130595928070;Neu Kosenow;549;e;24,89;e;22;e
130595928071;Neuendorf A;145;e;13,89;e;10;e
130595928072;Neuendorf B;159;e;13,79;e;12;e
130595928073;Neuenkirchen (Landkreis Ostvorpommern);251;e;15,66;e;16;e
130595928077;Postlow;339;e;14,71;e;23;e
130595928080;Putzar;195;e;17,43;e;11;e
130595928084;Rossin;167;e;12,63;e;13;e
130595928087;Sarnow;443;e;23,22;e;19;e
130595928091;Spantekow;1115;e;56,65;e;20;e
130595928093;Stolpe (Landkreis Ostvorpommern);343;e;17,67;e;19;e
130600056056;Parchim, Stadt;17452;e;106,80;e;163;e
130605011001;Banzkow;2771;e;52,29;e;53;e
130605011060;Plate;3373;e;22,05;e;153;e
130605011077;Sukow;1472;e;21,35;e;69;e
130605013003;Barnin;451;e;16,96;e;27;e
130605013008;Bülow;365;e;23,85;e;15;e
130605013010;Crivitz, Stadt;5058;e;58,41;e;87;e
130605013013;Demen;988;e;46,79;e;21;e
130605013017;Friedrichsruhe;897;e;34,66;e;26;e
130605013025;Göhren (Landkreis Parchim);404;e;20,02;e;20;e
130605013080;Tramm (Landkreis Parchim);542;e;21,90;e;25;e
130605013090;Zapel;412;e;11,57;e;36;e
130605017009;Cambs;636;e;20,82;e;31;e
130605017022;Gneven;377;e;10,28;e;37;e
130605017024;Godern;333;e;4,59;e;73;e
130605017045;Langen Brütz;486;e;15,45;e;31;e
130605017048;Leezen (Landkreis Parchim);2173;e;26,24;e;83;e
130605017059;Pinnow (Landkreis Parchim);1560;e;14,17;e;110;e
130605017063;Raben Steinfeld;1067;e;9,60;e;111;e
130605017096;Dobin am See;1906;e;34,78;e;55;e
130605022004;Blankenberg (Landkreis Parchim);422;e;21,33;e;20;e
130605022005;Borkow;483;e;28,11;e;17;e
130605022007;Brüel, Stadt;2788;e;27,30;e;102;e
130605022011;Dabel;1477;e;24,72;e;60;e
130605022035;Hohen Pritz;378;e;23,77;e;16;e
130605022040;Kobrow;428;e;37,47;e;11;e
130605022046;Langen Jarchow;256;e;10,80;e;24;e
130605022054;Mustin (Landkreis Parchim);426;e;26,08;e;16;e
130605022073;Sternberg, Stadt;4339;e;67,67;e;64;e
130605022082;Weitendorf;386;e;41,94;e;9;e
130605022088;Witzin;484;e;18,79;e;26;e
130605022089;Zahrensdorf;299;e;14,03;e;21;e
130605022097;Kuhlen-Wendorf;879;e;49,61;e;18;e
130605023021;Gischow;265;e;16,87;e;16;e
130605023028;Granzin;500;e;22,91;e;22;e
130605023033;Herzberg;311;e;21,75;e;14;e
130605023036;Karbow-Vietlübbe;366;e;20,66;e;18;e
130605023041;Kreien;414;e;24,83;e;17;e
130605023042;Kritzow;477;e;25,09;e;19;e
130605023049;Lübz, Stadt;6117;e;49,16;e;124;e
130605023050;Lutheran;315;e;8,46;e;37;e
130605023051;Marnitz;795;e;30,95;e;26;e
130605023057;Passow (Landkreis Parchim);684;e;24,63;e;28;e
130605023071;Siggelkow;927;e;54,85;e;17;e
130605023076;Suckow;567;e;27,18;e;21;e
130605023079;Tessenow;609;e;35,96;e;17;e
130605023081;Wahlstorf (Landkreis Parchim);158;e;12,46;e;13;e
130605023086;Werder (Landkreis Parchim);366;e;18,08;e;20;e
130605023093;Gallin-Kuppentin;511;e;29,61;e;17;e
130605024012;Damm;504;e;17,91;e;28;e
130605024016;Domsühl;1019;e;28,95;e;35;e
130605024029;Grebbin;512;e;24,72;e;21;e
130605024030;Groß Godems;401;e;15,21;e;26;e
130605024032;Groß Niendorf (Landkreis Parchim);221;e;15,77;e;14;e
130605024038;Karrenzin;600;e;26,40;e;23;e
130605024067;Rom;822;e;33,68;e;24;e
130605024070;Severin;306;e;11,16;e;27;e
130605024072;Spornitz;1332;e;48,81;e;27;e
130605024074;Stolpe (Landkreis Parchim);379;e;20,59;e;18;e
130605024091;Ziegendorf;642;e;36,48;e;18;e
130605024092;Zölkow;561;e;22,97;e;24;e
130605024098;Lewitzrand;1489;e;46,71;e;32;e
130605025020;Ganzlin;518;e;14,85;e;35;e
130605025061;Plau am See, Stadt;6167;e;77,46;e;80;e
130605025083;Wendisch Priborn;430;e;26,76;e;16;e
130605025094;Barkhagen;634;e;30,28;e;21;e
130605025095;Buchberg;523;e;46,32;e;11;e
130605026014;Diestelow;468;e;23,45;e;20;e
130605026015;Dobbertin;1157;e;58,97;e;20;e
130605026026;Goldberg, Stadt;3185;e;27,36;e;116;e
130605026053;Mestlin;786;e;32,56;e;24;e
130605026055;Neu Poserin;553;e;47,34;e;12;e
130605026084;Wendisch Waren;346;e;14,03;e;25;e
130605026099;Techentin;741;e;41,42;e;18;e
130610005005;Binz;5199;e;25,23;e;206;e
130610028028;Putbus, Stadt;4373;e;66,60;e;66;e
130610035035;Sassnitz, Stadt;9749;e;47,08;e;207;e
130615115003;Baabe;858;e;2,26;e;380;e
130615115010;Gager;413;e;8,71;e;47;e
130615115014;Göhren (Landkreis Rügen);1267;e;7,39;e;171;e
130615115020;Lancken-Granitz;389;e;13,78;e;28;e
130615115023;Middelhagen;572;e;9,62;e;59;e
130615115038;Sellin;2435;e;14,33;e;170;e
130615115040;Thiessow;386;e;2,35;e;164;e
130615115044;Zirkow;651;e;25,61;e;25;e
130615118002;Altenkirchen (Landkreis Rügen);998;e;22,56;e;44;e
130615118006;Breege;664;e;16,07;e;41;e
130615118008;Dranske;1227;e;20,74;e;59;e
130615118013;Glowe;987;e;22,20;e;44;e
130615118022;Lohme;466;e;13,70;e;34;e
130615118029;Putgarten;218;e;12,62;e;17;e
130615118033;Sagard;2474;e;27,93;e;89;e
130615118043;Wiek;1164;e;25,39;e;46;e
130615119001;Altefähr;1196;e;20,59;e;58;e
130615119009;Dreschvitz;809;e;22,51;e;36;e
130615119012;Gingst;1389;e;21,66;e;64;e
130615119017;Insel Hiddensee;995;e;19,03;e;52;e
130615119019;Kluis;398;e;21,40;e;19;e
130615119024;Neuenkirchen (Landkreis Rügen);336;e;22,89;e;15;e
130615119031;Rambin;991;e;31,43;e;32;e
130615119034;Samtens;1999;e;32,44;e;62;e
130615119036;Schaprode;476;e;19,65;e;24;e
130615119041;Trent;733;e;35,40;e;21;e
130615119042;Ummanz;581;e;42,79;e;14;e
130615120004;Bergen auf Rügen, Stadt;13926;e;41,77;e;333;e
130615120007;Buschvitz;249;e;10,14;e;25;e
130615120011;Garz/Rügen, Stadt;2294;e;65,92;e;35;e
130615120016;Gustow;629;e;28,44;e;22;e
130615120021;Lietzow;262;e;8,38;e;31;e
130615120025;Parchtitz;761;e;25,05;e;30;e
130615120026;Patzig;476;e;8,05;e;59;e
130615120027;Poseritz;1069;e;40,13;e;27;e
130615120030;Ralswiek;238;e;16,53;e;14;e
130615120032;Rappin;331;e;29,07;e;11;e
130615120037;Sehlen;867;e;20,58;e;42;e
130620043043;Pasewalk, Stadt;10674;e;55,00;e;194;e
130620056056;Strasburg (Uckermark), Stadt;5324;e;86,85;e;61;e
130620059059;Ueckermünde, Stadt;9085;e;84,66;e;107;e
130625212005;Bergholz;374;e;21,69;e;17;e
130625212007;Blankensee (Landkreis Uecker-Randow);574;e;34,21;e;17;e
130625212009;Boock;605;e;12,89;e;47;e
130625212016;Glasow;171;e;15,59;e;11;e
130625212018;Grambow (Landkreis Uecker-Randow);896;e;34,87;e;26;e
130625212028;Krackow;668;e;44,03;e;15;e
130625212033;Löcknitz;3070;e;22,67;e;135;e
130625212039;Nadrensee;365;e;20,71;e;18;e
130625212044;Penkun, Stadt;1951;e;78,63;e;25;e
130625212045;Plöwen;290;e;15,20;e;19;e
130625212047;Ramin;674;e;47,03;e;14;e
130625212050;Rossow;447;e;23,09;e;19;e
130625212052;Rothenklempenow;652;e;58,07;e;11;e
130625214008;Blumenhagen;342;e;9,29;e;37;e
130625214010;Brietzig;194;e;10,57;e;18;e
130625214011;Damerow;136;e;7,82;e;17;e
130625214013;Fahrenwalde;334;e;26,10;e;13;e
130625214019;Groß Luckow;203;e;8,85;e;23;e
130625214025;Jatznick;1844;e;33,34;e;55;e
130625214026;Klein Luckow;228;e;19,40;e;12;e
130625214027;Koblentz;230;e;22,98;e;10;e
130625214029;Krugsdorf;423;e;8,34;e;51;e
130625214040;Nieden;180;e;6,49;e;28;e
130625214042;Papendorf (Landkreis Uecker-Randow);258;e;10,49;e;25;e
130625214046;Polzow;244;e;8,50;e;29;e
130625214049;Rollwitz;598;e;17,33;e;35;e
130625214053;Schönwalde;491;e;20,95;e;23;e
130625214060;Viereck;1278;e;54,75;e;23;e
130625214064;Zerrenthin;481;e;14,42;e;33;e
130625214065;Züsedom;240;e;10,35;e;23;e
130625216001;Ahlbeck;697;e;18,66;e;37;e
130625216002;Altwarp;527;e;32,54;e;16;e
130625216012;Eggesin, Stadt;5041;e;88,01;e;57;e
130625216017;Grambin;437;e;17,88;e;24;e
130625216024;Hintersee;337;e;44,42;e;8;e
130625216031;Leopoldshagen;726;e;19,56;e;37;e
130625216032;Liepgarten;788;e;32,81;e;24;e
130625216034;Luckow;644;e;37,57;e;17;e
130625216036;Meiersberg;427;e;10,11;e;42;e
130625216038;Mönkebude;751;e;34,23;e;22;e
130625216057;Torgelow-Holländerei;414;e;5,80;e;71;e
130625216061;Vogelsang-Warsin;349;e;63,20;e;6;e
130625216066;Lübs;401;e;30,20;e;13;e
130625217003;Altwigshagen;466;e;17,80;e;26;e
130625217014;Ferdinandshof;2793;e;47,20;e;59;e
130625217021;Hammer a.d. Uecker;484;e;21,47;e;23;e
130625217022;Heinrichsruh;259;e;16,96;e;15;e
130625217023;Heinrichswalde;425;e;14,30;e;30;e
130625217051;Rothemühl;323;e;30,49;e;11;e
130625217058;Torgelow, Stadt;8962;e;49,27;e;182;e
130625217062;Wilhelmsburg;835;e;47,04;e;18;e
145110000000;Chemnitz, Stadt;240253;e;220,84;e;1088;e
145210010010;Amtsberg;3923;e;23,25;e;169;e
145210020020;Annaberg-Buchholz, Stadt;21105;e;28,11;e;751;e
145210030030;Aue, Stadt;16981;e;20,94;e;811;e
145210050050;Bad Schlema;5057;e;15,52;e;326;e
145210070070;Bernsbach;4416;e;8,76;e;504;e
145210110110;Breitenbrunn/Erzgeb.;5764;e;60,02;e;96;e
145210130130;Crottendorf;4258;e;36,46;e;117;e
145210150150;Drebach;5661;e;32,74;e;173;e
145210160160;Ehrenfriedersdorf, Stadt;4943;e;15,86;e;312;e
145210170170;Eibenstock, Stadt;8031;e;112,35;e;71;e
145210200200;Gelenau/Erzgeb.;4419;e;21,11;e;209;e
145210240240;Großolbersdorf;2974;e;22,61;e;132;e
145210250250;Großrückerswalde;3645;e;26,69;e;137;e
145210260260;Grünhain-Beierfeld, Stadt;6165;e;22,26;e;277;e
145210290290;Hohndorf;3788;e;5,26;e;720;e
145210310310;Jahnsdorf/Erzgeb.;5641;e;26,10;e;216;e
145210320320;Johanngeorgenstadt, Stadt;4547;e;29,59;e;154;e
145210330330;Jöhstadt, Stadt;2984;e;49,68;e;60;e
145210350350;Lauter/Sa., Stadt;4692;e;21,55;e;218;e
145210360360;Lengefeld, Stadt;4375;e;47,52;e;92;e
145210370370;Lößnitz, Stadt;9364;e;30,53;e;307;e
145210400400;Mildenau;3517;e;31,67;e;111;e
145210410410;Neukirchen/Erzgeb.;6840;e;20,12;e;340;e
145210440440;Oberwiesenthal, Kurort, Stadt;2342;e;39,98;e;59;e
145210450450;Oelsnitz/Erzgeb., Stadt;11622;e;26,27;e;442;e
145210460460;Olbernhau, Stadt;9622;e;70,43;e;137;e
145210470470;Pfaffroda;2711;e;55,13;e;49;e
145210490490;Pockau;3926;e;36,05;e;109;e
145210500500;Raschau-Markersbach;5504;e;39,52;e;139;e
145210530530;Schneeberg, Stadt;14953;e;23,35;e;640;e
145210540540;Schönheide;4945;e;28,10;e;176;e
145210550550;Schwarzenberg/Erzgeb., Stadt;18109;e;46,33;e;391;e
145210560560;Sehmatal;6865;e;44,45;e;154;e
145210600600;Stützengrün;3561;e;28,36;e;126;e
145210620620;Thalheim/Erzgeb., Stadt;6848;e;10,80;e;634;e
145210630630;Thermalbad Wiesenbad;3533;e;24,21;e;146;e
145210640640;Thum, Stadt;5492;e;18,89;e;291;e
145210670670;Wolkenstein, Stadt;4057;e;30,51;e;133;e
145210680680;Zöblitz, Stadt;2855;e;22,14;e;129;e
145215101060;Bärenstein;2467;e;5,45;e;453;e
145215101340;Königswalde;2307;e;19,54;e;118;e
145215103040;Auerbach (Landkreis Erzgebirgskreis);2744;e;8,26;e;332;e
145215103120;Burkhardtsdorf;6352;e;21,19;e;300;e
145215103230;Gornsdorf;2097;e;4,18;e;502;e
145215110210;Geyer, Stadt;3797;e;18,76;e;202;e
145215110610;Tannenberg;1160;e;7,94;e;146;e
145215115190;Erlbach-Kirchberg;1677;e;15,88;e;106;e
145215115380;Lugau/Erzgeb., Stadt;6919;e;6,32;e;1095;e
145215115430;Niederwürschnitz;2722;e;6,06;e;449;e
145215116390;Marienberg, Stadt;13187;e;105,91;e;125;e
145215116480;Pobershau;1991;e;5,41;e;368;e
145215130510;Scheibenberg, Stadt;2231;e;9,01;e;248;e
145215130520;Schlettau, Stadt;2521;e;21,19;e;119;e
145215132140;Deutschneudorf;1087;e;8,03;e;135;e
145215132280;Heidersdorf;849;e;9,49;e;89;e
145215132570;Seiffen/Erzgeb., Kurort;2435;e;12,43;e;196;e
145215133420;Niederdorf;1276;e;13,03;e;98;e
145215133590;Stollberg/Erzgeb., Stadt;11609;e;38,83;e;299;e
145215138220;Gornau/Erzgeb.;3817;e;19,87;e;192;e
145215138690;Zschopau, Stadt;10091;e;22,88;e;441;e
145215139080;Bockau;2433;e;19,16;e;127;e
145215139700;Zschorlau;5584;e;22,00;e;254;e
145215140180;Elterlein, Stadt;3096;e;45,88;e;67;e
145215140300;Hormersdorf;1562;e;11,32;e;138;e
145215140710;Zwönitz, Stadt;11080;e;52,86;e;210;e
145215405090;Börnichen/Erzgeb.;984;e;15,48;e;64;e
145215405100;Borstendorf;1351;e;14,52;e;93;e
145215405270;Grünhainichen;2330;e;14,28;e;163;e
145220020020;Augustusburg, Stadt;4862;e;23,43;e;208;e
145220030030;Bobritzsch;4524;e;49,70;e;91;e
145220040040;Bockelwitz;2483;e;47,63;e;52;e
145220050050;Brand-Erbisdorf, Stadt;10290;e;46,24;e;223;e
145220070070;Claußnitz;3304;e;21,22;e;156;e
145220110110;Eppendorf;4471;e;33,70;e;133;e
145220120120;Erlau;3355;e;37,75;e;89;e
145220150150;Frankenberg/Sa., Stadt;15022;e;65,56;e;229;e
145220170170;Frauenstein, Stadt;3046;e;58,84;e;52;e
145220190190;Geringswalde, Stadt;4634;e;29,93;e;155;e
145220200200;Großhartmannsdorf;2629;e;32,23;e;82;e
145220210210;Großschirma, Stadt;5833;e;61,44;e;95;e
145220220220;Großweitzschen;2954;e;44,41;e;67;e
145220230230;Hainichen, Stadt;8892;e;51,57;e;172;e
145220240240;Halsbrücke;5346;e;41,07;e;130;e
145220250250;Hartha, Stadt;7763;e;54,37;e;143;e
145220260260;Hartmannsdorf (Landkreis Mittelsachsen);4509;e;10,28;e;439;e
145220290290;Königshain-Wiederau;2794;e;30,93;e;90;e
145220300300;Kriebstein;2331;e;31,00;e;75;e
145220310310;Leisnig, Stadt;6378;e;30,43;e;210;e
145220320320;Leubsdorf (Landkreis Mittelsachsen);3566;e;34,49;e;103;e
145220330330;Lichtenau;7544;e;49,06;e;154;e
145220350350;Lunzenau, Stadt;4731;e;28,36;e;167;e
145220370370;Mochau;2429;e;38,81;e;63;e
145220390390;Mulda/Sa.;2693;e;43,08;e;63;e
145220400400;Neuhausen/Erzgeb.;2906;e;48,03;e;61;e
145220420420;Niederwiesa;5047;e;16,37;e;308;e
145220430430;Oberschöna;3471;e;44,23;e;78;e
145220460460;Penig, Stadt;9509;e;63,32;e;150;e
145220470470;Rechenberg-Bienenmühle;2128;e;52,49;e;41;e
145220480480;Reinsberg;3044;e;49,67;e;61;e
145220500500;Rossau;3628;e;53,37;e;68;e
145220540540;Striegistal;4978;e;77,05;e;65;e
145220580580;Wechselburg;1990;e;25,64;e;78;e
145225102060;Burgstädt, Stadt;11230;e;25,84;e;435;e
145225102380;Mühlau;2197;e;8,09;e;272;e
145225102550;Taura;2487;e;11,11;e;224;e
145225105080;Döbeln, Stadt;19994;e;32,71;e;611;e
145225105100;Ebersbach (Landkreis Mittelsachsen);1076;e;6,76;e;159;e
145225108130;Falkenau;1903;e;9,15;e;208;e
145225108140;Flöha, Stadt;9629;e;18,57;e;519;e
145225109180;Freiberg, Stadt;39825;e;48,05;e;829;e
145225109270;Hilbersdorf (Landkreis Mittelsachsen);1432;e;5,54;e;258;e
145225113340;Lichtenberg/Erzgeb.;2882;e;33,17;e;87;e
145225113590;Weißenborn/Erzgeb.;2624;e;22,51;e;117;e
145225119010;Altmittweida;1986;e;14,07;e;141;e
145225119360;Mittweida, Stadt;15385;e;41,29;e;373;e
145225121160;Frankenstein (Landkreis Mittelsachsen);1126;e;21,50;e;52;e
145225121440;Oederan, Stadt;7444;e;55,88;e;133;e
145225123450;Ostrau;3925;e;52,60;e;75;e
145225123620;Zschaitz-Ottewig;1367;e;18,23;e;75;e
145225126280;Königsfeld (Landkreis Mittelsachsen);1572;e;28,40;e;55;e
145225126490;Rochlitz, Stadt;6236;e;23,77;e;262;e
145225126530;Seelitz;1884;e;31,21;e;60;e
145225126600;Zettlitz;785;e;15,67;e;50;e
145225127410;Niederstriegis;1170;e;14,79;e;79;e
145225127510;Roßwein, Stadt;6801;e;29,18;e;233;e
145225129090;Dorfchemnitz;1660;e;29,52;e;56;e
145225129520;Sayda, Stadt;2019;e;35,17;e;57;e
145225136570;Waldheim, Stadt;8308;e;23,84;e;348;e
145225136610;Ziegra-Knobelsdorf;2046;e;31,05;e;66;e
145230010010;Adorf/Vogtl., Stadt;5334;e;42,80;e;125;e
145230020020;Auerbach/Vogtl., Stadt;19604;e;55,38;e;354;e
145230030030;Bad Brambach;2091;e;43,83;e;48;e
145230040040;Bad Elster, Stadt;3761;e;19,72;e;191;e
145230090090;Ellefeld;2792;e;4,55;e;614;e
145230100100;Elsterberg, Stadt;4466;e;25,07;e;178;e
145230170170;Lengenfeld, Stadt;7597;e;47,16;e;161;e
145230245245;Muldenhammer;3346;e;56,09;e;60;e
145230250250;Mylau, Stadt;2773;e;4,73;e;586;e
145230280280;Neumark;3047;e;17,35;e;176;e
145230320320;Plauen, Stadt;64468;e;102,12;e;631;e
145230330330;Pöhl;2614;e;36,59;e;71;e
145230360360;Rodewisch, Stadt;6845;e;26,89;e;255;e
145230365365;Rosenbach/Vogtl.;4437;e;67,39;e;66;e
145230380380;Steinberg (Landkreis Vogtlandkreis);2942;e;20,42;e;144;e
145235107120;Falkenstein/Vogtl., Stadt;8652;e;31,05;e;279;e
145235107130;Grünbach, Höhenluftkurort;1810;e;27,53;e;66;e
145235107290;Neustadt/Vogtl.;1032;e;12,99;e;79;e
145235112160;Klingenthal, Stadt;8016;e;28,66;e;280;e
145235112470;Zwota;1370;e;21,78;e;63;e
145235117110;Erlbach (Landkreis Vogtlandkreis);1729;e;21,72;e;80;e
145235117200;Markneukirchen, Stadt;6486;e;47,37;e;137;e
145235120190;Limbach (Landkreis Vogtlandkreis);1526;e;14,16;e;108;e
145235120260;Netzschkau, Stadt;4174;e;12,52;e;333;e
145235122060;Bösenbrunn;1256;e;34,23;e;37;e
145235122080;Eichigt;1298;e;32,64;e;40;e
145235122300;Oelsnitz/Vogtl., Stadt;11208;e;53,63;e;209;e
145235122440;Triebel/Vogtl.;1341;e;43,11;e;31;e
145235124240;Mühltroff, Stadt;1765;e;27,70;e;64;e
145235124310;Pausa/Vogtl., Stadt;3581;e;36,57;e;98;e
145235125150;Heinsdorfergrund;2185;e;21,96;e;99;e
145235125340;Reichenbach im Vogtland, Stadt;19626;e;29,73;e;660;e
145235131230;Mühlental;1389;e;39,56;e;35;e
145235131370;Schöneck/Vogtl., Stadt;3441;e;54,91;e;63;e
145235134270;Neuensalz;2279;e;33,45;e;68;e
145235134430;Treuen, Stadt;8419;e;43,72;e;193;e
145235137350;Reuth (Landkreis Vogtlandkreis);1035;e;30,66;e;34;e
145235137450;Weischlitz;5201;e;91,00;e;57;e
145235402050;Bergen (Landkreis Vogtlandkreis);1054;e;8,30;e;127;e
145235402410;Theuma;1056;e;9,82;e;108;e
145235402420;Tirpersdorf;1440;e;19,45;e;74;e
145235402460;Werda;1567;e;13,58;e;115;e
145240020020;Callenberg;5274;e;39,82;e;132;e
145240060060;Fraureuth;5329;e;22,59;e;236;e
145240070070;Gersdorf;4235;e;9,70;e;437;e
145240080080;Glauchau, Stadt;23578;e;51,49;e;458;e
145240090090;Hartenstein, Stadt;4816;e;36,72;e;131;e
145240120120;Hohenstein-Ernstthal, Stadt;15476;e;18,33;e;844;e
145240140140;Langenbernsdorf;3755;e;36,37;e;103;e
145240150150;Langenweißbach;2641;e;22,68;e;116;e
145240170170;Lichtentanne;6680;e;27,33;e;244;e
145240200200;Mülsen;11914;e;49,65;e;240;e
145240210210;Neukirchen/Pleiße;4198;e;16,85;e;249;e
145240230230;Oberlungwitz, Stadt;6195;e;14,67;e;422;e
145240250250;Reinsdorf (Landkreis Zwickau);8019;e;21,17;e;379;e
145240300300;Werdau, Stadt;21712;e;65,59;e;331;e
145240310310;Wildenfels, Stadt;3855;e;20,67;e;187;e
145240320320;Wilkau-Haßlau, Stadt;10635;e;12,71;e;837;e
145240330330;Zwickau, Stadt;93081;e;102,55;e;908;e
145245104030;Crimmitschau, Stadt;20078;e;61,04;e;329;e
145245104050;Dennheritz;1388;e;13,35;e;104;e
145245111040;Crinitzberg;2085;e;18,82;e;111;e
145245111100;Hartmannsdorf b. Kirchberg;1398;e;27,12;e;52;e
145245111110;Hirschfeld (Landkreis Zwickau);1220;e;19,06;e;64;e
145245111130;Kirchberg, Stadt;8737;e;39,58;e;221;e
145245114180;Limbach-Oberfrohna, Stadt;24721;e;50,17;e;493;e
145245114220;Niederfrohna;2347;e;10,10;e;232;e
145245118190;Meerane, Stadt;15521;e;19,76;e;785;e
145245118270;Schönberg (Landkreis Zwickau);961;e;15,45;e;62;e
145245128010;Bernsdorf;2403;e;15,07;e;159;e
145245128160;Lichtenstein/Sa., Stadt;12393;e;15,48;e;801;e
